Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Data Analyst II,137-171 ,"The Data Analyst II is responsible for data entry and maintenance for our integrated enterprise system (SAP). As part of the Data Integrity team, this position is responsible for the accurate entry of data into SAP. The Data Integrity team is responsible for the efficient and effective management of part master data. This will require an individual with exceptional attention to detail, intermediate to advanced computer skills, in-depth knowledge of our business, products and processes.

WORK PERFORMED

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required.

Essential Functions of the Job:

Product Data – Responsible for managing product information levels to established standards
Maintain data to meet company standards
Data includes images, technical specifications and other data elements
Ensure automated data feeds successfully populate materials
Manually populate non-automated data as necessary via proprietary system
Identify system enhancements to improve automated processes and quality of information
Perform audits to ensure accuracy of assigned manufacturers or categories
Communicate with providers and manufacturers to ensure complete product data is supplied
Request necessary information
Identify areas of improvement and provide feedback
Review data standards for assigned manufacturers and/or categories
Implement data standard improvements through manual and automated means to meet needs
Provide customer service support for both external and internal customers
Support and validate teammate adherence to master data policies.
Material Maintenance – Responsible for maintaining product catalog to established standards; Performing Price File Maintenance
Review automated data feeds for successful materials creation
Ensure materials are created correctly via download process
Identify and communicate reasons for automated failures to improve process
Manually process download failures
Determine if Sales requests meet Insight Catalog Policy
Review opportunities and determine if it is appropriate business for Insight
Provide guidance to address future opportunities
Ensure materials are not added to the catalog that do not fit Insight strategy
Manually create non-automated materials proactively or reactively according to company policy
Create materials via proprietary systems and/or SAP
Determine appropriate source, costing and categorization
Process internal requests for creation
Discontinue materials that are no longer available and/or based on company policy
Other projects – Responsible for completing additional projects and assignments as required by the department
All other assigned duties
MINIMUM REQUIREMENTS

Education and/or Experience:

Associates degree or above from a college or university; or 3 years industry work experience.

KNOWLEDGE, SKILLS, AND ABILITIES

Following are the skills, knowledge and abilities necessary to perform this job
Advanced spreadsheet skills
Ability to analyze and troubleshoot information for resolution
Ability to work well in cross-functional teams
Ability to multi-task in a fast-paced environment
Ability to meet aggressive service-level agreements
Ability to take a complex process or technology and create easy-to-follow copy
Excellent written and verbal communication, with strong editing skills
Knowledge of AP style
Vast knowledge of technical writing and styles associated with it
Collaborating with marketing and IT on search engine relevancy as it relates to parts data’s influence
Proficiency with MS Word, Excel, Outlook and SAP.
Ability to write reports and/or business correspondence.
Ability to effectively present information and respond to questions from groups of managers, customers, other employees.
Ability to effectively present information to other departments and manufacturer representatives.
Ability to read, analyze, and interpret business documents.
Ability to effectively communicate via email, phone and in person.
Ability to understand processes and identify areas of improvement.
Ability to multi-task and demonstrate strong organizational details.",4.2,"Insight Enterprises, Inc.","Plano, TX","Tempe, AZ",5001 to 10000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),137,171,154, TX,0,32,0,1,0,0,0,0,0,analyst,na
Medical Lab Scientist,137-171 ,"Responsibilities


The Medical Laboratory Scientist is responsible for obtaining or receiving specimens, performing clinical laboratory tests by standardized procedures, understanding method principles, performing quality control, performing preventive maintenance, and interpreting results accurately, acceptably and within critical limits. The MLS works independently, organizing work to meet established deadlines and validates all data obtained.

Qualifications
Bachelor's Degree: Baccalaureate Degree in Medical Technology, Clinical Laboratory Science, Medical Laboratory Science or related science (Required)
Minimum of 1 year of experience
Certification and Licensure Requirements. MLS (ASCP) (Preferred)
3p-1130p
2-Evening",3.5,Tower Health,"West Grove, PA","Reading, PA",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,137,171,154, PA,0,3,0,0,0,0,0,0,0,na,na
Data Scientist,137-171 ,"Role Description
As a data scientist at Triplebyte, you’ll have the opportunity to work on a variety of challenges to help us scale. You'll be part of a small team, who are leveraging data to fix technical hiring. Your day to day, will include a mix of dataset acquisition, statistical modeling, exploratory data analysis, and software engineering. You’ll report directly to Triplebytes' Head of Machine Learning and will work alongside a team of 6-8 machine learning engineers and data scientists.
Fields your work will touch on
Psychometrics
Recommender systems
Time series analysis
Survival analysis
Bayesian inference
Probabilistic programming
This is an ideal role for a data scientist who wants the scope and responsibility to own features/products from the inception and research phase through to measuring real-world results.

About Triplebyte
Triplebyte is a hiring marketplace used by companies like Apple, Dropbox, Stripe, and Instacart to hire the best technical talent. We are on a mission to build a meritocratic hiring process, and we do all our evaluation background blind. Our ultimate goal is to collect the largest dataset and use this to build the world's best technical hiring process. No other company has successfully done what we're doing in this field.
We are growing extremely quickly, working on a problem that is fundamental, sitting at the crossroads between the workforce and employers. Ten years from now, it'll look silly to use anything other than Triplebyte for technical hiring.
Company Culture
We have a laid-back, friendly office culture. Over lunch you'll often find us discussing the latest in technology, books, and pop culture, and then maybe getting in a quick game of chess or babyfoot (foosball).
Since we're an early-stage company, we move fast, and it's important that each member of our team is able to take ownership of projects by defining problems, brainstorming solutions, and running experiments.",3.2,Triplebyte,"New York, NY","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,171,154, NY,0,5,0,0,0,0,0,0,0,data scientist,na
Data Scientist/Machine Learning,137-171 ,"PulsePoint™, a global programmatic advertising platform with specialized healthcare expertise, fuses the science of programmatic targeting, distribution, and optimization with the art of brand engagement. The PulsePoint platform is powered by terabytes of impression-level data, allowing brands to efficiently engage the right audiences at scale while helping publishers increase yield through actionable insights.

Our organization has a strong history of utilizing machine learning, contextualization, and targeting to distribute advertising to the right consumers at the right time and create real connections across the internet. We are now taking that knowledge and expertise to solve challenges within healthcare in order to create better health outcomes through Radical Health Personalization™.

The goals of the PulsePoint Data Science team:
Optimize and validate targeting mechanisms for specific health conditions;
Improve and optimize our proprietary contextualization and recommendation engines that handle millions of transactions per second, trillions each month;
Improve and optimize our buying platform to ensure cost efficiency and to deliver ad campaigns within budget, target and time constraints;
Collaborate with internal Health experts to design and support rapid assessment, analysis, and prototyping of ideas for achievable commercialization.
What you'll be working on:
Improve existing or develop new traffic segmentation algorithms and estimations of bid landscapes within each segment;
Optimize real-time bidding strategies to efficiently spend ad budgets delivering campaign targets given various constraints;
Support and enhance the existing work on health user profiling, prediction, and targeting tools;
Improve page contextualizer technology: work with healthcare topics detection algorithms, keywords/phrases extraction, general and aspect-based sentiment analysis;
Contribute on projects relating to patient/physician identity for cross-device tracking, profiling and targeting;
Support existing codebase for data integration and production support for our core models.



What you need to be successful in this role:
3+ years of full-time experience working as a Statistician/ Machine Learning
Engineer/ Data Scientist;
Advanced knowledge of Big Data technologies such as Hadoop, Hive/Impala and
Spark;
Advanced knowledge of Python using the numpy/scipy/pandas/sklearn stack;
Advanced knowledge of classical ML models (logistic regression, decision trees,
boosting, bagging, SVM, Bayesian methods, etc) and at least basic knowledge in
different Neural Network models (CNN, RNN, auto-encoders, transformers);
Being confident user of Unix-like systems, Dockers, git, bash;
MS/PhD in Applied Mathematics, Statistics, Machine Learning, Computer Science,
Physics; or BS with several years of applied machine learning experience

What we offer:
Sane work hours
Generous paid vacation/company holidays
Vacation reimbursement, sabbatical, pawternity leave, marriage leave, honeymoon bonus
Comprehensive healthcare with 100%-paid medical, vision, life & disability insurance
$2,000 annual training and development budget
Complimentary annual memberships to One Medical, NY Citi Bike and SF Ford GoBike
Monthly chair massages
Free fitness classes (spin, yoga, boxing)
Gym reimbursement, local gym membership discounts
Onsite flu shots, dental cleanings and vision exams
Annual company retreat
Paid parental leave and a lot of new parent perks
Emergency childcare credits
401(k) Match and free access to a financial advisor
Volunteer Time Off and Donation Matching, ongoing group volunteer opportunities
Team lunches, Sip & Social Thursdays, Game Nights, Movie Nights
Healthy snacks and drinks
And there's a lot more!",4.3,PulsePoint,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),137,171,154, NY,1,9,1,0,1,1,0,0,1,data scientist,na
Human Factors Scientist,137-171 ,"Human Factors Scientist
ID

3336

Location


Phoenix, AZ

Practice/Center


Human Factors

Apply Now

Exponent is a leading engineering and scientific consulting firm. Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve complicated problems facing corporations, insurers, government entities, associations and individuals. Our approximately 1000 staff members work in 26 offices across the United States and abroad. Exponent has over 800 consultants, including more than 500 that have earned a doctorate in their chosen field of specialization.

Exponent's Human Factors Practice is seeking a Scientist for our Phoenix, AZ office. This position will be responsible for analyzing human performance related to a wide variety of real world scenarios involving automobiles, occupational work and consumer products, and for serving as project manager on a potentially large number of such engagements.

Additional responsibilities will include:
Supporting a wide range of consulting activities that involve human factors in accidents and their prevention, including limitations of human perceptual, cognitive, and response capabilities
Developing client contacts and helping to grow future business opportunities
Working on multi-disciplinary projects spread across the nation
Providing case management, data processing, and analytical project support
Conducting research to obtain and review technical data, scientific literature, and standards
Participating in the design and evaluation of warnings, consumer products, and safety information
The ideal candidate for this position has a strong interest in applying their training to human performance questions involving operator behavior, occupational safety, consumer-product interaction, and environment navigation, and also possesses a strong scientific background in the foundations of cognition, perception, and human decision-making. Candidates should furthermore be comfortable working in a collaborative and fast-paced professional engineering and scientific consulting environment, which demands a high degree of self-motivation, dedication, and resilience to stress.

Qualifications for this position include:
Ph.D. in Experimental or Cognitive Psychology/Neuroscience
Excellent written and verbal communication skills as well as strong interpersonal skills
Strong mathematical aptitude and proficiency with statistics
Solid foundation in science of cognition, perception, and human decision making
Consummate project management skills and ability to juggle multiple teams concurrently with an eye for detail
Must be assertive, a self-starter, and able to work with accuracy under pressure and/or
To learn more about life at Exponent, check out our Graduate Students page at www.exponent.com/careers/grad-students!

We are an Affirmative Action, Equal Employment Opportunity, Veterans and Disabled Employer.",3.5,Exponent,"Phoenix, AZ","Menlo Park, CA",1001 to 5000 employees,Company - Public,Consulting,Business Services,$100 to $500 million (USD),137,171,154, AZ,0,53,0,1,0,0,0,0,0,na,na
Business Intelligence Analyst I- Data Insights,137-171 ,"Position Summary

Individuals within the
Business Intelligence (BI) Analyst I role provide business intelligence,
reporting, and data analysis needs for Customer Service and Delivery. They work
closely with BI Consultants, end users, and IT teams to turn data into critical
information and knowledge that can be used to make sound business decisions. It
is essential that BI Analysts build an understanding of the CSD organization at
a level of detail that enables them to identify and address critical issues.
They provide data that is accurate, congruent and reliable, and ensure the
information is easily available to users for direct consumption or integration
with other systems. BI Analysts educate and train business partners and clients
to use the data as an analytical tool, displaying the information in new forms
and content for analysis and option exploration.

BI Analysts work with
users to determine business requirements, priorities, define key performance
indicators (KPI), and develop BI and data warehouse (DW) strategy. They conduct
analyses of functional business processes and functional business requirements
and participate in the development of business cases in the support of process
changes. This includes working with business and development teams to design,
and document dashboards, alerts, and reports. This individual is accountable
for providing leadership and independent initiatives in facilitating
information gathering, structured documentation and presentation of findings to
all levels of management.

BI Analysts understand
how data is turned into information and knowledge and how that knowledge
supports and enables key business processes. They must have understanding of
the business environment and an interest in going beyond the obvious, delving
into the source, the definition, philosophy, and foundational roots of a data
element to create information. They must work well within a team environment.

Candidate Responsibilities
Provides design support
for the development of business intelligence solutions.
Works on small to
mid-sized and cross-functional IT and business intelligence solutions.
Works on multiple
tasks/projects as team member.
Participates in
workstream planning process including inception, technical design, development,
testing and delivery of BI solutions.
May participate in
project management estimation process.
Works with internal and
external customers and IT partners to develop and analyze business intelligence
needs.
Provides input to
business requirements for the design of solutions.
Interprets business
requirements and determines optimum BI solutions to meet needs.
Identifies and provides
input to new technology opportunities that will have an impact on the
Enterprise wide BI systems.
Designs Institute-wide
views and custom reports.
May perform analysis
for a wide range of requests using data in different formats and from various
platforms.
Researches business
problems and creates models that help analyze these business problems.
Provides input to the
development of information quality metrics.
Researches tools,
frameworks and mechanisms for data analytics.
Adheres to current
standards.
Provides input to
standards, policies and procedures for the form, structure, and attributes of
the BI tools and systems.
Designs and delivers
end-user training and training materials.
Trains users to
transform data into action-oriented information and to use correctly.

Functional Skills
General knowledge of
supported business functions, systems, and transactions
Familiar with
technology system processes, reporting functions, and methodologies
Works
effectively with associates from across the CGM Profit Center and with business
and IT partners",3.5,Guardian Life,"Appleton, WI","New York, NY",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),137,171,154, WI,0,160,0,0,0,0,0,0,0,analyst,na
Data Scientist,137-171 ,"What’s significantly better than working on a typical data science team? How about working on a data science team in which you’re directly making an impact in the revolutionary field of artificial intelligence even as an entry level team member? (well, statistically significant that is). Pardon the pun, but at Spectrum we’re certain that our team is pumped up to work not only with like-minded data-savvy and fun loving professionals, but also to work with cutting edge new tools like our predictive, artificially intelligent proprietary software. So, if your confident that you want to make a direct impact in your next job today, then please keep on reading.

Responsibilities

Beyond working with state of the art technology you will have many different fantastic projects to work on as a Data Scientist at Spectrum. Here are just a few different responsibilities you can expect off the bat:
Work with IT teams, management and/or data scientists to determine organizational goals
Mine data from primary and secondary sources
Clean and prune data to discard irrelevant information
Analyze and interpret results using standard statistical tools and techniques
Pinpoint trends, correlations and patterns in complicated data sets
Identify new opportunities for process improvement
Provide concise data reports and clear data visualizations for management
Some Characteristics That Define You

We understand that as a Data Scientist for Spectrum, you have many different professional goals and personal interests. As such here are just a few different things that typically define our team members on the Data Science team:
Analytical. In order to solve problems and build innovative new digital marketing campaigns, it is essential that you know how to take an idea and analyze it from all of its angles.
Patient. As a data scientist, you know that you work with extremely large data sets on a daily basis. As such we are looking for someone who is not only meticulous, but patient enough to sit and sift through that data in a thorough way.
Creative. Beyond just analyzing data sets, you are an explorer and a puzzle solver. Pulling insights out of your data and understanding how those insights can better shape our tools is something that you live to do.
Student. More so than most industries, the field of data science is always changing and evolving. As such, you are always looking to learn new things and gain new skills.
Business-Savvy. Beyond the wicked data science skills you bring to the table, we also want you to consider the business implications of our data tools. From the ways our team will use them to how our customers will use them, we always want you to keep the user and the business application in mind.
Required Skills and Experience

On top of the many intangible skills you bring to the table, there are many skills that can help improve the efficiency and success of your work at Spectrum. Here are a few of those required skills and experience that you will come in with as a Data Scientist on our team:
A bachelor’s degree/pursuing a bachelor's degree in computer science, mathematics, statistics, information systems, or a related field
Experience with statistical modeling
Fundamental knowledge of R and/or SAS languages
Experience with SQL databases and database querying languages
Experience with data mining and data cleaning
Experience with data visualization and reporting techniques
Written and verbal expression
Benefits

As a Data Scientist at Spectrum there are a ton of fantastic perks and benefits that come along with your work. Here are just a few of the benefits you can expect when joining the Spectrum family:
Comprehensive medical & dental insurance
Retirement planning & company matching
Generous PTO, including sick days & holidays
A state-of-the-art office environment
Nintendo Switch in-office gaming such as FIFA, Arms, Mario Kart, and Rocket League
Year-round gym memberships
Paid continuing education
Casual dress code
Flexible scheduling
Free-Lunch-Friday
Company sponsored parties and group activities outside of the office",3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),137,171,154, IL,1,28,0,0,0,0,0,0,0,data scientist,na
Data Scientist,137-171 ,"Job Description


Oversight is a leading provider of cloud-based artificial intelligence solutions automating and analyzing financial payment transactions to identify fraud, non-compliant purchases, and wasteful spending. Oversight analyzes over $2 trillion in expenditures annually at Fortune 5000 companies and government agencies worldwide.

In this position as a Data Scientist, you will be working with a team of skilled and motivated data scientists and machine learning engineers designing and building AI solutions to expand our product line.

Responsibilities


Our team is at the fore front of building, operating and supporting business systems with machine learning at their core.

As a Data Scientist you will be incorporating machine learning into our products in order to transform how companies find and manage spend risk throughout their organization. You will collaborate with cross functional teams on complex data science problems and be responsible for solution design, data preparation, model building, and model management.

Ultimately, we’re looking for people who are excited by machine learning, data and technology, love to solve problems, constantly challenge themselves to provide the best user experience, can work well alone, have a wide range of skills and are able and willing to constantly learn.

Skills


Technical Skills/Requirements
3+ years real world experience in a data science or equivalent role
Extensive experience designing and maintaining a machine Learning pipeline – ETL, feature engineering, modeling, predicting, explaining, deploying and ongoing diagnostics
Excellent pattern recognition and predictive modeling skills
Experience communicating complex models and designing
Strong experience with data processing and data analytics
Experience analyzing a wide variety of structured and unstructured data
Strong communication and data presentation skills
Experience in both R&D and commercial software product development environment is a plus
Technologies
Expertise in python, scikit-learn, and pandas
Experience with Deep learning frameworks (FastAI , Keras, PyTorch etc.) preferred
SQL
Linux

Interested and qualified candidates should submit a resume with salary requirements to recruiter@oversightsystems.com.

About Oversight

The world’s largest companies and government agencies trust Oversight to identify enterprise spend risk no matter where it resides in their organization. Oversight’s AI-powered platform drives financial transformation by reducing audit effort and eliminating data silos to monitor and analyze 100% of spend transactions with unparalleled accuracy. With full visibility into spend, Oversight customers find and prioritize employee-initiated and third-party spend risk that would otherwise go undetected by in-house processes. By identifying process breakdowns and making corrections early, Oversight helps optimize budgets, reduce out-of-policy spending by 70% while maximizing audit efficiency and eliminating cash leakage.

Oversight is an equal opportunity employer.

Job Applicant Privacy Notice",4.7,Oversight Systems,"Atlanta, GA","Atlanta, GA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),137,171,154, GA,1,17,1,1,0,0,0,0,0,data scientist,na
Data Scientist - Risk,137-171 ,"Job Title: Data Scientist (Risk)

Location: Orlando, Florida

Manager: Head of Data Science

About LSQ

LSQ is a technology-driven provider of accounts receivable financing to companies who need working capital but may not be able to obtain sufficient financing from their bank. Our focus is to help businesses release the liquidity tied up in their accounts receivable. With financing from LSQ, a business can purchase more inventory, fill more orders, and take advantage of new growth opportunities. Our technology and data driven approach to providing working capital, along with our accounts receivable management services, allows our clients to driving business success.

Job Overview

LSQ is searching for a Data Scientist (Risk) to join our growing team of analytics experts. The hire will be responsible for building data driven tools to automate and scale risk decisions decision points include, fraud detection, commercial credit analysis, and invoice payment behavior. The ideal candidate is an experienced researcher and data wrangler who enjoys applying complex theories to solve real world business problems. The Data Scientist will need to collaborate effectively with both technical (engineers, data experts) and non-technical (business users) colleagues to bring the data to life.

Responsibilities of Data Scientist (Risk)
We have 20+ years of real-world commercial data weve observed businesses and their interactions with other businesses across market cycles, industries, and catastrophic events. Build risk tools that optimize for velocity and scale.
Build risk tools that optimize science & art you will work with risk experts who have been in the trenches (and learned from losses). Augment human decisions with machine.
Lay the foundation for scale. A data science framework for optimal data acquisition, model training and deployment. Dont take short-cuts. Bring quantitative and statistical rigor to your body of work.
Lead by example. You are joining a data team at ground-level. Building and inserting a data team, into a 20+ year old company (organism) will be hard, but rewarding.
Qualifications for Risk Data Scientist
Curiosity, Grit, and Humility
5+ years of experience of hands-on data science role
Previous experience of building commercial finance risk tools should be beneficial, but not required
Bachelor or Masters degree in Data Science, Operations Research, Computer Science, Industrial Engineering, Statistics, or another quantitative field
A toolkit of modern data science techniques
Experience with any data science tools/packages: Python, R, SAS, XGBoost, TensorFlow, NLTK
Experience with any big data tools: Hadoop, Spark, Kafka, Data Bricks
Experience with any reporting tools: Tableau Server, Power BI, SSRS, Excel
Experience with any AWS cloud services: EC2, EMR, RDS, Redshift, Aurora, S3
Experience with any Stream-processing systems: Storm, Spark-Streaming
Position Type and Expected Hours of Work:

This is a full-time position. Days and hours of work are Monday through Friday, 8:00 a.m. to 5 p.m. Occasional evening and weekend work may be required as job duties demand.

Physical Demands:

While performing the duties of this job, the employee is regularly required to sit and use hands to finger, handle, or feel. The employee is frequently required to reach with hands and arms and talk or hear. The employee is occasionally required to stand; walk and stoop, kneel, crouch.

Travel:

There will be minimal travel required for this position.

LSQ is an Equal Opportunity Employer that does not discriminate on the basis of actual or perceived, race, religion, color, sex (including pregnancy and gender identity), sexual orientation, parental status, national origin, age, disability, family medical history or genetic information, political affiliation, military service, any other non-merit based factor or any other characteristic protected by applicable federal, state or local laws. Our leadership team is dedicated to this policy with respect to recruitment, hiring, placement, promotion, transfer, training, compensation, benefits, employee activities and general treatment during employment. If youd like more information about your EEO rights as an applicant under the law, please click here http://www1.eeoc.gov/employers/poster.cfm",4.2,LSQ,"Orlando, FL","Orlando, FL",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),137,171,154, FL,1,24,1,1,1,1,1,1,1,data scientist,na
Data Scientist-Human Resources,137-171 ,"Lexington, MA, US

#job-location.job-location-inline {
display: inline;
}

Company:
MIT Lincoln Laboratory
Job Summary
Responsible for the collection, synthesis, and analysis of employee data to meet organizational objectives. Gains insight into key Human Resources related business opportunities and deliverables by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining. Uses advanced mathematical, statistical, querying, and reporting methods to develop solutions. Develops information tools, algorithms, dashboards, and queries to monitor and improve business performance.

Successful candidates will have demonstrated:
Strong interpersonal, team building, communication and presentation skills to effectively communicate and collaborate with all levels of the organization.
An ability to maintain strict confidentiality as well as business and professional ethics.
Strong organizational skills, attention to detail and ability to handle multiple tasks.
Flexibility and ability to work effectively and meet deadlines in a dynamic, fast-paced environment.
Ability to perform successfully in a data driven, service-oriented environment and to interpret rules and guidelines flexibly to enhance the business values and the diverse culture.
Requirements
BS required, MS preferred in related disciplines such as Computer Science, Statistics, and/or Mathematics with 5-8 years of relevant experience.
Experience working with sensitive data, predictive analytics and behavioral science based information preferred.
Must have demonstrated experience with some or all of the following: Data and Quantitative Analysis / Decision Analytics / Predictive Modeling / Data-Driven Personalization / KPI Dashboards and BPI Plans / Big Data Queries and Interpretation / Data Mining and Visualization Tools / Machine Learning Algorithms / Business Intelligence (BI) / Research, Reports and Forecasts.
In addition, must have experience with some or all of the following: Data and Computer Science proficiency: SPSS, SAS, R, Rstats, Python, Apache Spark, Microsoft PowerBI, Matlab, HIVE, Pig, data warehouse (DW, DWH), Hadoop, Google Analytics, data mart projects, data management, machine learning, predictive analytics, prescriptive analytics, streaming analytics, SQL, Business Objects (Crystal Reports, Dashboards, WEBI), SAP BW, SAP HANA, SAP Lumera, and many and/or other products is a plus.

For Benefits Information, click http://hrweb.mit.edu/benefits

Selected candidate will be subject to a pre-employment background investigation and must be able to obtain and maintain a Secret level DoD security clearance.

MIT Lincoln Laboratory is an Equal Employment Opportunity (EEO) employer. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, veteran status, disability status, or genetic information; U.S. citizenship is required.

Requisition ID: 28943

Nearest Major Market: Boston
Job Segment:
Database, Scientific, Scientist, ERP, Developer, Engineering, Technology, Science",3.8,MIT Lincoln Laboratory,"Lexington, MA","Lexington, MA",1001 to 5000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,137,171,154, MA,1,69,1,0,1,1,0,0,1,data scientist,na
Data Scientist,137-171 ,"Kingfisher Systems, Inc. specializes in providing a full range of Information Technology, Cybersecurity, Intelligence, and support services to the U.S. Government. Kingfisher Systems core competency is technology-enabled services, with a specific focus on national security. Since 2005, Kingfisher has established itself as a recognized and trusted mission partner whose mission is safeguarding sensitive information, operations, and programs for our Federal customers and warfighters.

Responsibilities:

Kingfisher Systems, Inc. is seeking a Data Scientist to implement effective and innovative solutions meshing disparate data types to discover insights and trends in human capital information. Perform work on a data science team to advance HCA across the IC. Centralize IC data collection and synthesis, including survey data, enabling strategic and predictive analytics to guide business decisions. Develop or utilize complex programmatic and quantitative methods to find patterns and relationships in data sets; lead statistical modeling, or other data-driven problem-solving analysis to address novel or abstract business operation questions; and incorporate insights and findings into a range of products.

Create detailed write-ups of processes used, logic applied, and methodologies used for creation, validation, analysis, and visualizations. Write ups shall occur initially, within a week of when process is created, and updated in writing when changes occur.

Adapt freeware solutions such as R, and modular solutions for maximum flexibility. Provide an advanced capability for data analysis of human capital information from disparate data types, promoting visualization and storytelling to discover insights that help guide business decisions. Be forward leaning, exploring HCA solutions that benefit IC elements individually and collectively. Let the data tell the story including what is inconsistent or contradictory and automate data cleansing. Integrate data solutions and collection with IC Information Technology Enterprise to enhance connectivity with

Identify and customize, if necessary, Commercial Off The Shelf (COTS) Information Technology (IT) tools for administration and data collection, or to leverage, support, and integrate the process with tools built for the IC and/or its component elements. Any tools developed shall be web-based and web-enabled, designed to maximize feedback effectiveness while protecting employee assessment information, and include both structured interview and web-based tools for gathering feedback.

Assist in the development and maintenance of financial procedural guidance, templates and data formats, for identifying IC-wide workforce numbers, to include government, military, and contractor support. Review, assess data, identify data deficiencies and recommend solutions for remediation. Support quantitative and analytic efforts for workforce planning, development of financial procedural guidance data formats related to the Congressional Budget Justification Book (CBJB) planning displays, and analytic support for budget management and planning. Assist with ad hoc data requests from Congress, IC elements or as required by the client.

Coordinate and facilitate community of practice and working group meetings, to include meeting logistics, agenda development and presenter coordination, day-of execution and facilitation, documentation and distribution of meeting minutes and presentations. Present or coordinate presentations on relevant topics as directed by the client.

Required Skills:

Data analysis and modeling on an independent (i.e., without significant guidance or direction) basis.

Demonstrated experience in developing and applying quantitative methods to find patterns and relationships in large human capital data sets (such as the Human Capital Data Call, Foreign Language Data Call, FAIR act data, etc.) using statistical and graphical packages.

Applied knowledge in the mathematical sciences such as probability, statistics, predictive modeling, computational social sciences; computer programming such as but not limited to Python, R, SAS, SPSS; and COTS data visualization packages such as but not limited to Tableau. Experience with Oracle Database and Procedural language/Structured Query Language (PUSQL).

Preferred Experience:

C#.NET, ASP.NET Model View Controller (MVC), jQuery, and Cascading Style Sheets (CSS), etc.

Structuring data, natural language processing, database technologies, and machine learning algorithms.

Ability to translate complex, technical, or analytic findings into an easily understood narrative- tell a story with the data in graphical, verbal, or written form.

Demonstrated professional experience in developing quantitative financial analysis related to budget formulation and execution. Experience in development of financial procedural guidance data formats related to CBJB workforce displays and analytic support, resource management and planning.

Demonstrated experience in human resource management supporting the federal government.

Demonstrated experience in the use of programming, design, development, and implementation of on-line and automated survey instruments.

Years of Experience: 10 years of relevant experience in a related field (International Relations, computer science, mathematics, statistics, political science etc.).

Degree Requirement: Bachelor's or advanced degree in social sciences or related fields Related fields may include statistics, mathematics, computer science, physical science, economics, or engineering.

Minimum Clearance Requirement: Minimum Top Secret clearance with SCI Eligibility. Applicants selected will be subject to an additional security investigation and thus may have additional eligibility requirements to meet.

Kingfisher Systems, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, among other things, or status as a qualified individual with a disability.",4.5,Kingfisher Systems,"McLean, VA","Falls Church, VA",51 to 200 employees,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),137,171,154, VA,0,15,1,0,0,0,0,1,0,data scientist,na
