,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
500,30294,Female,Loyal Customer,24,Business travel,Business,1476,4,4,4,4,5,5,5,5,2,3,4,4,5,5,0,8.0,satisfied
501,99081,Male,Loyal Customer,43,Business travel,Business,3677,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,0.0,satisfied
502,12094,Male,Loyal Customer,7,Personal Travel,Business,1034,2,4,2,2,2,4,4,5,5,2,3,4,2,4,143,121.0,neutral or dissatisfied
503,11849,Female,Loyal Customer,65,Personal Travel,Business,1042,4,5,4,4,3,5,4,4,4,4,2,5,4,5,48,30.0,neutral or dissatisfied
504,2671,Female,Loyal Customer,8,Personal Travel,Eco,597,4,4,4,2,2,4,2,2,5,4,5,4,4,2,0,6.0,neutral or dissatisfied
505,55140,Male,Loyal Customer,50,Personal Travel,Eco,1635,1,5,1,3,4,1,4,4,3,5,5,3,4,4,0,4.0,neutral or dissatisfied
506,75362,Male,Loyal Customer,26,Personal Travel,Eco Plus,2556,3,2,3,3,3,4,4,4,1,2,4,4,4,4,0,33.0,neutral or dissatisfied
507,5763,Female,Loyal Customer,24,Personal Travel,Eco,859,3,5,3,5,2,3,2,2,3,5,4,3,4,2,37,52.0,neutral or dissatisfied
508,12659,Female,Loyal Customer,55,Personal Travel,Eco,1236,1,4,1,3,3,3,4,5,5,1,5,5,5,5,0,9.0,neutral or dissatisfied
509,21207,Female,disloyal Customer,21,Business travel,Eco,192,3,3,3,4,1,3,1,1,4,2,3,1,3,1,0,0.0,neutral or dissatisfied
510,45421,Female,Loyal Customer,57,Business travel,Eco,649,4,4,4,4,4,1,3,4,4,4,4,5,4,3,27,17.0,satisfied
511,51952,Male,Loyal Customer,22,Business travel,Business,936,2,5,2,2,4,4,4,4,5,1,1,4,2,4,0,7.0,satisfied
512,80873,Female,Loyal Customer,49,Personal Travel,Eco,484,3,4,3,3,3,5,4,4,4,3,4,5,4,3,0,0.0,neutral or dissatisfied
513,119054,Female,Loyal Customer,31,Personal Travel,Eco,2279,1,5,1,2,3,1,3,3,5,3,5,3,5,3,0,0.0,neutral or dissatisfied
514,128651,Male,disloyal Customer,21,Business travel,Eco,1444,5,4,4,1,5,1,1,4,4,5,4,1,3,1,1,2.0,satisfied
515,65790,Female,disloyal Customer,38,Business travel,Business,1389,5,5,5,1,2,5,2,2,4,5,5,3,4,2,3,0.0,satisfied
516,71834,Female,Loyal Customer,42,Business travel,Business,1846,1,2,2,2,5,2,3,1,1,1,1,2,1,4,0,0.0,neutral or dissatisfied
517,94138,Male,Loyal Customer,55,Business travel,Business,1884,4,4,1,4,3,4,5,4,4,4,5,4,4,5,4,2.0,satisfied
518,5255,Male,disloyal Customer,26,Business travel,Business,285,1,2,1,2,3,1,3,3,4,2,3,1,2,3,0,3.0,neutral or dissatisfied
519,115771,Male,Loyal Customer,43,Business travel,Business,2256,1,1,1,1,5,4,4,1,1,1,1,1,1,2,19,6.0,neutral or dissatisfied
520,73967,Male,Loyal Customer,12,Personal Travel,Eco,2342,3,1,3,4,4,3,3,4,2,3,4,3,3,4,31,22.0,neutral or dissatisfied
521,32801,Female,Loyal Customer,32,Business travel,Eco,163,2,4,4,4,2,2,2,2,3,2,4,2,3,2,0,0.0,neutral or dissatisfied
522,36503,Female,Loyal Customer,46,Business travel,Business,2502,2,2,2,2,3,1,3,4,4,4,4,3,4,5,5,0.0,satisfied
523,63315,Male,Loyal Customer,19,Business travel,Eco,337,4,2,2,2,4,4,3,4,4,4,3,4,3,4,12,17.0,neutral or dissatisfied
524,51581,Female,Loyal Customer,38,Business travel,Business,261,2,2,5,2,4,5,3,4,4,4,4,3,4,3,0,0.0,satisfied
525,77979,Female,Loyal Customer,52,Business travel,Business,332,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,0.0,satisfied
526,117451,Male,disloyal Customer,47,Business travel,Eco,707,1,1,1,4,3,1,3,3,1,1,3,1,3,3,16,9.0,neutral or dissatisfied
527,58912,Male,Loyal Customer,19,Personal Travel,Eco,888,2,4,2,3,1,2,1,1,4,4,4,5,4,1,1,0.0,neutral or dissatisfied
528,11244,Female,Loyal Customer,43,Personal Travel,Eco,301,3,4,3,3,5,4,5,4,4,3,2,4,4,5,0,0.0,neutral or dissatisfied
529,122058,Female,Loyal Customer,23,Business travel,Eco,130,2,1,1,1,2,2,2,2,3,1,3,1,3,2,8,26.0,neutral or dissatisfied
530,6133,Male,Loyal Customer,45,Business travel,Business,3052,1,1,5,1,3,5,4,3,3,3,3,5,3,3,0,0.0,satisfied
531,63668,Female,Loyal Customer,58,Personal Travel,Eco,2405,5,2,5,4,2,3,4,3,3,5,3,2,3,2,10,0.0,satisfied
532,73903,Male,disloyal Customer,25,Business travel,Eco,2585,3,3,3,4,3,3,3,3,2,5,4,3,4,3,0,0.0,neutral or dissatisfied
533,104087,Female,Loyal Customer,68,Personal Travel,Eco,666,4,3,4,2,1,5,2,1,1,4,1,5,1,5,2,0.0,neutral or dissatisfied
534,9170,Female,Loyal Customer,64,Business travel,Business,3239,3,5,3,3,3,5,4,4,4,5,4,3,4,3,0,0.0,satisfied
535,105685,Male,Loyal Customer,57,Business travel,Business,2718,2,2,2,2,3,5,5,5,5,5,5,4,5,4,2,0.0,satisfied
536,115282,Female,Loyal Customer,43,Business travel,Business,362,4,4,4,4,4,4,3,4,4,3,4,3,4,3,47,45.0,neutral or dissatisfied
537,16311,Male,Loyal Customer,28,Business travel,Business,3545,2,2,2,2,5,4,5,5,2,1,5,3,5,5,45,51.0,satisfied
538,77671,Male,disloyal Customer,30,Business travel,Eco,813,3,2,2,3,3,2,3,3,4,1,4,3,3,3,105,105.0,neutral or dissatisfied
539,19381,Male,Loyal Customer,23,Business travel,Business,1698,2,2,2,2,5,5,5,5,3,2,1,4,3,5,101,126.0,satisfied
540,94026,Male,disloyal Customer,37,Business travel,Business,148,4,4,4,2,4,4,3,4,3,4,5,4,5,4,1,0.0,satisfied
541,122163,Male,Loyal Customer,54,Business travel,Business,544,2,2,2,2,5,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
542,7179,Female,Loyal Customer,40,Business travel,Business,3011,5,5,5,5,4,5,5,5,5,4,5,5,5,4,9,56.0,satisfied
543,20625,Male,Loyal Customer,47,Business travel,Eco,783,5,2,2,2,5,5,5,5,4,1,1,4,5,5,0,0.0,satisfied
544,124273,Female,disloyal Customer,24,Business travel,Business,255,5,0,5,1,3,5,4,3,5,3,4,4,5,3,0,0.0,satisfied
545,1600,Female,Loyal Customer,25,Personal Travel,Eco,140,3,3,3,4,4,3,4,4,4,2,3,1,4,4,27,31.0,neutral or dissatisfied
546,23359,Female,Loyal Customer,40,Business travel,Eco Plus,809,4,2,4,2,4,4,4,4,4,3,2,4,4,4,118,100.0,satisfied
547,80613,Female,Loyal Customer,38,Business travel,Business,2472,5,5,3,5,3,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
548,45303,Female,Loyal Customer,45,Business travel,Eco,175,3,1,1,1,1,1,5,3,3,3,3,3,3,1,0,0.0,satisfied
549,21580,Female,Loyal Customer,29,Personal Travel,Eco Plus,331,2,5,2,2,3,2,3,3,5,3,5,3,5,3,0,0.0,neutral or dissatisfied
550,65318,Female,Loyal Customer,42,Business travel,Business,2243,5,5,4,5,4,5,4,2,2,2,2,3,2,5,18,18.0,satisfied
551,52768,Female,disloyal Customer,42,Business travel,Eco,1874,3,3,3,3,3,3,3,3,5,3,3,2,3,3,0,5.0,neutral or dissatisfied
552,49507,Male,disloyal Customer,27,Business travel,Eco,326,3,3,3,2,5,3,5,5,1,1,1,4,5,5,5,0.0,neutral or dissatisfied
553,121964,Male,disloyal Customer,38,Business travel,Business,130,4,4,4,4,1,4,1,1,4,3,4,3,5,1,15,8.0,neutral or dissatisfied
554,63942,Female,Loyal Customer,64,Personal Travel,Eco,1158,1,4,0,1,4,5,5,4,4,0,4,4,4,3,0,0.0,neutral or dissatisfied
555,81471,Male,Loyal Customer,46,Business travel,Business,2074,4,4,4,4,3,3,2,4,4,3,4,4,4,3,27,45.0,neutral or dissatisfied
556,54997,Male,Loyal Customer,46,Business travel,Business,1635,3,3,3,3,5,3,4,2,2,2,2,3,2,5,26,27.0,satisfied
557,59017,Female,Loyal Customer,53,Business travel,Business,1744,3,3,3,3,4,3,5,2,2,2,2,4,2,4,0,4.0,satisfied
558,112287,Male,Loyal Customer,48,Personal Travel,Eco,1703,4,4,4,1,4,4,4,4,5,2,1,4,5,4,45,40.0,neutral or dissatisfied
559,97003,Female,Loyal Customer,9,Personal Travel,Eco,883,4,5,3,1,1,3,1,1,4,4,3,3,1,1,28,19.0,neutral or dissatisfied
560,102913,Male,Loyal Customer,39,Business travel,Business,1979,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
561,21546,Male,Loyal Customer,16,Personal Travel,Eco,306,2,4,2,1,5,2,5,5,3,2,5,5,4,5,76,73.0,neutral or dissatisfied
562,121044,Male,Loyal Customer,29,Personal Travel,Eco,992,2,4,2,3,5,2,5,5,4,3,5,4,4,5,0,10.0,neutral or dissatisfied
563,126814,Female,Loyal Customer,41,Business travel,Business,2077,2,2,2,2,5,3,5,5,5,5,5,3,5,3,0,0.0,satisfied
564,1936,Male,Loyal Customer,51,Business travel,Business,3304,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
565,17630,Female,Loyal Customer,42,Business travel,Business,2274,2,2,2,2,3,2,2,5,5,5,5,3,5,3,0,0.0,satisfied
566,82979,Male,Loyal Customer,51,Business travel,Business,1084,5,5,5,5,3,5,4,4,4,4,4,5,4,4,0,0.0,satisfied
567,9557,Female,Loyal Customer,50,Business travel,Business,2335,5,5,5,5,4,5,5,4,4,5,4,5,4,3,0,0.0,satisfied
568,76350,Male,Loyal Customer,48,Business travel,Business,1851,1,2,1,1,2,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
569,94609,Male,Loyal Customer,50,Business travel,Business,3960,4,4,4,4,3,5,4,5,5,5,4,4,5,5,0,1.0,satisfied
570,86573,Male,disloyal Customer,20,Business travel,Eco,1269,2,2,2,4,3,2,3,3,3,3,3,3,4,3,0,0.0,neutral or dissatisfied
571,38421,Female,disloyal Customer,36,Business travel,Eco,965,3,3,3,3,3,3,3,3,4,3,1,5,4,3,4,11.0,neutral or dissatisfied
572,12479,Male,disloyal Customer,10,Personal Travel,Eco,192,2,5,2,2,2,2,5,2,3,2,4,5,4,2,3,4.0,neutral or dissatisfied
573,108382,Male,Loyal Customer,64,Personal Travel,Eco,1728,4,1,4,3,1,4,1,1,3,1,3,2,4,1,18,24.0,neutral or dissatisfied
574,99249,Male,Loyal Customer,58,Personal Travel,Eco,541,2,2,2,3,1,2,1,1,4,4,4,3,4,1,4,0.0,neutral or dissatisfied
575,128013,Female,Loyal Customer,55,Business travel,Business,1440,2,2,2,2,5,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
576,3468,Female,Loyal Customer,64,Personal Travel,Eco Plus,213,2,0,2,1,5,5,5,5,5,2,5,5,5,5,0,6.0,neutral or dissatisfied
577,71012,Male,Loyal Customer,52,Business travel,Business,3496,5,5,5,5,3,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
578,116293,Male,Loyal Customer,10,Personal Travel,Eco,325,3,4,3,4,1,3,1,1,3,1,4,3,2,1,13,5.0,neutral or dissatisfied
579,103164,Male,disloyal Customer,7,Business travel,Eco,491,4,2,4,4,5,4,5,5,4,2,3,3,4,5,22,11.0,neutral or dissatisfied
580,29908,Female,Loyal Customer,43,Business travel,Business,253,5,5,5,5,5,2,1,5,5,5,5,3,5,5,0,0.0,satisfied
581,37280,Female,Loyal Customer,42,Business travel,Eco,1010,5,4,4,4,1,2,3,5,5,5,5,1,5,2,0,0.0,satisfied
582,90266,Female,Loyal Customer,16,Business travel,Business,2899,5,5,5,5,4,4,4,3,5,5,5,4,3,4,220,212.0,satisfied
583,63145,Male,Loyal Customer,51,Business travel,Business,2093,1,1,1,1,3,4,4,4,4,5,4,5,4,3,0,0.0,satisfied
584,113897,Male,Loyal Customer,35,Business travel,Business,2295,1,5,1,5,1,1,2,1,1,1,1,1,1,2,18,14.0,neutral or dissatisfied
585,80519,Male,Loyal Customer,47,Personal Travel,Eco,1749,3,5,3,2,5,3,5,5,3,1,5,1,5,5,0,3.0,neutral or dissatisfied
586,107210,Female,disloyal Customer,35,Business travel,Business,668,2,2,2,2,5,2,5,5,4,5,5,4,4,5,0,0.0,neutral or dissatisfied
587,48034,Female,Loyal Customer,13,Business travel,Eco Plus,1384,4,5,5,5,4,1,4,3,1,4,3,4,2,4,141,126.0,neutral or dissatisfied
588,49907,Male,Loyal Customer,24,Business travel,Eco,326,0,3,0,4,3,0,3,3,5,2,3,3,4,3,1,0.0,satisfied
589,15360,Male,Loyal Customer,34,Business travel,Business,2627,1,1,1,1,3,4,1,5,5,5,5,5,5,4,0,0.0,satisfied
590,107856,Male,Loyal Customer,51,Business travel,Business,1644,2,2,2,2,4,5,5,5,5,5,5,4,5,5,9,0.0,satisfied
591,96716,Male,disloyal Customer,39,Business travel,Eco,813,1,1,1,4,2,1,2,2,2,3,3,3,3,2,0,0.0,neutral or dissatisfied
592,57625,Female,disloyal Customer,35,Business travel,Business,200,2,1,1,3,2,1,2,2,5,3,5,4,4,2,0,8.0,neutral or dissatisfied
593,87442,Female,Loyal Customer,48,Business travel,Business,304,2,2,4,2,4,5,4,5,5,5,5,4,5,3,33,27.0,satisfied
594,115872,Male,Loyal Customer,44,Business travel,Eco,373,5,1,1,1,5,5,5,5,2,1,2,5,5,5,0,0.0,satisfied
595,37667,Female,Loyal Customer,66,Personal Travel,Eco,1097,4,3,4,3,4,4,5,3,3,4,3,5,3,2,0,0.0,neutral or dissatisfied
596,102881,Male,Loyal Customer,26,Personal Travel,Eco,472,3,5,3,4,3,3,3,3,4,1,3,5,3,3,18,18.0,neutral or dissatisfied
597,107099,Female,Loyal Customer,65,Personal Travel,Eco,745,3,5,4,4,1,2,5,3,3,4,1,4,3,5,0,0.0,neutral or dissatisfied
598,55791,Female,disloyal Customer,20,Business travel,Eco,1394,2,1,1,4,2,4,4,3,5,2,4,4,2,4,0,3.0,neutral or dissatisfied
599,4388,Male,Loyal Customer,30,Personal Travel,Eco,607,3,5,3,1,3,3,3,3,3,4,4,3,5,3,55,88.0,neutral or dissatisfied
600,44731,Male,Loyal Customer,40,Business travel,Eco Plus,67,4,4,5,5,4,4,4,4,2,1,1,4,4,4,0,4.0,satisfied
601,102620,Male,Loyal Customer,45,Personal Travel,Eco,1294,3,5,3,5,2,3,2,2,3,3,4,3,4,2,11,4.0,neutral or dissatisfied
602,53749,Male,Loyal Customer,58,Personal Travel,Eco Plus,1208,3,3,4,4,2,4,2,2,2,1,4,4,4,2,0,0.0,neutral or dissatisfied
603,126263,Male,disloyal Customer,37,Business travel,Eco,107,2,2,2,3,2,1,4,3,3,3,4,4,2,4,232,241.0,neutral or dissatisfied
604,18176,Female,disloyal Customer,37,Business travel,Business,235,4,4,4,3,4,4,4,4,5,3,5,4,4,4,0,30.0,neutral or dissatisfied
605,121318,Male,Loyal Customer,25,Personal Travel,Eco,1009,0,5,0,4,5,0,5,5,5,3,5,3,4,5,0,0.0,satisfied
606,120225,Female,disloyal Customer,26,Business travel,Eco,1303,2,2,2,4,3,2,3,3,2,2,3,2,3,3,0,0.0,neutral or dissatisfied
607,60742,Female,Loyal Customer,27,Business travel,Business,628,2,2,2,2,4,4,4,4,5,3,4,5,5,4,46,51.0,satisfied
608,82016,Male,Loyal Customer,52,Personal Travel,Eco,1517,4,5,4,4,3,4,3,3,4,2,5,5,4,3,0,0.0,satisfied
609,58490,Male,Loyal Customer,26,Business travel,Business,2836,5,5,5,5,5,5,5,5,3,4,4,3,5,5,0,0.0,satisfied
610,100263,Male,Loyal Customer,58,Business travel,Business,1034,4,4,4,4,5,5,5,3,5,4,5,5,3,5,170,172.0,satisfied
611,57121,Male,Loyal Customer,50,Business travel,Business,2350,3,1,1,1,4,4,3,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
612,15260,Female,disloyal Customer,11,Business travel,Eco,529,4,3,4,4,4,4,4,4,4,5,4,4,4,4,15,15.0,neutral or dissatisfied
613,97911,Male,disloyal Customer,25,Business travel,Business,483,0,4,0,4,5,0,5,5,4,4,5,5,5,5,0,0.0,satisfied
614,115837,Male,disloyal Customer,22,Business travel,Eco,480,3,0,3,2,3,3,3,3,1,3,4,1,5,3,17,4.0,neutral or dissatisfied
615,28457,Male,Loyal Customer,43,Personal Travel,Eco,2588,0,5,0,1,0,5,5,3,4,5,5,5,5,5,0,0.0,satisfied
616,104313,Female,Loyal Customer,41,Business travel,Business,3396,3,3,2,3,4,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
617,39072,Female,disloyal Customer,40,Business travel,Business,384,3,3,3,4,2,3,2,2,1,1,4,3,4,2,0,6.0,neutral or dissatisfied
618,128176,Female,Loyal Customer,20,Business travel,Business,1788,1,2,5,2,1,2,1,1,2,2,3,4,4,1,25,12.0,neutral or dissatisfied
619,112243,Male,Loyal Customer,43,Business travel,Business,1506,3,2,3,3,5,5,5,4,2,5,4,5,5,5,173,175.0,satisfied
620,24065,Female,Loyal Customer,50,Business travel,Eco Plus,427,4,5,5,5,5,4,1,4,4,4,4,4,4,1,38,23.0,satisfied
621,12170,Female,disloyal Customer,24,Business travel,Eco,1042,3,3,3,4,1,3,1,1,3,5,3,2,4,1,0,0.0,neutral or dissatisfied
622,5803,Male,disloyal Customer,32,Business travel,Business,157,3,3,3,3,2,3,2,2,5,2,4,3,4,2,0,0.0,neutral or dissatisfied
623,17005,Male,Loyal Customer,47,Business travel,Business,3349,3,3,5,3,5,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
624,9072,Female,disloyal Customer,28,Business travel,Eco,160,4,2,4,4,1,4,1,1,2,4,3,1,4,1,52,44.0,neutral or dissatisfied
625,56156,Female,Loyal Customer,23,Business travel,Business,1400,1,1,1,1,4,4,4,4,3,4,5,3,5,4,0,6.0,satisfied
626,49879,Male,Loyal Customer,38,Business travel,Business,2027,3,3,3,3,5,1,1,4,4,4,4,2,4,1,124,111.0,satisfied
627,78234,Male,Loyal Customer,53,Business travel,Business,1741,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
628,23979,Male,Loyal Customer,52,Business travel,Business,3092,1,1,1,1,2,4,5,4,4,4,4,5,4,3,7,16.0,satisfied
629,113199,Female,disloyal Customer,20,Business travel,Business,386,5,0,5,3,4,5,2,4,3,5,5,3,5,4,0,0.0,satisfied
630,73887,Female,Loyal Customer,43,Business travel,Business,2585,1,1,1,1,5,5,5,5,4,4,5,5,5,5,0,0.0,satisfied
631,68000,Female,Loyal Customer,40,Business travel,Business,304,0,0,0,3,3,5,5,1,1,1,1,4,1,4,0,0.0,satisfied
632,69413,Male,Loyal Customer,43,Business travel,Business,2835,4,3,4,4,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
633,26761,Male,Loyal Customer,34,Personal Travel,Eco,859,3,5,4,2,4,4,4,4,5,3,4,5,4,4,0,88.0,neutral or dissatisfied
634,64701,Female,Loyal Customer,37,Business travel,Business,3969,1,3,3,3,5,3,3,4,4,4,1,3,4,3,27,61.0,neutral or dissatisfied
635,36377,Female,Loyal Customer,61,Business travel,Business,2402,4,4,4,4,4,4,4,4,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
636,25233,Female,Loyal Customer,29,Personal Travel,Eco,925,0,5,0,2,1,0,1,1,5,1,3,5,1,1,0,3.0,satisfied
637,36416,Female,disloyal Customer,41,Business travel,Business,369,4,4,4,3,3,4,3,3,2,5,5,5,1,3,0,0.0,satisfied
638,71469,Female,Loyal Customer,28,Personal Travel,Eco Plus,867,4,4,4,4,5,4,5,5,4,3,5,4,4,5,30,13.0,neutral or dissatisfied
639,26626,Female,Loyal Customer,58,Business travel,Eco,515,2,3,3,3,1,2,3,2,2,2,2,2,2,2,5,27.0,neutral or dissatisfied
640,72406,Male,Loyal Customer,50,Business travel,Eco,964,1,1,1,1,1,1,1,1,4,2,4,2,4,1,93,99.0,neutral or dissatisfied
641,79582,Male,Loyal Customer,46,Business travel,Business,762,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
642,55969,Female,Loyal Customer,28,Business travel,Business,1620,3,3,3,3,5,5,5,5,5,4,5,4,5,5,0,0.0,satisfied
643,85246,Male,Loyal Customer,61,Personal Travel,Eco,731,5,5,5,2,1,5,1,1,1,2,5,3,5,1,0,0.0,satisfied
644,75174,Female,Loyal Customer,27,Business travel,Eco,1744,3,1,1,1,3,3,3,3,2,2,2,3,3,3,0,0.0,neutral or dissatisfied
645,50505,Female,Loyal Customer,43,Personal Travel,Eco,109,4,3,4,3,2,4,3,3,3,4,5,4,3,2,0,0.0,neutral or dissatisfied
646,57856,Male,Loyal Customer,34,Personal Travel,Eco,2457,2,4,2,4,2,1,2,4,2,4,4,2,5,2,0,0.0,neutral or dissatisfied
647,75346,Male,Loyal Customer,56,Personal Travel,Eco,2615,2,4,2,4,2,3,5,3,3,4,5,5,4,5,0,1.0,neutral or dissatisfied
648,23259,Male,Loyal Customer,69,Personal Travel,Eco,783,3,5,3,4,2,3,2,2,5,3,5,5,4,2,112,111.0,neutral or dissatisfied
649,46011,Male,Loyal Customer,62,Personal Travel,Eco Plus,483,2,0,2,4,1,2,5,1,5,4,5,3,5,1,12,25.0,neutral or dissatisfied
650,53413,Male,Loyal Customer,30,Business travel,Business,2253,5,5,5,5,5,5,5,5,1,3,3,4,1,5,40,42.0,satisfied
651,123560,Male,disloyal Customer,25,Business travel,Eco,1264,5,5,5,3,2,5,2,2,4,3,3,4,4,2,3,0.0,satisfied
652,128777,Male,Loyal Customer,53,Business travel,Business,2248,3,3,3,3,2,5,5,3,3,3,3,4,3,3,0,0.0,satisfied
653,114619,Male,Loyal Customer,46,Business travel,Business,480,2,2,2,2,2,5,4,4,4,4,4,4,4,3,94,76.0,satisfied
654,217,Male,Loyal Customer,48,Personal Travel,Eco,290,2,5,2,1,5,2,5,5,4,3,4,4,4,5,0,0.0,neutral or dissatisfied
655,4110,Female,Loyal Customer,46,Business travel,Business,544,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,6.0,satisfied
656,78446,Female,disloyal Customer,40,Business travel,Business,666,4,4,4,4,2,4,2,2,5,3,4,5,4,2,0,0.0,satisfied
657,7017,Male,Loyal Customer,39,Personal Travel,Eco,299,2,4,2,4,4,2,4,4,2,5,3,1,3,4,0,0.0,neutral or dissatisfied
658,16254,Male,disloyal Customer,22,Business travel,Eco,748,4,4,4,3,3,4,3,3,2,5,3,4,1,3,0,0.0,satisfied
659,45852,Female,Loyal Customer,35,Business travel,Eco Plus,391,5,1,1,1,5,4,5,5,1,1,3,4,3,5,0,0.0,satisfied
660,64004,Female,Loyal Customer,29,Personal Travel,Eco,612,2,4,2,2,4,2,4,4,1,3,5,3,5,4,0,5.0,neutral or dissatisfied
661,78310,Female,Loyal Customer,33,Business travel,Eco Plus,1598,1,5,4,4,1,2,1,1,3,1,3,3,4,1,0,0.0,neutral or dissatisfied
662,127082,Male,disloyal Customer,26,Business travel,Eco,304,2,0,2,4,4,2,2,4,4,3,5,4,1,4,0,6.0,neutral or dissatisfied
663,47006,Female,Loyal Customer,27,Personal Travel,Eco Plus,776,2,1,2,2,4,2,4,4,4,3,2,1,2,4,6,10.0,neutral or dissatisfied
664,43972,Female,disloyal Customer,24,Business travel,Business,411,5,3,5,3,2,5,2,2,5,5,5,4,4,2,0,0.0,satisfied
665,119682,Female,Loyal Customer,16,Personal Travel,Business,1325,5,4,5,3,5,4,4,5,5,4,5,4,4,4,243,226.0,satisfied
666,3616,Male,Loyal Customer,47,Business travel,Business,427,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
667,40304,Female,Loyal Customer,45,Personal Travel,Eco,531,1,3,1,3,3,4,2,2,2,1,2,1,2,4,0,0.0,neutral or dissatisfied
668,120760,Female,Loyal Customer,39,Business travel,Business,1582,3,3,2,3,2,5,4,2,2,2,2,3,2,4,0,0.0,satisfied
669,8115,Male,Loyal Customer,35,Business travel,Business,2392,2,3,5,3,5,3,3,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied
670,36058,Female,Loyal Customer,23,Business travel,Eco,399,4,2,2,2,4,4,1,4,2,3,1,1,2,4,0,0.0,neutral or dissatisfied
671,58068,Male,Loyal Customer,35,Business travel,Business,589,2,4,1,4,2,3,4,2,2,2,2,1,2,3,44,46.0,neutral or dissatisfied
672,125757,Male,Loyal Customer,50,Business travel,Business,993,2,2,2,2,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
673,94659,Female,Loyal Customer,40,Business travel,Eco,192,2,5,5,5,2,2,2,2,4,2,4,4,4,2,7,0.0,neutral or dissatisfied
674,97953,Male,Loyal Customer,45,Business travel,Business,483,4,4,4,4,4,1,2,4,4,4,4,2,4,2,128,131.0,neutral or dissatisfied
675,78114,Female,Loyal Customer,60,Business travel,Business,1797,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
676,77532,Male,Loyal Customer,11,Personal Travel,Eco,1310,3,4,4,3,5,4,3,5,4,3,4,3,5,5,24,12.0,neutral or dissatisfied
677,80601,Male,disloyal Customer,38,Business travel,Business,762,4,3,3,2,4,3,4,4,5,2,5,5,4,4,0,4.0,satisfied
678,62020,Female,disloyal Customer,26,Business travel,Business,2475,3,3,3,1,4,3,1,4,3,4,5,4,5,4,0,0.0,neutral or dissatisfied
679,99600,Female,Loyal Customer,17,Personal Travel,Eco,808,3,5,3,5,5,3,5,5,2,4,4,1,4,5,0,0.0,neutral or dissatisfied
680,62446,Male,Loyal Customer,40,Business travel,Business,1723,3,3,3,3,5,4,4,5,5,5,5,3,5,3,2,0.0,satisfied
681,29914,Female,Loyal Customer,60,Business travel,Eco,123,5,1,1,1,5,2,2,5,5,5,5,1,5,4,0,0.0,satisfied
682,96450,Female,Loyal Customer,43,Business travel,Business,2825,1,1,1,1,3,4,5,5,5,5,5,5,5,3,16,10.0,satisfied
683,107479,Male,Loyal Customer,50,Business travel,Business,3610,4,4,4,4,5,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
684,115588,Male,Loyal Customer,46,Business travel,Eco,337,2,3,3,3,2,2,2,2,1,2,4,1,3,2,0,6.0,neutral or dissatisfied
685,112892,Male,Loyal Customer,29,Business travel,Business,1642,1,5,5,5,1,1,1,1,2,1,3,1,3,1,24,14.0,neutral or dissatisfied
686,96804,Male,disloyal Customer,23,Business travel,Business,1041,4,4,4,1,2,4,2,2,4,5,5,4,5,2,15,1.0,satisfied
687,98887,Male,Loyal Customer,17,Personal Travel,Eco,991,2,3,3,4,5,3,5,5,3,5,3,2,3,5,0,0.0,neutral or dissatisfied
688,58394,Male,disloyal Customer,65,Business travel,Business,473,5,5,5,3,1,5,1,1,4,5,4,5,4,1,11,33.0,satisfied
689,17658,Male,disloyal Customer,47,Business travel,Eco,608,4,1,3,3,1,3,4,1,4,1,3,2,3,1,83,45.0,neutral or dissatisfied
690,51563,Male,Loyal Customer,34,Business travel,Eco,455,4,1,1,1,4,4,4,4,3,3,1,2,3,4,0,0.0,satisfied
691,114287,Male,Loyal Customer,64,Personal Travel,Eco,862,3,5,2,3,4,2,4,4,3,5,5,4,5,4,25,21.0,neutral or dissatisfied
