id,era,data_type,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,target
68921,era97,validation,0.56599,0.34072,0.66958,0.31183,0.32471,0.34387,0.69184,0.40553,0.48159,0.36820,0.32257,0.32687,0.39253,0.70684,0.56261,0.37645,0.60865,0.68197,0.65607,0.57781,0.64695,1
131719,era97,validation,0.43545,0.66909,0.55471,0.53427,0.49660,0.70048,0.43104,0.56502,0.22536,0.71936,0.45769,0.54146,0.43503,0.58051,0.51563,0.42364,0.55458,0.55443,0.41368,0.46533,0.30582,0
25648,era97,validation,0.59071,0.44955,0.55935,0.34856,0.41811,0.32967,0.60819,0.45629,0.50459,0.51961,0.39603,0.40823,0.45946,0.62239,0.43272,0.49182,0.52497,0.60478,0.47858,0.57038,0.57107,0
38073,era97,validation,0.37815,0.50466,0.72737,0.42467,0.32449,0.52664,0.58231,0.54508,0.20409,0.55131,0.31414,0.41575,0.30064,0.74195,0.67844,0.25965,0.69602,0.70499,0.61375,0.50704,0.41331,0
119153,era97,validation,0.67982,0.74585,0.39555,0.63876,0.54028,0.44918,0.61139,0.31827,0.31476,0.62397,0.59971,0.67810,0.61252,0.59803,0.62552,0.59093,0.36800,0.41019,0.58460,0.27971,0.25456,1
20810,era97,validation,0.41235,0.35799,0.82313,0.27530,0.20847,0.56588,0.73829,0.49096,0.25984,0.34889,0.19744,0.22313,0.25173,0.83511,0.69647,0.22900,0.75060,0.80958,0.69749,0.61046,0.63491,1
72378,era97,validation,0.62219,0.73165,0.37863,0.65751,0.61870,0.63633,0.42313,0.40908,0.36727,0.69093,0.61900,0.67169,0.61648,0.46429,0.45788,0.59981,0.37591,0.38642,0.42299,0.35399,0.26897,1
36515,era97,validation,0.46101,0.44297,0.67330,0.39094,0.36039,0.41015,0.58227,0.50183,0.34577,0.51675,0.34581,0.41455,0.35693,0.68775,0.59112,0.32471,0.64082,0.66930,0.59734,0.53433,0.48860,1
99876,era97,validation,0.80591,0.85845,0.24201,0.76087,0.67440,0.60391,0.56759,0.21672,0.33596,0.64161,0.74678,0.78795,0.76794,0.48582,0.58381,0.73001,0.21749,0.25725,0.56540,0.18475,0.19324,0
89894,era97,validation,0.38410,0.45417,0.67680,0.35521,0.40196,0.57987,0.45367,0.62615,0.33444,0.61156,0.32534,0.37459,0.32973,0.61493,0.44504,0.32865,0.66673,0.68481,0.41563,0.63031,0.50855,0
145018,era97,validation,0.47686,0.55324,0.58921,0.50468,0.43832,0.47392,0.49564,0.50419,0.33506,0.59820,0.42886,0.51244,0.42118,0.60721,0.53715,0.40324,0.57316,0.58359,0.50084,0.47160,0.38095,0
46061,era97,validation,0.52080,0.29342,0.69229,0.36423,0.31907,0.24789,0.59591,0.44065,0.55472,0.35784,0.31840,0.34832,0.36538,0.64904,0.49879,0.35564,0.64251,0.68616,0.59554,0.58697,0.62754,0
111375,era97,validation,0.37422,0.30829,0.79982,0.26454,0.28460,0.55783,0.57704,0.57162,0.34618,0.43174,0.22386,0.24825,0.25417,0.72050,0.55793,0.21983,0.75627,0.78701,0.59291,0.67364,0.64314,1
50727,era97,validation,0.55473,0.66051,0.42102,0.62096,0.61711,0.63024,0.33022,0.48912,0.41519,0.71130,0.58193,0.63540,0.56656,0.42081,0.37276,0.55286,0.43194,0.42442,0.35014,0.43042,0.30765,1
151186,era97,validation,0.46401,0.62078,0.55969,0.54918,0.48442,0.60108,0.44915,0.51809,0.27618,0.65793,0.46549,0.55283,0.44296,0.57949,0.54129,0.41273,0.55280,0.54858,0.47882,0.44401,0.32136,1
85971,era97,validation,0.46552,0.45013,0.58104,0.48825,0.49003,0.51537,0.34679,0.54869,0.49948,0.58260,0.43394,0.47666,0.43087,0.47573,0.35102,0.42009,0.57889,0.57189,0.38127,0.56650,0.47188,0
152965,era97,validation,0.51737,0.54905,0.55937,0.46820,0.45982,0.49719,0.51422,0.48998,0.36061,0.59599,0.43970,0.49502,0.45116,0.59548,0.50269,0.44067,0.54097,0.56957,0.48704,0.49344,0.42412,1
27220,era97,validation,0.39828,0.51281,0.66698,0.39400,0.38513,0.47924,0.52116,0.58893,0.26981,0.63409,0.34504,0.43593,0.33515,0.67611,0.55807,0.32069,0.65365,0.67227,0.50009,0.54908,0.42431,0
15018,era97,validation,0.52652,0.55209,0.57015,0.47849,0.43828,0.44054,0.56118,0.45844,0.33815,0.57709,0.43927,0.51118,0.44649,0.63566,0.57502,0.42031,0.54538,0.57403,0.56109,0.45669,0.40227,0
141982,era97,validation,0.35824,0.34687,0.78066,0.24077,0.26774,0.30506,0.59234,0.63007,0.36561,0.53904,0.21428,0.29034,0.23433,0.75023,0.52593,0.25196,0.75257,0.79970,0.50820,0.67390,0.58394,0
89555,era97,validation,0.41294,0.48487,0.66170,0.41801,0.40248,0.56992,0.48242,0.56751,0.31338,0.58036,0.35670,0.41847,0.35516,0.62684,0.51410,0.33488,0.64436,0.65518,0.48499,0.56138,0.46204,1
140853,era97,validation,0.41533,0.47955,0.67333,0.39702,0.36942,0.53062,0.51525,0.57261,0.33297,0.56104,0.32886,0.38608,0.34263,0.64830,0.49206,0.35589,0.65021,0.67763,0.44833,0.58127,0.48857,0
31442,era97,validation,0.51485,0.59966,0.52272,0.48370,0.48451,0.51505,0.47408,0.52500,0.38739,0.65939,0.45350,0.50821,0.46914,0.56111,0.42026,0.50260,0.51406,0.54961,0.36984,0.50628,0.40110,0
109858,era97,validation,0.56816,0.72855,0.43799,0.58437,0.57331,0.64677,0.48014,0.45344,0.25430,0.71765,0.56343,0.63262,0.55314,0.54909,0.54312,0.52061,0.43374,0.44972,0.48054,0.37695,0.27119,0
91792,era97,validation,0.39679,0.08333,0.85416,0.14504,0.21636,0.29463,0.56754,0.58446,0.62534,0.29213,0.13883,0.11896,0.21395,0.67804,0.37195,0.23583,0.80095,0.85958,0.50691,0.82258,0.85656,1
19092,era97,validation,0.42727,0.51827,0.63074,0.43353,0.42862,0.59712,0.46902,0.56742,0.30905,0.60720,0.38024,0.43835,0.37947,0.60679,0.49259,0.36651,0.61730,0.63017,0.45371,0.55183,0.44409,0
62073,era97,validation,0.58502,0.57612,0.47047,0.46528,0.51758,0.48149,0.47697,0.49020,0.47838,0.63195,0.48227,0.50170,0.52302,0.51470,0.34205,0.57334,0.45928,0.51444,0.33282,0.52646,0.45909,0
7879,era97,validation,0.36043,0.45214,0.68985,0.37643,0.39962,0.61453,0.42155,0.64113,0.32944,0.60632,0.32039,0.37251,0.31787,0.59938,0.43217,0.31726,0.68191,0.68876,0.39393,0.63372,0.50048,0
43972,era97,validation,0.48162,0.49000,0.60004,0.47373,0.43852,0.49469,0.46745,0.51051,0.40492,0.55391,0.41210,0.46581,0.41875,0.57146,0.46686,0.40814,0.58192,0.59532,0.46607,0.52502,0.45491,1
76114,era97,validation,0.55908,0.53741,0.50050,0.50615,0.54599,0.66700,0.41540,0.46821,0.42871,0.57697,0.50008,0.50478,0.51928,0.47801,0.39826,0.49269,0.48771,0.50290,0.43237,0.51066,0.46179,1
87609,era97,validation,0.43163,0.30352,0.71618,0.25530,0.34051,0.41173,0.52061,0.58782,0.49631,0.48305,0.26603,0.27649,0.31243,0.63253,0.38951,0.33288,0.68730,0.73722,0.44260,0.70954,0.66804,1
101766,era97,validation,0.48673,0.58447,0.58321,0.48394,0.45706,0.67902,0.51674,0.49336,0.26307,0.59187,0.43160,0.47966,0.43744,0.61620,0.55963,0.40523,0.56037,0.57842,0.52109,0.48099,0.40599,1
125652,era97,validation,0.54529,0.49345,0.60352,0.45649,0.39566,0.46433,0.60404,0.42158,0.37881,0.47277,0.40476,0.44620,0.43683,0.65125,0.57274,0.41779,0.56111,0.60167,0.58795,0.48247,0.48171,1
1586,era97,validation,0.37908,0.38375,0.74612,0.26826,0.31336,0.45233,0.56688,0.61229,0.33971,0.54615,0.25082,0.30380,0.27340,0.71478,0.51632,0.27704,0.71869,0.76112,0.50279,0.65991,0.57599,1
122331,era97,validation,0.23882,0.27756,0.89212,0.15621,0.21444,0.49120,0.54496,0.73643,0.30627,0.52521,0.11167,0.16766,0.13013,0.77053,0.49416,0.14936,0.86498,0.90049,0.45860,0.78824,0.66398,1
105969,era97,validation,0.48733,0.55852,0.60013,0.46719,0.42635,0.52456,0.55418,0.48677,0.28233,0.58699,0.41654,0.48928,0.41776,0.65276,0.59592,0.38437,0.57588,0.59800,0.56357,0.47057,0.39940,0
152768,era97,validation,0.46085,0.64135,0.53778,0.52206,0.51380,0.62142,0.43089,0.55021,0.25374,0.71469,0.47562,0.55987,0.45067,0.56636,0.51321,0.42297,0.54021,0.54015,0.44159,0.46278,0.31647,0
30364,era97,validation,0.46651,0.50119,0.63220,0.39846,0.39696,0.47015,0.55665,0.52635,0.32697,0.57903,0.36939,0.43239,0.38234,0.66177,0.54390,0.37170,0.60827,0.64275,0.52119,0.53724,0.46359,0
99916,era97,validation,0.53470,0.55598,0.59702,0.37117,0.38633,0.54814,0.66144,0.47476,0.30104,0.54878,0.37075,0.39621,0.42442,0.70439,0.55558,0.44855,0.55535,0.63165,0.51674,0.52995,0.50086,1
81495,era97,validation,0.57593,0.47661,0.66007,0.39247,0.29141,0.33921,0.80280,0.35106,0.32029,0.38983,0.34483,0.39795,0.40063,0.80798,0.74106,0.37787,0.58820,0.66477,0.75506,0.44971,0.51224,0
104261,era97,validation,0.56562,0.46785,0.49283,0.46227,0.54670,0.50084,0.37489,0.50260,0.56036,0.58410,0.48592,0.48693,0.51397,0.43417,0.28026,0.52237,0.48887,0.51364,0.34300,0.57251,0.51736,1
69138,era97,validation,0.52513,0.43323,0.62411,0.41665,0.39065,0.48825,0.55677,0.46058,0.44542,0.45171,0.37379,0.39010,0.41738,0.61296,0.47749,0.41929,0.58421,0.62675,0.51146,0.55533,0.55331,1
100656,era97,validation,0.62187,0.47073,0.53219,0.49551,0.45946,0.37967,0.56548,0.36342,0.49158,0.45821,0.47584,0.50471,0.51028,0.57438,0.52034,0.47518,0.49413,0.53062,0.59733,0.45477,0.48650,0
99364,era97,validation,0.46135,0.40024,0.62352,0.44139,0.45384,0.59477,0.38237,0.54197,0.48615,0.50532,0.39048,0.40112,0.40692,0.49820,0.35614,0.39446,0.60796,0.61100,0.40334,0.60929,0.55088,1
25339,era97,validation,0.52339,0.54143,0.61173,0.43033,0.40240,0.50658,0.64552,0.43259,0.25927,0.54227,0.40746,0.47164,0.42178,0.71354,0.68419,0.36377,0.57286,0.61048,0.67916,0.45210,0.42735,0
130929,era97,validation,0.40590,0.43652,0.71077,0.38551,0.33727,0.38991,0.55959,0.54890,0.31654,0.54180,0.31672,0.40810,0.31219,0.70272,0.59858,0.28198,0.68436,0.70146,0.58008,0.54853,0.46848,1
64051,era97,validation,0.51316,0.55946,0.57941,0.45532,0.43828,0.54214,0.55973,0.47724,0.30805,0.58037,0.42395,0.47804,0.43875,0.63840,0.56149,0.41805,0.55329,0.58663,0.53768,0.48347,0.42529,1
102954,era97,validation,0.41563,0.41646,0.67620,0.41634,0.40193,0.47969,0.45949,0.55364,0.37463,0.54569,0.35833,0.42546,0.34846,0.60741,0.51366,0.30239,0.65994,0.65782,0.53112,0.56610,0.48358,1
20216,era97,validation,0.55012,0.47507,0.56614,0.47640,0.45374,0.47507,0.50568,0.44417,0.45294,0.50238,0.44058,0.47077,0.46551,0.56171,0.47154,0.44643,0.53816,0.56439,0.51214,0.50615,0.48788,1
50072,era97,validation,0.50034,0.64367,0.52955,0.50322,0.48734,0.57235,0.49820,0.51692,0.28030,0.67921,0.46472,0.53707,0.46346,0.59692,0.51473,0.46296,0.52049,0.54556,0.44297,0.46164,0.34676,1
16410,era97,validation,0.44265,0.56532,0.59990,0.48993,0.44627,0.58368,0.45979,0.54769,0.30808,0.62683,0.41381,0.48628,0.40585,0.59368,0.50106,0.39726,0.58885,0.59626,0.44550,0.50593,0.38990,1
66303,era97,validation,0.44371,0.51881,0.62670,0.44226,0.42720,0.56571,0.49285,0.54036,0.30424,0.59544,0.39066,0.45484,0.38791,0.62101,0.53193,0.36049,0.60995,0.62243,0.50330,0.52662,0.43282,0
105812,era97,validation,0.47888,0.55914,0.62159,0.45018,0.38652,0.47545,0.59536,0.49240,0.27710,0.57526,0.38626,0.46626,0.39528,0.69141,0.60773,0.38512,0.59179,0.62602,0.55501,0.47712,0.40687,1
58256,era97,validation,0.50531,0.49642,0.58535,0.47261,0.43779,0.37474,0.50582,0.48642,0.40503,0.56943,0.42801,0.50309,0.42868,0.59793,0.51533,0.40622,0.56753,0.58520,0.52187,0.49075,0.42629,1
72559,era97,validation,0.50393,0.59958,0.56284,0.52450,0.45336,0.54046,0.52167,0.47555,0.29975,0.60071,0.45164,0.52670,0.45018,0.61423,0.56298,0.43056,0.54243,0.55928,0.51620,0.44204,0.36229,1
118766,era97,validation,0.49700,0.45449,0.71053,0.30627,0.28383,0.47496,0.76142,0.44927,0.26773,0.44437,0.28667,0.32495,0.34074,0.81600,0.69761,0.32341,0.64791,0.72357,0.69207,0.54145,0.55821,1
10192,era97,validation,0.37968,0.43407,0.72312,0.38562,0.32722,0.44109,0.52359,0.58442,0.34165,0.54144,0.29425,0.37486,0.29686,0.68022,0.52942,0.29997,0.69856,0.71676,0.49131,0.58618,0.48953,1
93820,era97,validation,0.51622,0.56803,0.49415,0.53859,0.56701,0.66425,0.34466,0.52069,0.41462,0.64430,0.51073,0.53976,0.50768,0.44565,0.36196,0.48927,0.49696,0.49425,0.36344,0.50929,0.40659,0
103522,era97,validation,0.44519,0.41173,0.70427,0.37701,0.31672,0.35096,0.59422,0.51549,0.38300,0.48209,0.30737,0.37720,0.32786,0.70135,0.56228,0.32574,0.66695,0.70285,0.55990,0.56156,0.51955,1
148291,era97,validation,0.52201,0.56196,0.55183,0.49986,0.46913,0.55047,0.49904,0.47654,0.35980,0.58216,0.45270,0.50248,0.46385,0.57834,0.49934,0.45119,0.53188,0.55442,0.48238,0.47943,0.41488,0
6375,era97,validation,0.50853,0.48518,0.61960,0.40746,0.39879,0.45359,0.58763,0.47409,0.35458,0.53151,0.38532,0.43661,0.40780,0.66323,0.56728,0.38407,0.58693,0.62622,0.57509,0.51618,0.48190,0
10861,era97,validation,0.63288,0.61335,0.46085,0.57877,0.50933,0.46644,0.54019,0.37060,0.42379,0.55203,0.53442,0.57929,0.55963,0.55011,0.50730,0.55316,0.43304,0.46863,0.51164,0.39244,0.37735,1
66102,era97,validation,0.47037,0.53099,0.61247,0.45117,0.40521,0.38968,0.54306,0.51696,0.33106,0.60075,0.39616,0.48714,0.39421,0.65276,0.55745,0.38461,0.59369,0.61836,0.51936,0.49238,0.40344,1
12761,era97,validation,0.52150,0.52520,0.58343,0.45800,0.43052,0.47831,0.55284,0.46744,0.35938,0.55242,0.42129,0.47525,0.43831,0.62571,0.54128,0.42074,0.55601,0.58827,0.53661,0.48951,0.44383,1
108496,era97,validation,0.50345,0.64021,0.56849,0.51867,0.44016,0.59143,0.57277,0.46537,0.22403,0.60898,0.44592,0.52451,0.44619,0.66110,0.62769,0.42089,0.54239,0.56661,0.55691,0.41974,0.34153,1
49267,era97,validation,0.54400,0.42428,0.60491,0.37085,0.42769,0.60069,0.54765,0.46304,0.44481,0.46449,0.38340,0.36460,0.43928,0.59220,0.44920,0.42780,0.56602,0.61648,0.51073,0.59040,0.59994,1
75591,era97,validation,0.50911,0.48548,0.63382,0.43451,0.37053,0.44807,0.60444,0.45630,0.36095,0.48742,0.37378,0.42623,0.40161,0.67323,0.57492,0.39175,0.59342,0.63357,0.57179,0.50341,0.48263,0
42682,era97,validation,0.56262,0.57371,0.53309,0.48573,0.47313,0.51699,0.55899,0.43433,0.34116,0.57680,0.46920,0.51798,0.48643,0.61050,0.55726,0.45681,0.50698,0.54140,0.55534,0.45026,0.41165,1
111281,era97,validation,0.47013,0.54589,0.65912,0.41749,0.35841,0.48504,0.66113,0.47078,0.20510,0.55659,0.36581,0.45452,0.36967,0.76025,0.72232,0.31871,0.62064,0.65467,0.68079,0.45876,0.40684,0
28685,era97,validation,0.45119,0.51130,0.62336,0.42501,0.42855,0.55626,0.49994,0.54060,0.31530,0.59664,0.38834,0.44695,0.39052,0.62215,0.52275,0.36591,0.60627,0.62439,0.50081,0.53711,0.44764,1
106503,era97,validation,0.45056,0.70836,0.48539,0.59997,0.60368,0.72417,0.33530,0.55826,0.19552,0.80415,0.55438,0.65806,0.49145,0.50232,0.53225,0.41338,0.50745,0.47068,0.45609,0.40506,0.21476,1
17142,era97,validation,0.58690,0.62013,0.50651,0.55002,0.47695,0.48904,0.57186,0.39740,0.33646,0.57076,0.49975,0.56320,0.51337,0.60949,0.58296,0.48982,0.47766,0.50950,0.56320,0.39303,0.35932,0
399,era97,validation,0.70479,0.75977,0.30555,0.67964,0.66535,0.53209,0.45836,0.34343,0.39086,0.70338,0.68608,0.74209,0.68542,0.45177,0.48497,0.65057,0.30330,0.32340,0.47902,0.29524,0.23866,0
60953,era97,validation,0.48193,0.53062,0.60625,0.46845,0.42911,0.49923,0.53071,0.49059,0.31115,0.57763,0.41617,0.48988,0.41320,0.63552,0.58005,0.37323,0.58429,0.59928,0.56367,0.47944,0.40904,0
37489,era97,validation,0.43854,0.66773,0.56483,0.53252,0.49706,0.64856,0.47202,0.53643,0.15588,0.72452,0.47211,0.58116,0.42932,0.62494,0.63457,0.36200,0.56373,0.55265,0.54895,0.41682,0.26597,1
146063,era97,validation,0.58512,0.33591,0.64053,0.34312,0.35860,0.35264,0.64600,0.39419,0.52668,0.36420,0.35382,0.34961,0.42191,0.65436,0.51760,0.40263,0.58399,0.64896,0.62975,0.57254,0.64567,0
12675,era97,validation,0.50003,0.49011,0.60161,0.45033,0.42693,0.42071,0.52739,0.48498,0.37885,0.55747,0.41307,0.47985,0.41826,0.61915,0.53943,0.38798,0.57934,0.60059,0.54847,0.50020,0.44423,0
108407,era97,validation,0.52932,0.53609,0.57668,0.49293,0.43266,0.49106,0.54685,0.44917,0.36373,0.53451,0.43366,0.48865,0.44946,0.61511,0.54518,0.43175,0.54705,0.57426,0.53822,0.46835,0.42926,1
104198,era97,validation,0.50713,0.44216,0.60830,0.40661,0.42704,0.49712,0.50726,0.49826,0.43806,0.51666,0.38958,0.41297,0.41922,0.58555,0.45069,0.41109,0.58202,0.61534,0.48388,0.56837,0.53289,1
