place_id,name,latitude,longitude,rating,number_of_reviews,affluence,address
ChIJIbrscGEBADoRbiagjWuADMQ,Md.Abdul Wadud Sarder,22.5790194,89.97114859999999,0,,,"HXHC+JF2, Pirojpur Pourashava, Bangladesh"
ChIJDzabdHsBADoRDRrNWb7A9tg,Padda sweet shop [পদ্না মিষ্টান্ন ভান্ডার],22.5802933,89.9692106,3.5,4.0,,"Raw Market Road, পিরোজপুর 8500, Bangladesh"
ChIJo9yhIfgAADoREb9u5HUp12Y,Star Hotel and Restaurant,22.5705256,89.97179659999999,4.1,145.0,,"HXCC+6P7, Pirojpur Pourashava, Bangladesh"
ChIJw4uCppIBADoR4a-mPwolWog,Anup krishna study line,22.5846351,89.9704548,3,1.0,,"হোল্ডিং নাম্বার 136/1, উত্তর শিকারপুর। সাপ্লাই মোর।, পিরোজপুর, Bangladesh"
ChIJ9wHLR4UBADoRXATTJ0O_tK8,Pizza King Resturent.Pirojpu.,22.5770016,89.981701,1,1.0,,"HXGJ+RM4, Pirojpur Pourashava, Bangladesh"
ChIJ9fX7z9QBADoRzTjJx5u_SFA,Friends Cafe,22.5701495,89.96373029999999,5,1.0,,"Kacha Bazar Transport Agency, Pirojpur - Bagerhat Hwy, Pirojpur Pourashava, Bangladesh"
ChIJd2ExJGoBADoRxurePy5xihA,Maliha First Food And Confectionary,22.579284,89.969809,4.5,4.0,,"সদর রোড, Pirojpur Pourashava, Bangladesh"
ChIJ_7bL5r8BADoRYn4LdNZinH0,Star Hotel And Restaurant..,22.5797083,89.9688194,4.2,16.0,,"গোপাল কৃষ্ণ মার্কেট, Club Rd, Pirojpur Pourashava, Bangladesh"
ChIJjQu10v8BADoRHx_nAK-UDiQ,মুন্না মিষ্টান্ন ভান্ডার,22.5661039,89.95800129999999,0,,,"Bus Stand, Noapara, Bangladesh"
ChIJT9evVs4BADoRVSdTYQZBm2w,Nirob Hotel And Restaurant,22.5799107,89.968806,4,1.0,,"গোপাল কৃষ্ণ মার্কেট, Pirojpur Pourashava, Bangladesh"
ChIJx6xD5F4BADoR1iZYpmWXpSk,KING KHAN HOTEL AND RESTURENT,22.5790744,89.97592639999999,0,,,"HXHG+J9F, Pirojpur Pourashava, Bangladesh"
ChIJT0MRH-kBADoRQYIkQm8f3CM,Rushni Fuska House,22.5800116,89.9695455,4.4,5.0,,"HXJ9+2R3, Pirojpur Pourashava, Bangladesh"
ChIJdeJNR0QBADoRadhdZ-m76CI,Hajir Biryani,22.5811645,89.9687409,3.5,2.0,,"Pal para Rd, Pirojpur Pourashava, Bangladesh"
ChIJkdicn2gBADoRZgU_lUomDDw,Hotel Rose Garden,22.5786795,89.9685836,3.8,81.0,1.0,"Post Office Rd, Pirojpur Pourashava, Bangladesh"
ChIJIdBMEr4BADoR9ShWo-7u31w,Subroto Babu,22.5930964,89.9806086,5,1.0,,"HXVJ+66Q, Pirojpur Pourashava, Bangladesh"
ChIJ4SP3FZ8BADoRUlPrx8D-4Qg,Dilip sarban's house,22.5839942,89.97088189999999,5,2.0,,"pirijpur Bazar bus stand, পিরোজপুর, Bangladesh"
ChIJU4JhFM4BADoRqV1K7p4Bu2s,Hotel Abbas,22.5790358,89.98009829999999,3.7,7.0,,"C Office Bus Stand, পিরোজপুর, Bangladesh"
ChIJSZHeDVEAADoR47aovE_SqFQ,Satota store,22.5804887,89.9687902,3.3,3.0,,"HXJ9+5GV, Pirojpur Pourashava, Bangladesh"
ChIJs4gqz4MBADoRgWlkgKIgxD8,Cafe Al Madina,22.5793904,89.97916499999999,3.6,71.0,,"HXHH+QM3, Pirojpur Pourashava, Bangladesh"
ChIJEyplIFEAADoRw_6MExFtfr8,Hotel Apyayon,22.5794838,89.9696428,3.5,31.0,1.0,"HXH9+QVR, Pirojpur Pourashava, Bangladesh"
ChIJyY5EYfcBADoRtSWUPHjIooA,Vai Vai Hotel & Restaurant,22.579351,89.9796229,3.5,11.0,,"HXHH+PRX, Pirojpur Pourashava, Bangladesh"
ChIJyd9Fe7EBADoRA9Fjtig4zik,Naznin's Cake and Bake House,22.5768956,89.97063790000001,5,3.0,,"Naznin Jahan, SheikhBari Road, Boshonto, pul, Pirojpur Pourashava 8500, Bangladesh"
ChIJp_9NMKgHADoRn59TmP4pHv0,মা রেষ্টুরেন্ট এন্ড ভেরাইটিজ,22.4816033,89.957385,0,,,"FXJ5+G23, Zianagar, Bangladesh"
ChIJw9wnElcHADoRGP81nRdighc,Cafe Sabur - ক্যাফে সবুর,22.4668644,89.9472607,4.5,2.0,,"Morrelganj - Balipara - Zianagar Rd, Zianagar, Bangladesh"
ChIJIRrrteQJVDcRi_9mQMEBerA,Nawab Chinese Restaurant and Party Center,23.8659127,91.2061873,4.4,50.0,1.0,"Shahid Amir Hossen Road (1st floor, আখাউড়া, Bangladesh"
ChIJw866sy4JVDcRBd_eD2lRfDs,"Green Chilli Chinese Restaurant, Akhaura",23.8733854,91.20995309999999,4,146.0,,"Akhaura City Bypass Rd, Akhaura 3450, Bangladesh"
ChIJSUpONugJVDcR_B8uzyk6-e0,ইমনের ফাস্টফুড এন্ড রেস্টুরেন্ট,23.8649764,91.2060724,0,,,"V674+XCW, Akhaura, Bangladesh"
ChIJTY84J5EJVDcRHjyhXalQOew,বাশেঁর কৌটা চায়নিজ রেস্টুরেন্টে এন্ড কফি হাউস,23.8667752,91.1984884,4.4,13.0,,"BGB Camp, Helibari Rode, Bangladesh"
ChIJeRlSk50JVDcRYogtIIdDGj0,রুহুল আমিন রেষ্টুরেন্ট,23.8652962,91.21170069999999,5,3.0,,"V686+4M8, Akhaura, Bangladesh"
ChIJH6Lh0GQJVDcRvqjHqgbF5WM,Naiyor Cafe & Restaurant,23.867309,91.209113,4,62.0,,"Nusrat Tower, Thana Road, আখাউড়া, Bangladesh"
ChIJXR8ROdT3UzcR-s9K0N2Sdn8,লোকমানের মালাই দুধের চা এর দোকান,23.8852026,91.21467320000001,1,1.0,,"Azampur Rd, Bangladesh"
ChIJgdShGeMJVDcRpB5-ER5FyZk,Nine Star Hotel,23.8675247,91.2077901,3.5,151.0,2.0,"Z1202, Akhaura 3450, Bangladesh"
ChIJGxiNpwEbVDcR8_RPUUJr09c,আহার বিরিয়ানি হাউজ এন্ড জুস কর্নার,24.0414786,91.0063124,4.3,28.0,,"Kachari Road, old post office road, আশূগঞ্জ 3402, Bangladesh"
ChIJkRSOsvgbVDcRSNvU3A_Ikqo,Venice Bangla Restaurent & Pizza King,24.044895,90.9875318,4,331.0,,"2XVQ+X23, Bhairab, Bangladesh"
ChIJnfPSS3obVDcRPm6roJXdEUg,কাশ্মীর শরবত হাউজ,24.010565,91.00354860000002,0,,,"Bhuiyan Para Rd, Ashuganj, Bangladesh"
ChIJCV3cQowbVDcR4Znu8AzL3w8,"Dawat Cafe and restaurant , Ashuganj",24.0277383,90.9964085,5,5.0,,"Kachary road, Muktijoddha Market, Brahmanbaria 3402, Bangladesh"
ChIJpayLjZ0bVDcR2XZuy0aherw,পড়ন্ত বেলার রেস্টুরেন্ট এন্ড কমিউনিটি সেন্টার,24.044178,90.9856571,5,1.0,,"জিল্লুর রহমান সেতু সংলগ্ন, Bhairab, Bangladesh"
ChIJvXBKAScbVDcRYgLalbwno5A,আশুগঞ্জ,24.0272581,90.9972212,3.5,2.0,,"Chor Chartola Rd, Ashuganj, Bangladesh"
ChIJbZIOSIgbVDcRbOUw6K9-SzU,Jaitun Hotel And Restaurant জাইতুন হোটেল এন্ড রেস্টুরেন্ট,24.0439541,91.00892879999999,3.8,81.0,,"Ashuganj purba bazar, আশূগঞ্জ, Bangladesh"
ChIJ3aJ0iYcbVDcR3XYQibDF-w4,আইয়ুব আলীর ভর্তা বাড়ি এন্ডচটপটি হাউজ২,24.0414096,91.0046911,3.3,6.0,,"Soriout Nogor Rd, Ashuganj, Bangladesh"
ChIJbynYuc8bVDcRViXd2XpjcnU,রিভারভিউ রেস্টুরেন্ট এন্ড ক্যাফে,24.0403177,90.9864451,5,4.0,,"হাজী মহিউদ্দিন ভূইয়া মার্কেট, ভৈরব বাজার 2350, Bangladesh"
ChIJ8QWPJNMbVDcRgl83l3JODo8,FoodBuzz Cafe,24.0423458,91.0051852,4.4,39.0,,"Hazi Jahirul Haque Munshi Market, আশূগঞ্জ, Bangladesh"
ChIJ0RIBP8cbVDcRsArV8hOY4DM,Mattam Al-Arabian Restaurant (মাতাম আল-এ্যারাবিয়ান রেস্টুরেন্ট),24.0361117,91.0088351,3,2.0,,"22P5+CGW, Ashuganj, Bangladesh"
ChIJnQL1ZdgbVDcRsCSlcTS3znw,Akhi,24.0359405,90.9998631,0,,,"2XPX+9WH, Ashuganj, Bangladesh"
ChIJzyy2cDobVDcRfjfxFZEuhmg,খাজা স্টোর,24.0288085,91.006462,5,2.0,,"22H4+GHG, Ashuganj, Bangladesh"
ChIJkbMyySUbVDcRrTfudPvE3UY,APSCL North South Canteen,24.0389572,91.0071061,5,3.0,,"Ashuganj, North South Power Plant, APSCL, Bangladesh"
ChIJgzYGdAQbVDcR_XNEKr9cBbo,Bagair Food and Cafe,24.0277383,90.9964085,0,,,"Bagair, Ashuganj 3402, Bangladesh"
ChIJPapnURAbVDcR9MMLJ91px3Q,Matham Al-Arabian,24.0362922,91.00879569999999,5,2.0,,"22P5+GG7, Ashuganj, Bangladesh"
ChIJfbo9fr4bVDcRRN-cdnLr1kU,Jagannath Restaurant,24.0437353,90.9868906,4.2,12.0,,"Kola Patti, ভৈরব বাজার, Bangladesh"
ChIJrQPlsJcbVDcRCNdRlNURoh4,ফুড ভিলেজ এন্ড ক্যাফে,24.0131365,91.00121660000001,4.1,8.0,,"আরাইসিধা নতুন চকবাজার,আশুগঞ্জ, আশূগঞ্জ, Bangladesh"
ChIJSRkdp6AbVDcRpdK7h8PYnP8,Nanna Biriyani house.bhairab bazar,24.0455041,90.98684709999999,5,1.0,,"2XWP+6P5, Bhairab 2350, Bangladesh"
ChIJEciCIZcbVDcRG4wCZADpt5w,Gg,24.038143,91.00164599999999,0,,,"Railway Station, Station Road, Ashuganj, Bangladesh"
ChIJK2TXWpwbVDcReGGo5yugj4A,Nandan Fast Food & Cake House,24.0424651,91.0062401,3,7.0,,"1 Uttar Gali, Ashuganj 3402, Bangladesh"
ChIJC57GmTAbVDcRbQwuoutSpBM,বারাকাল্লাহ্ হোটেল এন্ড রেস্টুরেন্ট,24.0423578,91.0066848,0,,,"1 Uttar Gali, Ashuganj, Bangladesh"
ChIJVYLZgYkbVDcRnp273hvRlWY,Venice Bangla Restaurant and Pizza King,24.0418969,91.00520639999999,4.1,94.0,2.0,"শরীয়ত নগর রোড, Ashuganj, Bangladesh"
ChIJ74ld_RMbVDcRUZRT1ahw50s,Venice Bangla Reasturant & pizza king,24.0277383,90.9964085,5,1.0,,"Haji Alfatali Super market, আশূগঞ্জ 3017, Bangladesh"
ChIJGQlnJMYbVDcR9xllqQW0qb8,Fast Food restaurant,24.0277383,90.9964085,0,,,"Brahmanbaria District, Ashuganj 3402, Bangladesh"
ChIJ37n_bv8bVDcR27cN2u2eMHI,Grand Mughal Restaurant,24.0447092,90.9852365,3.6,42.0,,"2XVP+V3Q, Bhairab, Bangladesh"
ChIJQfV5XtQdVDcRQuAg5KLFMrE,Takeaway,24.0466624,90.98636789999999,5,2.0,,"Fakhrul Alam Akkas Rd, Bhairab 2350, Bangladesh"
ChIJyy1NJAobVDcR9CDlTxiKY2w,জুনায়েদ চানপুর,24.044178,90.9856571,0,,,"2XVP+M7F, Bhairab, Bangladesh"
ChIJ6wbaLcYbVDcRhg4_fExOeSE,নাঈম বিরিয়ানি হাউজ,24.0101996,91.00470489999999,3.8,4.0,,"2263+3VG, Bangladesh"
ChIJHR7LTScbVDcR1LRVbKn6rIo,Hotel Radhuni - হোটেল রাঁধুণী,24.0423357,91.0059102,4.2,14.0,,"22R4+W9M, Ashuganj, Bangladesh"
ChIJIbgen-UbVDcR607BwBklia8,Parvez Tea Stall,24.0384085,91.00185479999999,5,2.0,,"Railway Station, Station Road, Ashuganj, Bangladesh"
ChIJZf7gDlkbVDcRCpPu1sU9UvY,Nirala Hotel,24.0428869,90.98851859999999,2.8,4.0,,"2XVQ+5C2, Bhairab, Bangladesh"
ChIJgQoJ2n0bVDcRzp66h4mAjoA,জুনায়েদ ভৈরব,24.044178,90.9856571,0,,,"2XVP+M7F, Bhairab, Bangladesh"
ChIJv3fhkp0bVDcRZBbYGca56IE,কফি হাউস,24.0367498,91.0105403,5,1.0,,"22P6+M6V, Bangladesh"
ChIJf8iExLIbVDcRHUnYoSqCj50,মায়ের দোয়া রেস্টুরেন্ট এন্ড ভাতঘর,24.0301638,91.00639939999999,1,1.0,,"Upazila Rd, Ashuganj, Bangladesh"
ChIJt2RCNyYbVDcR1ff6yCcWbKU,নান্না বিরিয়ানি হাউজ,24.0450556,90.9875868,3.6,9.0,,"জামে মসজিদ রোড, Bhairab, Bangladesh"
ChIJ0ZJSK1cbVDcRSVWD9jeQQDk,Diya Moni Hotel And Rasturand,24.0392434,91.00236219999999,3.4,8.0,,"Station Road, Ashuganj, Bangladesh"
ChIJEV9HZFobVDcRRATnoCzCdX0,নয়াহাটি মোহাম্মদ মোড,24.044178,90.9856571,0,,,"2XVP+M7F, Bhairab, Bangladesh"
ChIJuQ0QKWQbVDcRryCFKyVkR-E,বাদশা,24.044178,90.9856571,0,,,"2XVP+M7F, Bhairab, Bangladesh"
ChIJd0eHIYwbVDcROasEJiHP_98,Hotel Dhanshiri,24.0377557,91.00571789999999,3.7,189.0,1.0,"Dhaka - Sylhet Hwy, Ashuganj, Bangladesh"
ChIJWUvUk5QbVDcRWESI_baN7mE,APSCL Canteen,24.0440893,91.0160992,0,,,"22V8+JCQ, Ashuganj, Bangladesh"
ChIJO45H43QbVDcRWQOjJlWaAmg,Hotel Ahad,24.0443423,90.98823759999999,1,1.0,,"Unnamed Road, Bhairab, Bangladesh"
ChIJbbFYVAccVDcRwEJdKukSotQ,"Brothers and sisters, Restaurants",24.0458908,90.98699929999999,3.8,33.0,,"Fakhrul Alam Akkas Rd, Bhairab, Bangladesh"
ChIJzVO3KjobVDcRGTlSGnhhYf0,Razzak Store,24.0445497,90.9865458,0,,,"College Rd, Bhairab, Bangladesh"
ChIJ64x0xPgbVDcRvMzxoTPYU6g,Maa Restaurants,24.0436716,90.9877288,3.4,12.0,,"গাওসিয়া জামে মসজিদ রোড, Bhairab, Bangladesh"
ChIJ52NosN4bVDcRmXajWw8i8jo,Boishakhi Hotel,24.0165164,90.98609379999999,3.7,34.0,,"2X8P+JC5, Ashuganj, Bangladesh"
ChIJ5yEVSYgbVDcRt8pX6o4IGgI,Shahen Shah Hotel,24.0437414,91.00874189999999,4.1,22.0,,"22V5+FFX, Ashuganj, Bangladesh"
ChIJgZGId3AZVDcR7Y8EsikcPLU,গৌরীপুর জামে মসজিদ,24.033384,90.976834,5,2.0,,"জামে মসজিদ, গৌরীপুর, Bangladesh"
ChIJdem0eY8bVDcRiPb0DuMZ0MA,Hotel Ujanvati & Resort,24.0368372,91.0102517,3.4,9505.0,,"22P6+P4J, Bangladesh"
