Hotel_name,Review_Title,Review_Text,Sentiment,Rating_Percentage,,,,
Accord Metropolitan,Conversation was not that much,I had visited this hotel for official purpose. All facility was provided in the room. Everything was fine at the hotel.,3,71,,,,
Accord Metropolitan,Pleasant Stay,"Nice Hotel with good amenities. Nice Room with facilities, good Service and decent Breakfast spread, Value for Money! Situated at the prime place, easy connectivity and easy to locate. Good for families, groups and Business purpose. It was a comfortable stay!",3,86,,,,
Accord Metropolitan,Very good hotel in the heart of the city offering value for money,This is a very good hotel in the heart of the city and offers good value for money. I book this most of the times when I travel to Chennai. The staff is very courteous and they do everything to make your stay awesome. The restaurant options are also many and you are spoilt for choice. There is also a lounge on the terrace which offers a great view of the city,3,100,,,,
Accord Metropolitan,Friendly Staff,We had a pleasant stay there. The staff were very friendly. Don't rent a cab from them as they charge lot more than other regular service providers.,3,100,,,,
Accord Metropolitan,A Good Hotel,"The service is good ,the also provide free Wi-Fi internet connection ,the breakfast is ok but need to do some improvement .",3,80,,,,
Accord Metropolitan,Good location,"Close to shopping, nice restaurants, good breakfast.",3,80,,,,
Accord Metropolitan,Good for business travel.,Excellent staff.very friendly&helpful.however timetaken to resond was poor.breakfast menu could be better.daily toiletry &towel replenishment insufficient.but overal stay was pleasant.,3,80,,,,
Accord Metropolitan,,"Facilities: Nice ; Value: Fantastic; Service: Professional; Cleanliness: Pleasant; 
There's three restaurant inside this hotel so there is plenty of variety",3,100,,,,
Harrisons Chennai,Avoidable,Perhaps they were making most of Chennai being almost Sold-out during my stay duration but asking for 5k without even basic facilities like complementary bottled water... Wow!!,2,60,,,,
Harrisons Chennai,happy stay in Harrisons,"stayed with my wife in January, 2016. Very happy experience.",3,100,,,,
Harrisons Chennai,Good option if you have to stay in the area.,"Front Office staff welcoming and helpful at every turn. Overall a comfortable stay. Rooms are small, but more than adequate for a single person.",3,80,,,,
Harrisons Chennai,Good Chennai,Nice and comfortable and ideal for my activities,3,80,,,,
Harrisons Chennai,Good value,"The physical facilities are quite nice - large clean room, comfortable lobby - but little things detract. The safe malfunctioned the day before I left, the WiFi bandwidth was overly maxed out during evenings making email impossible, the fitness room was a joke.",2,60,,,,
Harrisons Chennai,new year stay,The location was perfect.,3,80,,,,
Harrisons Chennai,Good hotel. Nice staff. Good restaurant,Good,3,80,,,,
The Park Chennai,Will never do this,"Check in took more then 45 mins, all the 4 pillows in the room where of different sizes, dirty and stained curtains, no phone next to bed and you have to walk to the study table, slow room service, poor understanding of how international bookings work, do not accept discover cards,",1,40,,,,
The Park Chennai,Good place.. would definitely recommend !,Room was very clean and well maintained.. breakfast was extraordinary..,3,80,,,,
The Park Chennai,Nice hotel close to the US embassy.,"My stay in The Park was a very pleasant one. The front desk staffs were very friendly,helpful and warm. They arranged even a cradle for my 2 month old baby. The room was well maintained and the complimentary breakfast had a wide spread. Overall the experience was a pleasant one.",3,80,,,,
The Park Chennai,Experience not at par as claimed!!,"This property is a bit old. Bath tub, toilets are old and had stains. White towels were provided, but even they had stains and dirty.",1,20,,,,
The Park Chennai,Not a good experience,"The hotel rooms are quite old and are not maintained. The chair cushion was torn. Shower curtains, window curtains and even the phone had a musty smell. Wait at the reception was too long. 
Breakfast was decent. Location is very good for US visa applicants.",1,40,,,,
The Park Chennai,Convenient Stay,Wifi needs to improve,3,80,,,,
The Park Chennai,"Great location for business, but cramped",This place is probably better for business travelers but its definitely cramped for families. The bathrooms were very small and i felt I like was in a plane toilet. The location is outstanding though and accessible to almost everything in mainland chennai.,2,60,,,,
The Park Chennai,Definitely NOT a 5 star hotel they claim to be,They have a good lobby and good place to eat. Everything else comes no way near the 5 star hotel that they claim to be. Rooms are just about 3 star hotel level. Was just disappointed. thankfully had booked here only for a day.,1,40,,,,
The Park Chennai,,"Need to improve cleanness

Need to improve customer careness

Employee at resturent are should care enough all the customers",2,60,,,,
The Park Chennai,Good location at good price,Need maintaince there was smell in the room. Breakfast was good.,2,60,,,,
The Park Chennai,Very dirty rooms,As soon as we entered the room our first thought was not to touch anything as it was very dirty. room was worse then a cheap motel room and you wouldn't want to get close to the bed. This is definitely not a 5* hotel as mentioned on Expedia. Its close to US consulate but with rooms so bad I would rather travel a few minutes then stay here.,1,20,,,,
The Park Chennai,"Well located, brand hotel","The hotel is well located in central chennai. Its easy to find places to go out in the evneing after work, or for shopping at the two big malls nearby. They have a nice pool on the 8th floor and several bars in the hotel.",3,80,,,,
The Park Chennai,Worst service,Nobody attends phone. Rooms are very old & small. Very small outdated tv,1,20,,,,
The Park Chennai,Average stay,"While the location, room, facilities are good. There is lot to be improved on service levels especially at the time of check-in and checkout. The staff at the reception counter possibly are not trained well or there is too much of attrition of trained staff. Wait for checkin/checkout is too long and not acceptable from a star category hotel.",3,71,,,,
The Park Chennai,,Great location. But this hotel is not worth the price they charge. Terrible room layouts. Staff is slow and not trained properly. Guest services will not pick up phone. Had to call 4-5 times before they pick up. Spent lot of time to handle requests put on reservation at time of booking.,1,40,,,,
The Park Chennai,OK good,The hotel night club DJ is good and good place for party goers yyy66,3,65,,,,
The Park Chennai,An average hotel,Cleanliness at restroom and corridors and pathways could have been better. There is no hot water in the morning time before 8am. Hot water problem was there on both the days of stay. Couple of lights were not working.,3,71,,,,
The Park Chennai,Nice location & spacious rooms,"Room was spacious. Maintenance is bad with cracked walls, water seepage. The hotel management needs to spruce it up. Not value for money. Location is great though. Very centrally located and in the heart of the city.",3,71,,,,
The Park Chennai,Good location and helpful staff,"If they can accommodate the check-in with your arrival time it will be good. We had to wait for 3hours after reaching the hotel to get the room, though it was booked 1month in advance. Location is very good. Hotel staff are very helpful.",3,86,,,,
The Park Chennai,Perfect location & helpful staff,This hotel was at perfect location near US consulate. Hotel was very beautiful and well maintained. Was filled with mostly people who have came for visa interview. Staff also was very helpful and cooperative.,3,86,,,,
The Park Chennai,Average hotel,"Pros: Centrally located - close to the us embassy, food at hotel 601 was good, friendly staff, decent gym and swimming pool. Cons: Poor rooms/worn out floors, over prized, long waits for checking out.",2,57,,,,
The Park Chennai,Excellent service,Enjoyed my stay. Very pleasant service. My stay included buffet breakfast which was excellent. The location is very close to the US consulate which is a big advantage. There are lots of eating options within a few miles radius. Will recommend luxury rooms.,3,86,,,,
The Park Chennai,Need inspiration? Check out other reviews for The Park Chennai written by travellers like you or read some tips on writing great reviews.,Need inspiration? Check out other reviews for The Park Chennai written by travellers like you or read some tips on writing great reviews. Need inspiration?,3,65,,,,
The Park Chennai,Not a customer friendly hotel,"I made a booking for my guests, my guests were not allowed to stay in spite of a booking and payment being made online, my guests were made to wait at the lobby nearly 5 hours. Finally, I gave my ID proofs to accommodate them and yet it was not accepted and had to find a alternate solution in other hotel. Not a customer friendly hotel.",2,57,,,,
The Park Chennai,Nice stay,"It was very nice to stay in the park hotel with all the well equipped and its clean, I am happy to stay in future.. Its in right location for us to stay and hotel reception staff and service team are very polite and professional, I have not used much facilities which are available but next time I will try to use more.",3,100,,,,
The Park Chennai,This hotel is good for pubbing only,"The rooms renovated are also leaking, Water seepage is there in the walls. Very bad maintenance. This hotel is good for pubbing only. Mattress very soft and you get back pain. High time they replace the mattress.. Renovation is a must at this stage. Always hot water problem is there and taps are leaky. Health faucet must in the toilets.",3,71,,,,
The Park Chennai,Good place to stay,"Overall a good place to stay. Food was good. Rooms were clean and have enough space. Best place for visa interview as the place is right opposite and in case you forgot something for visa, you can get it quickly from room.",3,86,,,,
The Park Chennai,Food tasted awful,"Except for being in the heart of city the hotel has nothing to boast of. Food tasted awful so much so, that we almost ate with pickle as a side dish. Breakfast room is poorly lit is enough to make your morning dull. Rooms unkempt and falling apart.",1,29,,,,
The Park Chennai,Needs to improve on room but good service,"Hotel rooms are to be repaired in the bathrooms. As walls are to repainted. Outside windows are not clean, birds made dirty on that. But inside rooms are clean and well maintained AC Services are good.",3,86,,,,
The Park Chennai,close to embassy,"Bathroom dirty , room dirty bedsheets not changed only positive thing is the buffet breakfast",1,40,,,,
The Park Chennai,,Hotel staff are not co-ordinating well for the room service and Billing payment.,1,40,,,,
The Park Chennai,Over rated and overpriced Hotel,I am not sure why someone wants to spend that kind of money to be disappointed.,1,40,,,,
The Raintree,Definitely Discerning,"This is an ideal hotel to stay in - clean, friendly, good wholesome food and excellent value for money for a discerning customer. The staff are pleasant and helpful in all areas - reception, dining, housekeeping and concierge services. Try it and return again.",3,100,,,,
The Raintree,,Good,3,80,,,,
The Raintree,Good hotel,Dinner buffet was not too pricey and food was amazing! The only downside during my stay was the discoloration of water in the bathroom sink.,2,60,,,,
The Raintree,,"Great service, clean room and nice ambiance. I stayed with my family and we had a good time. I would recommend not just for business stays but also for families.",3,100,,,,
The Raintree,Staff is their strength,"Great staff, Good location, good food. Cleanliness need to get improved, every thing else is good",3,80,,,,
The Raintree,Nice Hotel in Anna Salai,"Excellent experience, clean room, friendly and courteous staff. Good restaurants in the hotel, nice food.",3,100,,,,
The Raintree,Good breakfast,Very helpful staff and you are really taken care about things that you need.,3,100,,,,
The Raintree,Room service poor,"Room service poor. Service took time. Also the tray was not cleared.
Dissapointed with that.
Location of hotel is good.
Buffet dinner and breakfast was good.
Nothing more to say other than this. 
Nothing more to say other than this. 
Nothing more to say other than this. 
Nothing more to say other than this.",3,80,,,,
The Raintree,,"It was great. Food is expensive, but good. Taxes are high. And the hotel car to the airport was $25.00 plus taxes; that was expensive; I could probably gotten my own taxis for $10.00-15.00. 
Great place and excellent service.",3,100,,,,
The Raintree,Good Hotel.,Excellent hotel with great staff. Would greatly recommend.,3,100,,,,
The Raintree,nice hotel with costly add ons,"Hotel room is great, and the staff are very helpful. Located on Anna Salai, So forget taking a walk to get to nearby places. Add ons like lunch/dinner buffet costs too much- but this is expected. One thing I did not like is the presence of too many staffs and the  'vanakkam' they perform at the front door-I did not need that every time I come in- just a smile would have been enough. But the hotel as such no complaints.",3,80,,,,
The Raintree,Very nice and comfortable hotel. Very good service,This was my second visit. Enjoyed our stay very much. Will definitely stay at The Raintree when I am Chennai next.,3,100,,,,
The Raintree,PERSONAL,The hotel location is good... but the beds are very bad and old. The shower room was not all clean.,2,60,,,,
The Raintree,Excellent stay,Very good experience. All very attentive staff and very good location,3,100,,,,
The Raintree,,"Facilities: Top of the line; Value: Fantastic; Service: Outstanding; Cleanliness: Immaculate; 
the perfect base for any visitor to Chennai - I'll be back",3,100,,,,
Lemon Tree Chennai,,The service could improve. A lot of time taken for room service.,3,80,,,,
Lemon Tree Chennai,make it more convenient,"While we appreciate the staff & service, the bathroom taps, dustbins, cleaning of WC, ventilation in the room (windows are permanently closed) need your attention.  Please check and make it right. We really had to adjust.",2,60,,,,
Lemon Tree Chennai,Good hotel,Good service and fairly comfortable stay,3,80,,,,
Lemon Tree Chennai,Clean Hotel but not a lemon tree Std,"Rooms need a make over.
kettle is old & not in good condition.
Not upto Lemon Tree standard",2,60,,,,
Lemon Tree Chennai,Overnight stay for airport connection,"Good hotel and room. Not too far from the airport - about 15 mins. Helpful staff, restaurant maybe overpriced but not bad. Bed was comfortable and clean. Free WiFi wasn't really good. Overall quite satisfied.",3,100,,,,
Lemon Tree Chennai,dated ....,dated - router is outside in the front - rooms in the back has poor to no internet - food is sub standard - age and heavy usage is taking toll - needs major renovation to keep up with US chains.,1,40,,,,
Lemon Tree Chennai,Reasonable place but has a long way to go..,"We asked for a non smoking room but we did not get one and the AC was not working.. otherwise good location, clean beds and towels ...",2,60,,,,
Lemon Tree Chennai,Chennai Hotel,Excellent in terms of hygienic and cleanliness. Enjoyed stay. However food prices are comparatively in higher side. Co-operative staff. Best in class. Would like to stay again. Thanks to Leman Tree staff.,3,86,,,,
Lemon Tree Chennai,Good hotel,Hotel is good. But food cost is too high,3,86,,,,
Lemon Tree Chennai,Good hotel and staff,"The hotel staff is very friendly and helpful. Rooms are well maintained and clean. The hotel is close by to the airport hence it is very easy accessible. Breakfast, lunch and dinner quality is just too good.",3,86,,,,
Lemon Tree Chennai,Good for family stay near to airport,Good and enjoyed the stay. Good food. Neat and good room service. Location of the hotel also very good. Near airport and Railway station and IT companies. Sure I will again visit your hotel. Too good for family stay too.,3,86,,,,
Lemon Tree Chennai,Average stay,"Compared to other lemon tree stay, this was bit disappointing compared to the room comfortability.",3,65,,,,
Lemon Tree Chennai,Very poor AC and service,Very very very very very poor Service. Very very very very very poor Air Conditioning. Very very very very very poor Service. Very very very very very poor Conditioning.,3,65,,,,
Lemon Tree Chennai,Horrible experience,The size of the bed is so small that a single person is uncomfortable to sleep. They sell the same bed on double occupancy. Difficult to imagine how two persons can fit on the bed. Washrooms are so small. One can barely move around. Breakfast truly is free. Not complimentary. Food was absolutely not having any taste. Totally waste of money and uncomfortable night.,2,43,,,,
Lemon Tree Chennai,Need lot of improvement in food,"Room allotted is small. Single bed in the room. Buffet dinner spread not upto the mark. Quality of food not upto the mark. Breakfast quality need to improve more. Spread of fruits not liked. Need to improve. Moreover, cost of buffet dinner does not match with quality and spread.",3,86,,,,
Lemon Tree Chennai,Good room and service,The room size is small & not as big as you see in photos. The service was good overall. The quality of food at the Bar & restaurant was not that great & they could improve the quality of food & also even reduce the rates.,3,71,,,,
Lemon Tree Chennai,Average stay with average food,No doubt hotel is located in quiet prime location for business travellers but I don't think it is value for money given the room size. The staff is pleasant to deal with. Food variety is also average. They should have facilities like spa for business travellers also who wish to relax after a long day.,3,71,,,,
Lemon Tree Chennai,Wi-Fi service was available,The overall experience was good in the hotel. The hotel was located near to the airport. The behaviour of the hotel staff was good in the hotel. The food and drinks were available in the hotel was very good. The activities were not available in the hotel. Wi-Fi service was available in the hotel.,3,86,,,,
Lemon Tree Chennai,Good quality food and convenient location,Everything that you need was in place.. There was no need to call for any Services. Food quality is also equally good. The location is also convenient for air as well as rail. The reception staff is also very cooperative.,3,100,,,,
Lemon Tree Chennai,Value for money,"Very clean, value for money. Prompt service. Beautiful aroma. Only problem is view, which is comprise able. The buffet dinner was asko good. We were even provided with take away breakfast at 4:30 in the morning.",3,86,,,,
Lemon Tree Chennai,Good for short stay,"Cleanliness and hospitality was excellent. The complimentary breakfast was good. The only room facility which was not up to the mark was internet, too slow. I stayed as single but rooms would surely can accommodate a family. Worth for the money I paid so would surely recommend for a short stay.",3,86,,,,
Lemon Tree Chennai,The Overall review about your hotel in my experience,"The first thing is, it's too costly for a small room. I am not satisfied with your time schedule for. This type of feedback format is somewhat not good for us. And I'm sorry for late reply.",3,65,,,,
Lemon Tree Chennai,,"This is actually a 3 star hotel, and in India there are 7 stars, and so a four star rating in Expedia is very misleading. The hotel is not very clean, but for a 2-3 star hotel it is ok if that is what you are expecting, the prices were way too high for that level of quality. I moved to the Hilton, and was very satisfied.",2,60,,,,
Lemon Tree Chennai,Nice hotel,Nice experience... Some people i think some workers were shouting outside my room door which was disturbing,3,100,,,,
Lemon Tree Chennai,Excellent Value for Money,"All boxes ticked for a Business Traveller. Clean Room, Clean Toilets, Decent Break Fast Spread.",3,80,,,,
Park Hyatt,,Nice stay..very good service...especially the person named mr. dinesh who is in reception assisted me a lot.such a good person in the hotel..he assisted me till the period of vacate..very good person..,3,80,,,,
Park Hyatt,Very nice atmosphere and staff were great.,We really enjoyed the pool and the food as well. Well cleaned. Definitely recommend to any one,3,100,,,,
Park Hyatt,,"Stay somewhere else, This hotel is right on the flight path to the airport, and is adjacent to the main road  where lorry drivers use the horn more than the brake",2,60,,,,
Park Hyatt,Good hotel in poor location,We stayed at the Park Hyatt  for a week primarily to attend a family wedding which was being held there. The hotel and the service were very first class but unfortunately the area where it is  located is not good. The rooftop pool is very pleasant. Food and drink in the hotel is very expensive and the bar area which is not open until 4pm is very noisy with disco type music on at full volume. Nowhere to sit and  have a quiet drink.,3,80,,,,
Park Hyatt,A haven of comfort.,Staff have been very helpful to help me avoid Channai pitfalls and support me while lost in translation.,3,100,,,,
Park Hyatt,My new favorite hotel in Chennai,"Moved to this hotel after a terrible night at another.  This hotel is amazing.  The service is top notch.  The decor, especially if you are in the garment industry is stunning. Food is great. Can't say enough good things.",3,100,,,,
Park Hyatt,First stay at this hotel. Many cisits to India.,Quick efficient friendly check in. Overall great hotel in Chennai. Will stay again.,3,100,,,,
Park Hyatt,,Nothing to complain,3,100,,,,
Park Hyatt,,was good . letting my guest with ease next time would be appreciated . was good . letting my guest with ease next time would be appreciated,3,100,,,,
Park Hyatt,WYSIWYG.,"First time stay. Loved it. Everyone was super polite, helpful, nice.
One needs to check the final bill as there can be errors.",3,100,,,,
Park Hyatt,Awesome experience & pleasant stay,"It was a pleasant stay, Excellent experience, great ambience, very courteous staff and the hotel caters customers needs round the clock. Rooms were too good, Will ensure to stay again in future and recommend to all my friends. Keep up the good work Thank you Hyatt certainly very good value for money. Kudos!",3,86,,,,
Park Hyatt,Needs improvement,Overall ambience of the hotel is very good. In room facilities need to improve & there is a need for providing services as per customer booking. 3 people in same room has been provided with 2 persons facility whereas the charges remains for 3 people.,3,86,,,,
Park Hyatt,Best of the best hotel,Park Hyatt really lived to the hype. The best part of this hotel is the bathroom and roof top swimming pool which gives you a great view of Chennai. Their flagship pub Flying Elephants is really happening on the weekends and as a staying guess you get a free entry to one of the most exciting pubs. The service and ambience of this hotel was top notch and unparalleled.,3,100,,,,
Park Hyatt,Hotel Review,My experience of the hotel was very nice. The transportation facility was not provided by the hotel. The activities were available at the hotel. I would recommend this hotel for upcoming travellers.,3,86,,,,
Park Hyatt,Very good service. 15% less in price would help my pocket..,"Very good service, very clean, great food and nice gym. 15% less in price would help my pocket..",3,65,,,,
Park Hyatt,GOOD,GOOD.....................................................................................................................................................................................................................................................................,3,65,,,,
Park Hyatt,Best hotel to stay at Chennai,"This is a very good hotel with modern looks and excellent service. Staff is quite friendly and food is good. Staff feels happy assisting you for almost anything. Everybody treats guest like they are someone special. Rooms are quite spacious, clean and equipped with all amenities which are needed.",3,100,,,,
Park Hyatt,Conversation was not that much,I had visited this hotel with my family. The food quality was good. The service at the hotel was nice. The check in and checkout was on time. The complimentary food was provided at the hotel. The restaurant was available at the hotel. The varieties of food were provided at the hotel. I don’t have any suggestion for this hotel. I would recommend this hotel for other travellers.,3,86,,,,
Park Hyatt,super hotal,nice place good staff i can feel the quality of money food is also good but little far from city i feel house keeping also good,3,65,,,,
Park Hyatt,Bad experience,"As soon as I checked-in, I found pungent smell in the room. Even after informing customer service desk, it took them quite long time to allocate new room and that to after multiple follow ups. Moreover, the food served at room was not good. It looked that it was not prepared by chef.",2,43,,,,
Park Hyatt,Excellent hotel with wonderful facilities,"Great ambience, good staff, wonderful food, big rooms. Accessibility to Airport, nice location and all at reasonable price. Mine was a short but comfortable stay. Overall, 5 star stay. Recommended for future stay in Chennai.",3,86,,,,
Park Hyatt,â€œGreat Hotel - Great Location -Bravo Ventana,We stayed between Xmas and New Year 2015 for 3 nights in this wonderful hotel.The location is absolutely brilliant being only 300 yards from the town Square. We were lucky to get a 'free' room up grade to one of the superb loft conversion - two level room with the four poster beds -Nice ! . All the staff were very helpful. The breakfasts were good,3,65,,,,
Park Hyatt,Splendid food quality & upto the mark service,It was a bright Sunday and myself with my family decided to check-in Park Hyatt in Guindy and as we expected it was the experience to cherish. It gave the absolute delight of being in the star hotel and the food quality was splendid. The service was also upto the mark of a five star hotel. Summing up all it made it crisp experience on Sunday morning.,3,86,,,,
Park Hyatt,There is no business centre,There is no business centre. One doesn't expect a hotel of 4.5 star not to have a business centre.,3,71,,,,
Park Hyatt,Great high end hotel for the money,Excellent value for quality and service. Can't go wrong. Breakfast is top notch with Indian and continental options. Decor is subdued but stylish. Good for business or pleasure. Gym has modern equipment with an infinity pool. No problem with free wifi. Better deal than Leela Palace. Family was very happy and thought the hotel was on target.,3,86,,,,
Park Hyatt,Refuge in Chennai,"Excellent room and exercise facility. All around atmosphere was calm and comfortable. Main dining room offers both excellent food and service. Avoid Flying Elephant restaurant, stick to the main dining room.",3,80,,,,
The Residency Towers,nice central location,comfortable. not needed.bkhkhjuoipoioioi hkhghkhkhkjh ghjggjhghggg,3,100,,,,
The Residency Towers,It is very near the shopping district,The outside look and feel very good. They have a reasonably good restaurant,2,60,,,,
The Residency Towers,,"Very clean!
Great Service!",3,100,,,,
The Residency Towers,,Very nice hotel. Good location. However the sad part is that the 24 hours check in/ check out policy is not applicable for booking made on hotels.com . They said it is only valid when you book directly with the hotel.,3,80,,,,
The Residency Towers,comfortable and conveniently situated,The majority of staff at the reception and in the dinning hall were excellent and welcoming.,3,80,,,,
The Residency Towers,,good,3,80,,,,
The Residency Towers,,I saw a much better upkeep of the facility two years back,2,60,,,,
The Residency Towers,,"There was no confirmation of my booking as per their record.
I had to wait for 30 minutes",2,60,,,,
The Residency Towers,Great Hotel and you forgot that you are in India,"The room is clean, international standards, option of turning on ceiling lights if you prefer brighter otherwise is warm and cosy.

Toilet small but funtional and water pressure good (16th floor room).",3,80,,,,
The Residency Towers,Nice hotel at the middle of city,We had great experience in staying here. Check in and check out process was smooth and easy. Decent food options were available at the hotel. Staff were responsive and quick for any requests. Roof top restaurant and view of the city is one not to be missed.,3,100,,,,
The Residency Towers,Product Manager,Reception on arrival and at the restaurant is Excellent. Check-in and Check-out formalities were handled efficiently. Room is big in size. Ambience is excellent. Food quality at restaurant is good. Service representatives in restaurant took care so nicely - my special appreciation to them. The location of the hotel and the surrounding ambience are pleasant.,3,65,,,,
The Residency Towers,Decent hotel but buffet was not up to expectation,Decent hotel but buffet was not up to expectation. You can have better lunch or breakfast for that money,3,86,,,,
The Residency Towers,Close to all amenities,Really enjoyed the buffet food with it's wide variety,3,100,,,,
The Residency Towers,good**********************************************,EXCELLENT***************************************************************************************************************************************************************************************************************************************************************,3,65,,,,
The Residency Towers,Good experience,It was a good experience. We had a very wonderful time there. The service was excellent. They provide the best service. Thank you for such a wonderful experience. Keep up the good work and maintain the hotel as it is.,3,100,,,,
The Residency Towers,Great location and good services,"24 hrs check-in is the best part about this hotel. Service is great, Staff is helpful and friendly, food is good and excellent location. I always enjoy my stay here. However the Gym should be improved. More space is needed and equipment requires major upgrade.",3,86,,,,
The Residency Towers,Good hotel and nice location,Good hotel and nice location. Staff is very supportive and took great care. The pub is nice and ambience is awesome. I would strongly suggest this hotel for any business traveller. It is situated in the heart of city and in main market area.,3,86,,,,
The Residency Towers,Helpful staff and great service,"Great location, very close to city center and markets. Staff is very helpful and service is great. We had some special requests and they helped us with all of them. Enjoyed our stay. Would recommend to others.",3,86,,,,
The Residency Towers,Awesome experience,I will definitely stay this hotel on my next visit to Chennai. Very good ambience. Shopping centres nearby. Facilities are excellent Staff is also good and supportive,3,65,,,,
The Residency Towers,Was a nice place to stay,It has extremely great ambience and the rooms are good. Liked the experience. The buffet was costly however the food is good. The swimming pool was great and the gym facility was good. I enjoyed playing in the pool and the cleanliness of the pool was appreciable. Overall rating : 4. 5/5.,3,86,,,,
The Residency Towers,Nice Stay,Nice hotel with very good ambience. Nice reception and overall design. All locations are designed to feel good and spacious. People are very soft and gentle and skilled to serve all kind of guest including foreigners.,3,86,,,,
The Residency Towers,Very bad hospitality much more to improve,The hotel reception staff are very bad. Even the other services in the hotel is same only. I ordered fish fry but got very bad smelling really totally damaged one. Breakfast is also not up to the mark.,1,29,,,,
The Residency Towers,Very homely and safe environment,Very homely and safe environment. Breakfast excellent. The check in and check out was very simple. We called and asked for a late check-in and check out which was honoured. The hotel is centrally located in the heart of the shopping centre. The hotel was very safe as we were traveling single.,3,100,,,,
