ID,LOCATION_GROUP,LONGITUDE,LATITUDE
859,Mobile,0.0,0.0
860,Mobile,0.0,0.0
861,Mobile,0.0,0.0
862,Mobile,0.0,0.0
863,Mobile,0.0,0.0
864,Mobile,0.0,0.0
865,Mobile,0.0,0.0
866,Mobile,0.0,0.0
867,Mobile,0.0,0.0
868,Mobile,0.0,0.0
869,Mobile,0.0,0.0
870,Mobile,0.0,0.0
871,Mobile,0.0,0.0
872,Mobile,0.0,0.0
873,Mobile,0.0,0.0
874,Mobile,0.0,0.0
875,Mobile,0.0,0.0
876,Mobile,0.0,0.0
877,Mobile,0.0,0.0
878,Mobile,0.0,0.0
879,Mobile,0.0,0.0
880,Mobile,0.0,0.0
881,Mobile,0.0,0.0
882,Mobile,0.0,0.0
883,Mobile,0.0,0.0
884,Mobile,0.0,0.0
885,Mobile,0.0,0.0
886,Mobile,0.0,0.0
887,Mobile,0.0,0.0
888,Mobile,0.0,0.0
889,Mobile,0.0,0.0
890,Mobile,0.0,0.0
891,Mobile,0.0,0.0
892,Mobile,0.0,0.0
893,Mobile,0.0,0.0
894,Mobile,0.0,0.0
895,Mobile,0.0,0.0
896,Mobile,0.0,0.0
897,Mobile,0.0,0.0
898,Mobile,0.0,0.0
899,Mobile,0.0,0.0
900,Mobile,0.0,0.0
901,Mobile,0.0,0.0
902,Mobile,0.0,0.0
903,Mobile,0.0,0.0
904,Mobile,0.0,0.0
905,Mobile,0.0,0.0
906,Mobile,0.0,0.0
907,Mobile,0.0,0.0
908,Mobile,0.0,0.0
909,Mobile,0.0,0.0
910,Mobile,0.0,0.0
911,Mobile,0.0,0.0
912,Mobile,0.0,0.0
913,Mobile,0.0,0.0
914,Mobile,0.0,0.0
915,Mobile,0.0,0.0
916,Mobile,0.0,0.0
917,Mobile,0.0,0.0
918,Mobile,0.0,0.0
919,Mobile,0.0,0.0
920,Mobile,0.0,0.0
921,Mobile,0.0,0.0
922,Mobile,0.0,0.0
923,Mobile,0.0,0.0
924,Mobile,0.0,0.0
925,Mobile,0.0,0.0
926,Mobile,0.0,0.0
927,Mobile,0.0,0.0
928,Mobile,0.0,0.0
929,Mobile,0.0,0.0
930,Mobile,0.0,0.0
931,Mobile,0.0,0.0
932,Mobile,0.0,0.0
933,Mobile,0.0,0.0
934,Mobile,0.0,0.0
935,Mobile,0.0,0.0
936,Mobile,0.0,0.0
937,Mobile,0.0,0.0
938,Mobile,0.0,0.0
939,Mobile,0.0,0.0
940,Mobile,0.0,0.0
941,Mobile,0.0,0.0
942,Mobile,0.0,0.0
943,Mobile,0.0,0.0
944,Mobile,0.0,0.0
945,Mobile,0.0,0.0
946,Mobile,0.0,0.0
947,Mobile,0.0,0.0
948,Mobile,0.0,0.0
949,Mobile,0.0,0.0
950,Mobile,0.0,0.0
951,Mobile,0.0,0.0
952,Mobile,0.0,0.0
953,Mobile,0.0,0.0
954,Mobile,0.0,0.0
955,Mobile,0.0,0.0
956,Mobile,0.0,0.0
957,Mobile,0.0,0.0
958,Mobile,0.0,0.0
959,Mobile,0.0,0.0
960,Mobile,0.0,0.0
961,Mobile,0.0,0.0
962,Mobile,0.0,0.0
963,Mobile,0.0,0.0
964,Mobile,0.0,0.0
965,Mobile,0.0,0.0
966,Mobile,0.0,0.0
967,Mobile,0.0,0.0
968,Mobile,0.0,0.0
969,Mobile,0.0,0.0
970,Mobile,0.0,0.0
971,Mobile,0.0,0.0
972,Mobile,0.0,0.0
973,Mobile,0.0,0.0
974,Mobile,0.0,0.0
975,Mobile,0.0,0.0
976,Mobile,0.0,0.0
977,Mobile,0.0,0.0
978,Mobile,0.0,0.0
979,Mobile,0.0,0.0
980,Mobile,0.0,0.0
981,Mobile,0.0,0.0
982,Mobile,0.0,0.0
983,Mobile,0.0,0.0
984,Mobile,0.0,0.0
985,Mobile,0.0,0.0
986,Mobile,0.0,0.0
987,Mobile,0.0,0.0
988,Mobile,0.0,0.0
989,Mobile,0.0,0.0
990,Mobile,0.0,0.0
991,Mobile,0.0,0.0
992,Mobile,0.0,0.0
993,Mobile,0.0,0.0
994,Mobile,0.0,0.0
995,Mobile,0.0,0.0
996,Mobile,0.0,0.0
997,Mobile,0.0,0.0
998,Mobile,0.0,0.0
999,Mobile,0.0,0.0
1000,Mobile,0.0,0.0
1001,Mobile,0.0,0.0
1002,Mobile,0.0,0.0
1003,Mobile,0.0,0.0
1004,Mobile,0.0,0.0
1005,Mobile,0.0,0.0
1006,Mobile,0.0,0.0
1007,Mobile,0.0,0.0
1008,Mobile,0.0,0.0
1009,Mobile,0.0,0.0
1010,Mobile,0.0,0.0
1011,Mobile,0.0,0.0
1012,Mobile,0.0,0.0
1013,Mobile,0.0,0.0
1014,Mobile,0.0,0.0
1015,Mobile,0.0,0.0
1016,Mobile,0.0,0.0
1017,Mobile,0.0,0.0
1018,Mobile,0.0,0.0
1019,Mobile,0.0,0.0
1020,Mobile,0.0,0.0
1021,Mobile,0.0,0.0
1022,Mobile,0.0,0.0
1023,Mobile,0.0,0.0
1024,Mobile,0.0,0.0
1025,Mobile,0.0,0.0
1026,Mobile,0.0,0.0
1027,Mobile,0.0,0.0
1028,Mobile,0.0,0.0
1029,Mobile,0.0,0.0
1030,Mobile,0.0,0.0
1031,Mobile,0.0,0.0
1032,Mobile,0.0,0.0
1033,Mobile,0.0,0.0
1034,Mobile,0.0,0.0
1035,Mobile,0.0,0.0
1036,Mobile,0.0,0.0
1037,Mobile,0.0,0.0
1038,Mobile,0.0,0.0
1039,Mobile,0.0,0.0
1040,Mobile,0.0,0.0
1041,Mobile,0.0,0.0
1042,Mobile,0.0,0.0
1043,Mobile,0.0,0.0
1044,Mobile,0.0,0.0
1045,Mobile,0.0,0.0
1046,Mobile,0.0,0.0
1047,Mobile,0.0,0.0
1048,Mobile,0.0,0.0
1049,Mobile,0.0,0.0
1050,Mobile,0.0,0.0
1051,Mobile,0.0,0.0
1052,Mobile,0.0,0.0
1053,Mobile,0.0,0.0
1054,Mobile,0.0,0.0
1055,Mobile,0.0,0.0
1056,Mobile,0.0,0.0
1057,Mobile,0.0,0.0
1058,Mobile,0.0,0.0
1059,Mobile,0.0,0.0
1060,Mobile,0.0,0.0
1061,Mobile,0.0,0.0
1062,Mobile,0.0,0.0
1063,Mobile,0.0,0.0
1064,Mobile,0.0,0.0
1065,Mobile,0.0,0.0
1066,Mobile,0.0,0.0
1067,Mobile,0.0,0.0
1068,Mobile,0.0,0.0
1069,Mobile,0.0,0.0
1070,Mobile,0.0,0.0
1071,Mobile,0.0,0.0
1072,Mobile,0.0,0.0
1073,Mobile,0.0,0.0
1074,Mobile,0.0,0.0
1075,Mobile,0.0,0.0
1076,Mobile,0.0,0.0
1077,Mobile,0.0,0.0
1078,Mobile,0.0,0.0
1079,Mobile,0.0,0.0
1080,Mobile,0.0,0.0
1081,Mobile,0.0,0.0
1082,Mobile,0.0,0.0
1083,Mobile,0.0,0.0
1084,Mobile,0.0,0.0
1085,Mobile,0.0,0.0
1086,Mobile,0.0,0.0
1087,Mobile,0.0,0.0
1088,Mobile,0.0,0.0
1089,Mobile,0.0,0.0
1090,Mobile,0.0,0.0
1091,Mobile,0.0,0.0
1092,Mobile,0.0,0.0
1093,Mobile,0.0,0.0
1094,Mobile,0.0,0.0
1095,Mobile,0.0,0.0
1096,Mobile,0.0,0.0
1097,Mobile,0.0,0.0
1098,Mobile,0.0,0.0
1099,Mobile,0.0,0.0
1100,Mobile,0.0,0.0
1101,Mobile,0.0,0.0
1102,Mobile,0.0,0.0
1103,Mobile,0.0,0.0
1104,Mobile,0.0,0.0
1105,Mobile,0.0,0.0
1106,Mobile,0.0,0.0
1107,Mobile,0.0,0.0
1108,Mobile,0.0,0.0
1109,Mobile,0.0,0.0
1110,Mobile,0.0,0.0
1111,Mobile,0.0,0.0
1112,Mobile,0.0,0.0
1113,Mobile,0.0,0.0
1114,Mobile,0.0,0.0
1115,Mobile,0.0,0.0
1116,Mobile,0.0,0.0
1117,Mobile,0.0,0.0
1118,Mobile,0.0,0.0
1119,Mobile,0.0,0.0
1120,Mobile,0.0,0.0
1121,Mobile,0.0,0.0
1122,Mobile,0.0,0.0
1123,Mobile,0.0,0.0
1124,Mobile,0.0,0.0
1125,Mobile,0.0,0.0
1126,Mobile,0.0,0.0
1127,Mobile,0.0,0.0
1128,Mobile,0.0,0.0
1129,Mobile,0.0,0.0
1130,Mobile,0.0,0.0
1131,Mobile,0.0,0.0
1132,Mobile,0.0,0.0
1133,Mobile,0.0,0.0
1134,Mobile,0.0,0.0
1135,Mobile,0.0,0.0
1136,Mobile,0.0,0.0
1137,Mobile,0.0,0.0
1138,Mobile,0.0,0.0
1139,Mobile,0.0,0.0
1140,Mobile,0.0,0.0
1141,Mobile,0.0,0.0
1142,Mobile,0.0,0.0
1143,Mobile,0.0,0.0
1144,Mobile,0.0,0.0
1145,Mobile,0.0,0.0
1146,Mobile,0.0,0.0
1147,Mobile,0.0,0.0
1148,Mobile,0.0,0.0
1149,Mobile,0.0,0.0
1150,Mobile,0.0,0.0
1151,Mobile,0.0,0.0
1152,Mobile,0.0,0.0
1153,Mobile,0.0,0.0
1154,Mobile,0.0,0.0
1155,Mobile,0.0,0.0
1156,Mobile,0.0,0.0
1157,Mobile,0.0,0.0
1158,Mobile,0.0,0.0
1159,Mobile,0.0,0.0
1160,Mobile,0.0,0.0
1161,Mobile,0.0,0.0
1162,Mobile,0.0,0.0
1163,Mobile,0.0,0.0
1164,Mobile,0.0,0.0
1165,Mobile,0.0,0.0
1166,Mobile,0.0,0.0
1167,Mobile,0.0,0.0
1168,Mobile,0.0,0.0
1169,Mobile,0.0,0.0
1170,Mobile,0.0,0.0
1171,Mobile,0.0,0.0
1172,Mobile,0.0,0.0
1173,Mobile,0.0,0.0
1174,Mobile,0.0,0.0
1175,Mobile,0.0,0.0
1176,Mobile,0.0,0.0
1177,Mobile,0.0,0.0
1178,Mobile,0.0,0.0
1179,Mobile,0.0,0.0
1180,Mobile,0.0,0.0
1181,Mobile,0.0,0.0
1182,Mobile,0.0,0.0
1183,Mobile,0.0,0.0
1184,Mobile,0.0,0.0
1185,Mobile,0.0,0.0
1186,Mobile,0.0,0.0
1187,Mobile,0.0,0.0
1188,Mobile,0.0,0.0
1189,Mobile,0.0,0.0
1190,Mobile,0.0,0.0
1191,Mobile,0.0,0.0
1192,Mobile,0.0,0.0
1193,Mobile,0.0,0.0
1194,Mobile,0.0,0.0
1195,Mobile,0.0,0.0
1196,Mobile,0.0,0.0
1197,Mobile,0.0,0.0
1198,Mobile,0.0,0.0
1199,Mobile,0.0,0.0
1200,Mobile,0.0,0.0
1201,Mobile,0.0,0.0
1202,Mobile,0.0,0.0
1203,Mobile,0.0,0.0
1204,Mobile,0.0,0.0
1205,Mobile,0.0,0.0
1206,Mobile,0.0,0.0
1207,Mobile,0.0,0.0
1208,Mobile,0.0,0.0
1209,Mobile,0.0,0.0
1210,Mobile,0.0,0.0
1211,Mobile,0.0,0.0
1212,Mobile,0.0,0.0
1213,Mobile,0.0,0.0
1214,Mobile,0.0,0.0
1215,Mobile,0.0,0.0
1216,Mobile,0.0,0.0
1217,Mobile,0.0,0.0
1218,Mobile,0.0,0.0
1219,Mobile,0.0,0.0
1220,Mobile,0.0,0.0
1221,Mobile,0.0,0.0
1222,Mobile,0.0,0.0
1223,Mobile,0.0,0.0
1224,Mobile,0.0,0.0
1225,Mobile,0.0,0.0
1226,Mobile,0.0,0.0
1227,Mobile,0.0,0.0
1228,Mobile,0.0,0.0
1229,Mobile,0.0,0.0
1230,Mobile,0.0,0.0
1231,Mobile,0.0,0.0
1232,Mobile,0.0,0.0
1233,Mobile,0.0,0.0
1234,Mobile,0.0,0.0
1235,Mobile,0.0,0.0
1236,Mobile,0.0,0.0
1237,Mobile,0.0,0.0
1238,Mobile,0.0,0.0
1239,Mobile,0.0,0.0
1240,Mobile,0.0,0.0
1241,Mobile,0.0,0.0
1242,Mobile,0.0,0.0
1243,Mobile,0.0,0.0
1244,Mobile,0.0,0.0
1245,Mobile,0.0,0.0
1246,Mobile,0.0,0.0
1247,Mobile,0.0,0.0
1248,Mobile,0.0,0.0
1249,Mobile,0.0,0.0
1250,Mobile,0.0,0.0
1251,Mobile,0.0,0.0
1252,Mobile,0.0,0.0
1253,Mobile,0.0,0.0
1254,Mobile,0.0,0.0
1255,Mobile,0.0,0.0
1256,Mobile,0.0,0.0
1257,Mobile,0.0,0.0
1258,Mobile,0.0,0.0
1259,Mobile,0.0,0.0
1260,Mobile,0.0,0.0
1261,Mobile,0.0,0.0
1262,Mobile,0.0,0.0
1263,Mobile,0.0,0.0
1264,Mobile,0.0,0.0
1265,Mobile,0.0,0.0
1266,Mobile,0.0,0.0
1267,Mobile,0.0,0.0
1268,Mobile,0.0,0.0
1269,Mobile,0.0,0.0
1270,Mobile,0.0,0.0
1271,Mobile,0.0,0.0
1272,Mobile,0.0,0.0
1273,Mobile,0.0,0.0
1274,Mobile,0.0,0.0
1275,Mobile,0.0,0.0
1276,Mobile,0.0,0.0
1277,Mobile,0.0,0.0
1278,Mobile,0.0,0.0
1279,Mobile,0.0,0.0
1280,Mobile,0.0,0.0
1281,Mobile,0.0,0.0
1282,Mobile,0.0,0.0
1283,Mobile,0.0,0.0
1284,Mobile,0.0,0.0
1285,Mobile,0.0,0.0
1286,Mobile,0.0,0.0
1287,Mobile,0.0,0.0
1288,Mobile,0.0,0.0
1289,Mobile,0.0,0.0
1290,Mobile,0.0,0.0
1291,Mobile,0.0,0.0
1292,Mobile,0.0,0.0
1293,Mobile,0.0,0.0
1294,Mobile,0.0,0.0
1295,Mobile,0.0,0.0
1296,Mobile,0.0,0.0
1297,Mobile,0.0,0.0
1298,Mobile,0.0,0.0
1299,Mobile,0.0,0.0
1300,Mobile,0.0,0.0
1301,Mobile,0.0,0.0
1302,Mobile,0.0,0.0
1303,Mobile,0.0,0.0
1304,Mobile,0.0,0.0
1305,Mobile,0.0,0.0
1306,Mobile,0.0,0.0
1307,Mobile,0.0,0.0
1308,Mobile,0.0,0.0
1309,Mobile,0.0,0.0
1310,Mobile,0.0,0.0
1311,Mobile,0.0,0.0
1312,Mobile,0.0,0.0
1313,Mobile,0.0,0.0
1314,Mobile,0.0,0.0
1315,Mobile,0.0,0.0
1316,Mobile,0.0,0.0
1317,Mobile,0.0,0.0
1318,Mobile,0.0,0.0
1319,Mobile,0.0,0.0
1320,Mobile,0.0,0.0
1321,Mobile,0.0,0.0
1322,Mobile,0.0,0.0
1323,Mobile,0.0,0.0
1324,Mobile,0.0,0.0
1325,Mobile,0.0,0.0
1326,Mobile,0.0,0.0
1327,Mobile,0.0,0.0
1328,Mobile,0.0,0.0
1329,Mobile,0.0,0.0
1330,Mobile,0.0,0.0
1331,Mobile,0.0,0.0
1332,Mobile,0.0,0.0
1333,Mobile,0.0,0.0
1334,Mobile,0.0,0.0
1335,Mobile,0.0,0.0
1336,Mobile,0.0,0.0
1337,Mobile,0.0,0.0
1338,Mobile,0.0,0.0
1339,Mobile,0.0,0.0
1340,Mobile,0.0,0.0
1341,Mobile,0.0,0.0
1342,Mobile,0.0,0.0
1343,Mobile,0.0,0.0
1344,Mobile,0.0,0.0
1345,Mobile,0.0,0.0
1346,Mobile,0.0,0.0
1347,Mobile,0.0,0.0
1348,Mobile,0.0,0.0
1349,Mobile,0.0,0.0
1350,Mobile,0.0,0.0
1351,Mobile,0.0,0.0
1352,Mobile,0.0,0.0
1353,Mobile,0.0,0.0
1354,Mobile,0.0,0.0
1355,Mobile,0.0,0.0
1356,Mobile,0.0,0.0
1357,Mobile,0.0,0.0
1358,Mobile,0.0,0.0
1359,Mobile,0.0,0.0
1360,Mobile,0.0,0.0
1361,Mobile,0.0,0.0
1362,Mobile,0.0,0.0
1363,Mobile,0.0,0.0
1364,Mobile,0.0,0.0
1365,Mobile,0.0,0.0
1366,Mobile,0.0,0.0
1367,Mobile,0.0,0.0
1368,Mobile,0.0,0.0
1369,Mobile,0.0,0.0
1370,Mobile,0.0,0.0
1371,Mobile,0.0,0.0
1372,Mobile,0.0,0.0
1373,Mobile,0.0,0.0
1374,Mobile,0.0,0.0
1375,Mobile,0.0,0.0
1376,Mobile,0.0,0.0
1377,Mobile,0.0,0.0
1378,Mobile,0.0,0.0
1379,Mobile,0.0,0.0
1380,Mobile,0.0,0.0
1381,Mobile,0.0,0.0
1382,Mobile,0.0,0.0
1383,Mobile,0.0,0.0
1384,Mobile,0.0,0.0
1385,Mobile,0.0,0.0
1386,Mobile,0.0,0.0
1387,Mobile,0.0,0.0
1388,Mobile,0.0,0.0
1389,Mobile,0.0,0.0
1390,Mobile,0.0,0.0
1391,Mobile,0.0,0.0
1392,Mobile,0.0,0.0
1393,Mobile,0.0,0.0
1394,Mobile,0.0,0.0
1395,Mobile,0.0,0.0
1396,Mobile,0.0,0.0
1397,Mobile,0.0,0.0
1398,Mobile,0.0,0.0
1399,Mobile,0.0,0.0
1400,Mobile,0.0,0.0
1401,Mobile,0.0,0.0
1402,Mobile,0.0,0.0
1403,Mobile,0.0,0.0
1404,Mobile,0.0,0.0
1405,Mobile,0.0,0.0
1406,Mobile,0.0,0.0
1407,Mobile,0.0,0.0
1408,Mobile,0.0,0.0
1409,Mobile,0.0,0.0
1410,Mobile,0.0,0.0
1411,Mobile,0.0,0.0
1412,Mobile,0.0,0.0
1413,Mobile,0.0,0.0
1414,Mobile,0.0,0.0
1415,Mobile,0.0,0.0
1416,Mobile,0.0,0.0
1417,Mobile,0.0,0.0
1418,Mobile,0.0,0.0
1419,Mobile,0.0,0.0
1420,Mobile,0.0,0.0
1421,Mobile,0.0,0.0
1422,Mobile,0.0,0.0
1423,Mobile,0.0,0.0
1424,Mobile,0.0,0.0
1425,Mobile,0.0,0.0
1426,Mobile,0.0,0.0
1427,Mobile,0.0,0.0
1428,Mobile,0.0,0.0
1429,Mobile,0.0,0.0
1430,Mobile,0.0,0.0
1431,Mobile,0.0,0.0
1432,Mobile,0.0,0.0
1433,Mobile,0.0,0.0
1434,Mobile,0.0,0.0
1435,Mobile,0.0,0.0
1436,Mobile,0.0,0.0
1437,Mobile,0.0,0.0
1438,Mobile,0.0,0.0
1439,Mobile,0.0,0.0
1440,Mobile,0.0,0.0
1441,Mobile,0.0,0.0
1442,Mobile,0.0,0.0
1443,Mobile,0.0,0.0
1444,Mobile,0.0,0.0
1445,Mobile,0.0,0.0
1446,Mobile,0.0,0.0
1447,Mobile,0.0,0.0
1448,Mobile,0.0,0.0
1449,Mobile,0.0,0.0
1450,Mobile,0.0,0.0
1451,Mobile,0.0,0.0
1452,Mobile,0.0,0.0
1453,Mobile,0.0,0.0
1454,Mobile,0.0,0.0
1455,Mobile,0.0,0.0
1456,Mobile,0.0,0.0
1457,Mobile,0.0,0.0
1458,Mobile,0.0,0.0
1459,Mobile,0.0,0.0
1460,Mobile,0.0,0.0
1461,Mobile,0.0,0.0
1462,Mobile,0.0,0.0
1463,Mobile,0.0,0.0
1464,Mobile,0.0,0.0
1465,Mobile,0.0,0.0
1466,Mobile,0.0,0.0
1467,Mobile,0.0,0.0
1468,Mobile,0.0,0.0
1469,Mobile,0.0,0.0
1470,Mobile,0.0,0.0
1471,Mobile,0.0,0.0
1472,Mobile,0.0,0.0
1473,Mobile,0.0,0.0
1474,Mobile,0.0,0.0
1475,Mobile,0.0,0.0
1476,Mobile,0.0,0.0
1477,Mobile,0.0,0.0
1478,Mobile,0.0,0.0
1479,Mobile,0.0,0.0
1480,Mobile,0.0,0.0
1481,Mobile,0.0,0.0
1482,Mobile,0.0,0.0
1483,Mobile,0.0,0.0
1484,Mobile,0.0,0.0
1485,Mobile,0.0,0.0
1486,Mobile,0.0,0.0
1487,Mobile,0.0,0.0
1488,Mobile,0.0,0.0
1489,Mobile,0.0,0.0
1490,Mobile,0.0,0.0
1491,Mobile,0.0,0.0
1492,Mobile,0.0,0.0
1493,Mobile,0.0,0.0
1494,Mobile,0.0,0.0
1495,Mobile,0.0,0.0
1496,Mobile,0.0,0.0
1497,Mobile,0.0,0.0
1498,Mobile,0.0,0.0
1499,Mobile,0.0,0.0
1500,Mobile,0.0,0.0
1501,Mobile,0.0,0.0
1502,Mobile,0.0,0.0
1503,Mobile,0.0,0.0
1504,Mobile,0.0,0.0
1505,Mobile,0.0,0.0
1506,Mobile,0.0,0.0
1507,Mobile,0.0,0.0
1508,Mobile,0.0,0.0
1509,Mobile,0.0,0.0
1510,Mobile,0.0,0.0
1511,Mobile,0.0,0.0
1512,Mobile,0.0,0.0
1513,Mobile,0.0,0.0
1514,Mobile,0.0,0.0
1515,Mobile,0.0,0.0
1516,Mobile,0.0,0.0
1517,Mobile,0.0,0.0
1518,Mobile,0.0,0.0
1519,Mobile,0.0,0.0
1520,Mobile,0.0,0.0
1521,Mobile,0.0,0.0
1522,Mobile,0.0,0.0
1523,Mobile,0.0,0.0
1524,Mobile,0.0,0.0
1525,Mobile,0.0,0.0
1526,Mobile,0.0,0.0
1527,Mobile,0.0,0.0
1528,Mobile,0.0,0.0
1529,Mobile,0.0,0.0
1530,Mobile,0.0,0.0
1531,Mobile,0.0,0.0
1532,Mobile,0.0,0.0
1533,Mobile,0.0,0.0
1534,Mobile,0.0,0.0
1535,Mobile,0.0,0.0
1536,Mobile,0.0,0.0
1537,Mobile,0.0,0.0
1538,Mobile,0.0,0.0
1539,Mobile,0.0,0.0
1540,Mobile,0.0,0.0
1541,Mobile,0.0,0.0
1542,Mobile,0.0,0.0
1543,Mobile,0.0,0.0
1544,Mobile,0.0,0.0
1545,Mobile,0.0,0.0
1546,Mobile,0.0,0.0
1547,Mobile,0.0,0.0
1548,Mobile,0.0,0.0
1549,Mobile,0.0,0.0
1550,Mobile,0.0,0.0
1551,Mobile,0.0,0.0
1552,Mobile,0.0,0.0
1553,Mobile,0.0,0.0
1554,Mobile,0.0,0.0
1555,Mobile,0.0,0.0
1556,Mobile,0.0,0.0
1557,Mobile,0.0,0.0
1558,Mobile,0.0,0.0
1559,Mobile,0.0,0.0
1560,Mobile,0.0,0.0
1561,Mobile,0.0,0.0
1562,Mobile,0.0,0.0
1563,Mobile,0.0,0.0
1564,Mobile,0.0,0.0
1565,Mobile,0.0,0.0
1566,Mobile,0.0,0.0
1567,Mobile,0.0,0.0
1568,Mobile,0.0,0.0
1569,Mobile,0.0,0.0
1570,Mobile,0.0,0.0
1571,Mobile,0.0,0.0
1572,Mobile,0.0,0.0
1573,Mobile,0.0,0.0
1574,Mobile,0.0,0.0
1575,Mobile,0.0,0.0
1576,Mobile,0.0,0.0
1577,Mobile,0.0,0.0
1578,Mobile,0.0,0.0
1579,Mobile,0.0,0.0
1580,Mobile,0.0,0.0
1581,Mobile,0.0,0.0
1582,Mobile,0.0,0.0
1583,Mobile,0.0,0.0
1584,Mobile,0.0,0.0
1585,Mobile,0.0,0.0
1586,Mobile,0.0,0.0
1587,Mobile,0.0,0.0
1588,Mobile,0.0,0.0
1589,Mobile,0.0,0.0
1590,Mobile,0.0,0.0
1591,Mobile,0.0,0.0
1592,Mobile,0.0,0.0
1593,Mobile,0.0,0.0
1594,Mobile,0.0,0.0
1595,Mobile,0.0,0.0
1596,Mobile,0.0,0.0
1597,Mobile,0.0,0.0
1598,Mobile,0.0,0.0
1599,Mobile,0.0,0.0
1600,Mobile,0.0,0.0
1601,Mobile,0.0,0.0
1602,Mobile,0.0,0.0
1603,Mobile,0.0,0.0
1604,Mobile,0.0,0.0
1605,Mobile,0.0,0.0
1606,Mobile,0.0,0.0
1607,Mobile,0.0,0.0
1608,Mobile,0.0,0.0
1609,Mobile,0.0,0.0
1610,Mobile,0.0,0.0
1611,Mobile,0.0,0.0
1612,Mobile,0.0,0.0
1613,Mobile,0.0,0.0
1614,Mobile,0.0,0.0
1615,Mobile,0.0,0.0
1616,Mobile,0.0,0.0
1617,Mobile,0.0,0.0
1618,Mobile,0.0,0.0
1619,Mobile,0.0,0.0
1620,Mobile,0.0,0.0
1621,Mobile,0.0,0.0
1622,Mobile,0.0,0.0
1623,Mobile,0.0,0.0
1624,Mobile,0.0,0.0
1625,Mobile,0.0,0.0
1626,Mobile,0.0,0.0
1627,Mobile,0.0,0.0
1628,Mobile,0.0,0.0
1629,Mobile,0.0,0.0
1630,Mobile,0.0,0.0
1631,Mobile,0.0,0.0
1632,Mobile,0.0,0.0
1633,Mobile,0.0,0.0
1634,Mobile,0.0,0.0
1635,Mobile,0.0,0.0
1636,Mobile,0.0,0.0
1637,Mobile,0.0,0.0
1638,Mobile,0.0,0.0
1639,Mobile,0.0,0.0
1640,Mobile,0.0,0.0
1641,Mobile,0.0,0.0
1642,Mobile,0.0,0.0
1643,Mobile,0.0,0.0
1644,Mobile,0.0,0.0
1645,Mobile,0.0,0.0
1646,Mobile,0.0,0.0
1647,Mobile,0.0,0.0
1648,Mobile,0.0,0.0
1649,Mobile,0.0,0.0
1650,Mobile,0.0,0.0
1651,Mobile,0.0,0.0
1652,Mobile,0.0,0.0
1653,Mobile,0.0,0.0
1654,Mobile,0.0,0.0
1655,Mobile,0.0,0.0
1656,Mobile,0.0,0.0
1657,Mobile,0.0,0.0
1658,Mobile,0.0,0.0
1659,Mobile,0.0,0.0
1660,Mobile,0.0,0.0
1661,Mobile,0.0,0.0
1662,Mobile,0.0,0.0
1663,Mobile,0.0,0.0
1664,Mobile,0.0,0.0
1665,Mobile,0.0,0.0
1666,Mobile,0.0,0.0
1667,Mobile,0.0,0.0
1668,Mobile,0.0,0.0
1669,Mobile,0.0,0.0
1670,Mobile,0.0,0.0
1671,Mobile,0.0,0.0
1672,Mobile,0.0,0.0
1673,Mobile,0.0,0.0
1674,Mobile,0.0,0.0
1675,Mobile,0.0,0.0
1676,Mobile,0.0,0.0
1677,Mobile,0.0,0.0
1678,Mobile,0.0,0.0
1679,Mobile,0.0,0.0
1680,Mobile,0.0,0.0
1681,Mobile,0.0,0.0
1682,Mobile,0.0,0.0
1683,Mobile,0.0,0.0
1684,Mobile,0.0,0.0
1685,Mobile,0.0,0.0
1686,Mobile,0.0,0.0
1687,Mobile,0.0,0.0
1688,Mobile,0.0,0.0
1689,Mobile,0.0,0.0
1690,Mobile,0.0,0.0
1691,Mobile,0.0,0.0
1692,Mobile,0.0,0.0
1693,Mobile,0.0,0.0
1694,Mobile,0.0,0.0
1695,Mobile,0.0,0.0
1696,Mobile,0.0,0.0
1697,Mobile,0.0,0.0
1698,Mobile,0.0,0.0
1699,Mobile,0.0,0.0
1700,Mobile,0.0,0.0
1701,Mobile,0.0,0.0
1702,Mobile,0.0,0.0
1703,Mobile,0.0,0.0
1704,Mobile,0.0,0.0
1705,Mobile,0.0,0.0
1706,Mobile,0.0,0.0
1707,Mobile,0.0,0.0
1708,Mobile,0.0,0.0
1709,Mobile,0.0,0.0
1710,Mobile,0.0,0.0
1711,Mobile,0.0,0.0
1712,Mobile,0.0,0.0
1713,Mobile,0.0,0.0
1714,Mobile,0.0,0.0
1715,Mobile,0.0,0.0
1716,Mobile,0.0,0.0
1717,Mobile,0.0,0.0
1718,Mobile,0.0,0.0
1719,Mobile,0.0,0.0
1720,Mobile,0.0,0.0
1721,Mobile,0.0,0.0
1722,Mobile,0.0,0.0
1723,Mobile,0.0,0.0
1724,Mobile,0.0,0.0
1725,Mobile,0.0,0.0
1726,Mobile,0.0,0.0
1727,Mobile,0.0,0.0
1728,Mobile,0.0,0.0
1729,Mobile,0.0,0.0
1730,Mobile,0.0,0.0
1731,Mobile,0.0,0.0
1732,Mobile,0.0,0.0
1733,Mobile,0.0,0.0
1734,Mobile,0.0,0.0
1735,Mobile,0.0,0.0
1736,Mobile,0.0,0.0
1737,Mobile,0.0,0.0
1738,Mobile,0.0,0.0
1739,Mobile,0.0,0.0
1740,Mobile,0.0,0.0
