,id_major,id_university,type,major_name,capacity
345,1811045,181,science,TEKNIK SIPIL,35
346,1811053,181,science,AGROTEKNOLOGI,35
347,1811061,181,science,MANAJEMEN SUMBERDAYA PERAIRAN,25
348,1811076,181,science,BIOLOGI,16
349,1811084,181,science,AGRIBISNIS,35
350,1811092,181,science,BUDIDAYA PERAIRAN,30
351,1811103,181,science,ILMU KELAUTAN,14
352,1811111,181,science,KIMIA,14
353,1811126,181,science,FISIKA,14
354,1811134,181,science,MATEMATIKA,12
355,1911015,191,science,AGROTEKNOLOGI,31
356,1911023,191,science,AGRIBISNIS,54
357,1911031,191,science,TEKNIK GEOFISIKA,44
358,1911046,191,science,TEKNIK SIPIL,66
359,1911054,191,science,KIMIA,63
360,1911062,191,science,BIOLOGI,45
361,1911077,191,science,TEKNOLOGI HASIL PERTANIAN,45
362,1911085,191,science,PETERNAKAN,31
363,1911093,191,science,KEHUTANAN,67
364,1911104,191,science,TEKNIK PERTANIAN,45
365,1911112,191,science,MATEMATIKA,63
366,1911127,191,science,FISIKA,63
367,1911135,191,science,TEKNIK MESIN,44
368,1911143,191,science,TEKNIK ELEKTRO,66
369,1911151,191,science,PEND. MATEMATIKA,36
370,1911166,191,science,PEND. FISIKA,36
371,1911174,191,science,PEND. KIMIA,36
372,1911182,191,science,PEND. BIOLOGI,36
373,1911197,191,science,TEKNIK KIMIA,66
374,1911201,191,science,PEND. KEDOKTERAN,65
375,1911216,191,science,BUDIDAYA PERAIRAN,31
376,1911224,191,science,ILMU KOMPUTER,45
377,1911232,191,science,ARSITEKTUR,28
378,1911247,191,science,TEKNIK GEODESI,28
379,1911255,191,science,TEKNIK INFORMATIKA,44
380,1911263,191,science,SUMBERDAYA AKUATIK,31
381,1911271,191,science,ILMU TANAH,27
382,1911286,191,science,AGRONOMI,45
383,1911294,191,science,PROTEKSI TANAMAN,27
384,1911305,191,science,PENYULUHAN PERTANIAN,45
385,1911313,191,science,ILMU KELAUTAN,27
386,1911321,191,science,TEKNOLOGI INDUSTRI PERTANIAN,27
387,1911336,191,science,NUTRISI DAN TEKNOLOGI PANGAN TERNAK,31
388,1911344,191,science,PENDIDIKAN VOKASIONAL TEKNOLOGI INFORMASI,14
389,1911352,191,science,FARMASI,32
390,1911367,191,science,BIOLOGI TERAPAN,18
391,1921017,192,science,TEKNIK GEOMATIKA,73
392,1921025,192,science,TEKNIK ELEKTRO,88
393,1921033,192,science,PERENCANAAN WILAYAH DAN KOTA,117
394,1921041,192,science,TEKNIK GEOFISIKA,102
395,1921056,192,science,TEKNIK SIPIL,117
396,1921064,192,science,TEKNIK INFORMATIKA,117
397,1921072,192,science,FISIKA,44
398,1921087,192,science,ARSITEKTUR,88
399,1921095,192,science,TEKNIK LINGKUNGAN,88
400,1921106,192,science,TEKNIK GEOLOGI,59
401,1921114,192,science,MATEMATIKA,59
402,1921122,192,science,TEKNIK MESIN,59
403,1921145,192,science,BIOLOGI,44
404,1921153,192,science,TEKNIK INDUSTRI,88
405,1921161,192,science,FARMASI,73
406,1921176,192,science,TEKNIK KIMIA,59
407,1921184,192,science,KIMIA,59
408,1921192,192,science,TEKNIK FISIKA,59
409,1921203,192,science,TEKNIK KELAUTAN,59
410,1921211,192,science,SAINS ATMOSFIR DAN KEPLANETAN,59
411,1921226,192,science,TEKNIK BIOSISTEM,44
412,1921234,192,science,TEKNOLOGI INDUSTRI PERTANIAN,59
413,1921242,192,science,TEKNIK SISTEM ENERGI,59
414,1921257,192,science,TEKNOLOGI PANGAN,59
415,1921265,192,science,TEKNIK MATERIAL,59
416,1921273,192,science,TEKNIK PERTAMBANGAN,59
417,1921281,192,science,ARSITEKTUR LANSKAP,59
418,1921296,192,science,DESAIN KOMUNIKASI VISUAL,59
419,3111014,311,science,TEKNIK MESIN,48
420,3111022,311,science,TEKNIK ELEKTRO,48
421,3111037,311,science,TEKNIK INDUSTRI,48
422,3111045,311,science,TEKNIK METALURGI,48
423,3111053,311,science,TEKNIK KIMIA,48
424,3111061,311,science,TEKNIK SIPIL,32
425,3111076,311,science,AGRIBISNIS,80
426,3111084,311,science,AGROEKOTEKNOLOGI,80
427,3111092,311,science,PERIKANAN,48
428,3111103,311,science,PENDIDIKAN BIOLOGI,48
429,3111111,311,science,PENDIDIKAN MATEMATIKA,48
430,3111126,311,science,PENDIDIKAN TEKNIK ELEKTRO,32
431,3111134,311,science,PENDIDIKAN TEKNIK MESIN,32
432,3111142,311,science,PENDIDIKAN FISIKA,32
433,3111157,311,science,PENDIDIKAN KIMIA,32
434,3111165,311,science,PENDIDIKAN IPA,32
435,3111173,311,science,TEKNOLOGI PANGAN,48
436,3111181,311,science,ILMU KEOLAHRAGAAN,16
437,3111196,311,science,GIZI,16
438,3211015,321,science,PENDIDIKAN DOKTER,72
439,3211023,321,science,PENDIDIKAN DOKTER GIGI,48
440,3211031,321,science,MATEMATIKA,28
441,3211046,321,science,FISIKA,40
442,3211054,321,science,KIMIA,40
443,3211062,321,science,BIOLOGI,40
444,3211077,321,science,FARMASI,52
445,3211085,321,science,GEOGRAFI,40
446,3211093,321,science,TEKNIK SIPIL,36
447,3211104,321,science,TEKNIK MESIN,32
448,3211112,321,science,TEKNIK ELEKTRO,40
449,3211127,321,science,TEKNIK METALURGI & MATERIAL,36
450,3211135,321,science,ARSITEKTUR,24
451,3211143,321,science,TEKNIK KIMIA,36
452,3211151,321,science,ILMU KEPERAWATAN,48
453,3211166,321,science,ILMU KOMPUTER,60
454,3211174,321,science,ILMU KESEHATAN MASYARAKAT,60
455,3211182,321,science,TEKNIK INDUSTRI,48
456,3211197,321,science,TEKNIK PERKAPALAN,24
457,3211201,321,science,TEKNIK LINGKUNGAN,28
458,3211216,321,science,TEKNIK KOMPUTER,32
459,3211224,321,science,SISTEM INFORMASI,60
460,3211232,321,science,ARSITEKTUR INTERIOR,20
461,3211247,321,science,TEKNOLOGI BIOPROSES,24
462,3211255,321,science,GIZI,24
463,3211263,321,science,KESEHATAN LINGKUNGAN,20
464,3211271,321,science,KESELAMATAN DAN KESEHATAN KERJA,20
465,3211286,321,science,GEOFISIKA,28
466,3211294,321,science,GEOLOGI,28
467,3211305,321,science,STATISTIKA,24
468,3211313,321,science,AKTUARIA,20
469,3211321,321,science,TEKNIK BIOMEDIS,16
470,3221017,322,science,SOSIAL EKONOMI PERTANIAN / AGRIBISNIS,52
471,3221025,322,science,TEKNIK INFORMATIKA,52
472,3221033,322,science,SISTEM INFORMASI,52
473,3221041,322,science,MATEMATIKA,32
474,3221056,322,science,BIOLOGI,48
475,3221064,322,science,KIMIA,48
476,3221072,322,science,FISIKA,40
477,3221087,322,science,KESEHATAN MASYARAKAT,48
478,3221095,322,science,FARMASI,44
479,3221106,322,science,ILMU KEPERAWATAN,40
480,3221114,322,science,PENDIDIKAN DOKTER,40
481,3221122,322,science,PENDIDIKAN MATEMATIKA,39
482,3221145,322,science,PENDIDIKAN KIMIA,39
483,3221161,322,science,TEKNIK PERTAMBANGAN,16
484,3231012,323,science,PENDIDIKAN MATEMATIKA,20
485,3231027,323,science,PENDIDIKAN FISIKA,40
486,3231035,323,science,PENDIDIKAN KIMIA,40
487,3231043,323,science,PENDIDIKAN BIOLOGI,40
488,3231051,323,science,MATEMATIKA,20
489,3231066,323,science,FISIKA,40
490,3231074,323,science,KIMIA,23
491,3231082,323,science,BIOLOGI,40
492,3231097,323,science,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,30
493,3231101,323,science,PENDIDIKAN VOKASIONAL TEKNIK MESIN,45
494,3231116,323,science,PENDIDIKAN VOKASIONAL KONSTRUKSI  BANGUNAN,43
495,3231124,323,science,ILMU KEOLAHRAGAAN,30
496,3231132,323,science,PENDIDIKAN INFORMATIKA,45
497,3231147,323,science,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRONIKA,40
498,3231155,323,science,ILMU KOMPUTER,20
499,3231163,323,science,STATISTIKA,20
500,3231171,323,science,REKAYASA KESELAMATAN KEBAKARAN,20
501,3241014,324,science,TEKNIK MESIN,53
502,3241022,324,science,TEKNIK PERKAPALAN,35
503,3241037,324,science,TEKNIK INDUSTRI,53
504,3241045,324,science,INFORMATIKA,75
505,3241053,324,science,SISTEM INFORMASI,75
506,3241061,324,science,KEDOKTERAN,75
507,3241076,324,science,KEPERAWATAN,40
508,3241084,324,science,KESEHATAN MASYARAKAT,70
509,3241092,324,science,GIZI,53
510,3241103,324,science,TEKNIK ELEKTRO,20
511,3241111,324,science,FARMASI,15
512,3311016,331,science,AGROTEKNOLOGI,79
513,3311024,331,science,TEKNIK INDUSTRI,111
514,3311032,331,science,TEKNIK MESIN,111
515,3311047,331,science,TEKNIK ELEKTRO,79
516,3311055,331,science,TEKNIK INFORMATIKA,111
517,3311063,331,science,PEND. MATEMATIKA,95
518,3311071,331,science,AGRIBISNIS,63
519,3311086,331,science,FARMASI,40
520,3311094,331,science,GIZI,32
521,3311105,331,science,TEKNIK KIMIA,32
522,3311113,331,science,ILMU KEOLAHRAGAAN,32
523,3321011,332,science,FAK. ILMU DAN TEKNOLOGI KEBUMIAN (FITB),112
524,3321026,332,science,FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM),136
525,3321034,332,science,FAK. MATEMATIKA & ILMU PENGET. ALAM (FMIPA),180
526,3321042,332,science,FAKULTAS TEKNIK SIPIL & LINGKUNGAN (FTSL)  - KAMPUS GANESA,136
527,3321057,332,science,SEKOLAH FARMASI (SF),60
528,3321065,332,science,SEKOLAH ILMU & TEKNO. HAYATI - PROG. SAINS,64
529,3321073,332,science,SEKOLAH TEK. ELEKTRO & INFORMATIKA (STEI),238
530,3321081,332,science,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS GANESA,144
531,3321096,332,science,FAKULTAS TEKNIK MESIN & DIRGANTARA (FTMD),120
532,3321107,332,science,"SEK. ARSITEKTUR, PERENC & PENGEMB KEBIJAKAN",68
533,3321123,332,science,SEKOLAH ILMU & TEKNO HAYATI - PROG REKAYASA,80
