Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2017-07-05,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",207.817,18174,7.4,en,"Action, Adventure, Science Fiction, Drama",https://image.tmdb.org/t/p/original/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg
2022-02-11,Bigbug,"Humans have ceded most tasks to AI in 2045, even in nostalgic Alice's home. So when robots stage a coup, her androids protectively lock her doors.",207.027,176,5.4,fr,"Science Fiction, Comedy",https://image.tmdb.org/t/p/original/73Eh5dm6O604kgYY69oQVOeSOvZ.jpg
2002-05-01,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",206.376,15336,7.2,en,"Fantasy, Action",https://image.tmdb.org/t/p/original/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg
2019-04-24,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",205.308,20521,8.3,en,"Adventure, Science Fiction, Action",https://image.tmdb.org/t/p/original/or06FN3Dka5tukK1e9sl16pB3iy.jpg
2021-07-21,Old,A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,205.157,2288,6.6,en,"Thriller, Mystery, Horror",https://image.tmdb.org/t/p/original/vclShucpUmPhdAOmKgf3B3Z4POD.jpg
2011-09-28,Real Steel,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",203.843,6561,6.9,en,"Action, Science Fiction, Drama",https://image.tmdb.org/t/p/original/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg
2022-02-11,Love and Leashes,"Love never hurt so good for two co-workers who enter a contractual relationship as partners in consensual play, pleasure and pain.",203.743,68,6.3,ko,"Romance, Comedy",https://image.tmdb.org/t/p/original/yQgGYiHUoDYeA4TbYlghpA5lmKH.jpg
2019-04-11,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",203.008,6973,7.2,en,"Romance, Drama",https://image.tmdb.org/t/p/original/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg
2021-06-30,The Forever Purge,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,202.704,1652,7.3,en,"Horror, Action, Thriller",https://image.tmdb.org/t/p/original/lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg
2022-02-11,Tall Girl 2,"After Jodi Kreyman gains popularity, her miscommunications start causing rifts with those around her and now she really needs to ""stand tall"".",202.01,127,6.0,en,"Comedy, Drama, Romance",https://image.tmdb.org/t/p/original/eyKkLdst2vFRjCC89C3NqGCLpNE.jpg
2022-02-17,Dog,An army ranger and his dog embark on a road trip along the Pacific Coast Highway to attend a friend's funeral.,200.253,32,8.3,en,"Drama, Comedy",https://image.tmdb.org/t/p/original/pb8rHkAyojBYtMe5fnSvFMCPc3D.jpg
2007-12-12,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",199.248,13042,7.2,en,"Drama, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg
2007-08-04,Naruto Shippuden the Movie,"Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",198.011,418,7.2,ja,"Animation, Action, Fantasy",https://image.tmdb.org/t/p/original/vDkct38sSFSWJIATlfJw0l3QOIR.jpg
2021-02-10,Tom & Jerry,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",197.721,1948,7.0,en,"Comedy, Family, Animation",https://image.tmdb.org/t/p/original/8XZI9QZ7Pm3fVkigWJPbrXCMzjq.jpg
2022-02-10,Against the Ice,"In 1909, two explorers fight to survive after they're left behind while on a Denmark expedition in ice-covered Greenland.",195.989,117,7.0,en,"Adventure, History, Drama",https://image.tmdb.org/t/p/original/6FSGYvPEhIx3ThOikGqHmKxeyNN.jpg
2021-08-12,An Egg Rescue,Toto and his friends must rescue his egg children after they're taken away for a gourmet food event in Africa.,194.622,295,8.1,es,"Animation, Comedy",https://image.tmdb.org/t/p/original/ewrIYKTLaqerwznGzNhmqr0huTs.jpg
2005-11-16,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",193.459,16947,7.8,en,"Adventure, Fantasy, Family",https://image.tmdb.org/t/p/original/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg
2021-02-11,Pretty Guardian Sailor Moon Eternal The Movie Part 2,"While under the care of the Outer Sailor Guardians, Hotaru begins to age rapidly. Then, the time comes for all the Sailor Guardians to reunite!",192.922,102,8.1,ja,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance",https://image.tmdb.org/t/p/original/f91rtk8dODezNLT3grQrELyzFwA.jpg
2021-07-29,Demonic,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,192.391,109,4.8,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/pUK9duiCK1PKqWA5rRQ4XBMHITH.jpg
2021-11-24,Far From the Tree,"On an idyllic beach in the Pacific Northwest, curiosity gets the better of a young raccoon whose frustrated parent attempts to keep them both safe.",192.331,194,8.1,en,"Animation, Family",https://image.tmdb.org/t/p/original/39oaQUS0KxyXL6KYJ2o2u03PpHz.jpg
2020-07-09,Black Water: Abyss,"An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",191.722,312,5.1,en,"Horror, Thriller, Adventure, Mystery",https://image.tmdb.org/t/p/original/pmAv14TPE2vKMIRrVeCd1Ll7K94.jpg
2020-12-11,"Yes, No, or Maybe Half?","Kunieda Kei is a popular, young TV announcer whose public and private personas are so different, they might be called extreme. On the outside, he is the picture of perfection, affectionately nicknamed ""The Prince,"" while on the inside he is constantly cursing at all of the incompetence around him. Of course, no one knows this secret of his.  One day, Kei meets animation artist Tsuzuki Ushio for a work assignment. While Kei is in ""inside mode,"" he later runs into Tsuzuki, who doesn't recognize him in his worn-out sweats and a facemask, but as compensation for injuring Tsuzuki's arm, Kei gets roped into helping out with his work.",191.592,17,6.7,ja,"Animation, Drama, Romance",https://image.tmdb.org/t/p/original/sH8xCXLEbihNNVDbewddzkYnNPF.jpg
2020-08-14,The SpongeBob Movie: Sponge on the Run,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",191.122,2436,7.6,en,"Family, Animation, Fantasy, Adventure, Comedy",https://image.tmdb.org/t/p/original/jlJ8nDhMhCYJuzOw3f52CP1W8MW.jpg
2018-12-06,Spider-Man: Into the Spider-Verse,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",190.775,10951,8.4,en,"Action, Adventure, Animation, Science Fiction",https://image.tmdb.org/t/p/original/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg
2004-05-31,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",189.771,17607,8.0,en,"Adventure, Fantasy",https://image.tmdb.org/t/p/original/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg
2021-03-03,The Vault,"When an engineer learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",189.579,555,7.1,en,"Crime, Action, Thriller",https://image.tmdb.org/t/p/original/kWhXubAiIcHW0xn5GThflqaKZqh.jpg
2022-03-09,The Adam Project,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",189.245,2,6.0,en,"Science Fiction, Adventure, Comedy",https://image.tmdb.org/t/p/original/sI3hQMTyrF9F8jU1qA8qPHLKCgG.jpg
2016-02-09,Deadpool,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",189.206,26390,7.6,en,"Action, Adventure, Comedy",https://image.tmdb.org/t/p/original/3E53WEZJqP6aM84D8CckXx4pIHw.jpg
2021-10-22,The Harder They Fall,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",188.865,611,6.7,en,Western,https://image.tmdb.org/t/p/original/su9WzL7lwUZPhjH6eZByAYFx2US.jpg
2001-11-01,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",188.759,15255,7.8,en,"Animation, Comedy, Family",https://image.tmdb.org/t/p/original/sgheSKxZkttIe8ONsf2sWXPgip3.jpg
2021-02-09,Ainbo: Spirit of the Amazon,"An epic journey of a young hero and her Spirit Guides, 'Dillo' a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.",188.484,285,7.1,en,"Adventure, Animation, Family, Fantasy",https://image.tmdb.org/t/p/original/l8HyObVj8fPrzacAPtGWWLDhcfh.jpg
2021-12-07,Don't Look Up,Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,188.404,4819,7.2,en,"Comedy, Drama, Science Fiction",https://image.tmdb.org/t/p/original/th4E1yqsE8DGpAseLiUrI60Hf8V.jpg
2017-06-15,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",186.621,4416,6.8,en,"Animation, Adventure, Comedy, Family",https://image.tmdb.org/t/p/original/fyy1nDC8wm553FCiBDojkJmKLCs.jpg
2007-05-01,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",186.125,11340,6.3,en,"Fantasy, Action, Adventure",https://image.tmdb.org/t/p/original/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg
2021-12-03,Last Shoot Out,"Soon after a newlywed learns that her husband had her father shot down, she flees from the Callahan ranch in fear. She's rescued by a gunman who safeguards her at a remote outpost as he staves off her husband's attempts to reclaim his bride.",185.045,92,6.4,en,"Western, Action, Thriller",https://image.tmdb.org/t/p/original/pvEtPxotI3POlVPvNxgrHJuDXfe.jpg
2019-07-21,Sator,"Secluded in a desolate forest, a broken family is observed by Sator, a supernatural entity who is attempting to claim them.",184.487,66,5.4,en,Horror,https://image.tmdb.org/t/p/original/p0OgWKpcRYboZOmuozorfvQt0qL.jpg
2010-04-28,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",183.136,17594,6.8,en,"Adventure, Action, Science Fiction",https://image.tmdb.org/t/p/original/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg
2020-12-25,Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",182.718,7736,8.2,en,"Animation, Comedy, Fantasy, Family",https://image.tmdb.org/t/p/original/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg
2011-05-14,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",182.133,11712,6.5,en,"Adventure, Action, Fantasy",https://image.tmdb.org/t/p/original/keGfSvCmYj7CvdRx36OdVrAEibE.jpg
2021-02-28,Phobias,"Five dangerous patients, suffering from extreme phobias at a government testing facility, are put to the ultimate test under the supervision of a crazed doctor and his quest to weaponize fear.",181.527,27,5.4,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/zpecci4IooFiwMVGknhm8Jz2FHo.jpg
2021-05-21,A Quiet Place Part II,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",181.389,3997,7.6,en,"Science Fiction, Thriller, Horror",https://image.tmdb.org/t/p/original/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg
1972-10-14,What the Peeper Saw,"A wealthy author's second wife begins to suspect that her 12-year old stepson may have murdered his mother, who mysteriously died in a bathtub accident.",181.317,19,5.7,it,"Horror, Drama, Thriller",https://image.tmdb.org/t/p/original/nlPRui4dWzg33YehRrUojxFJUFk.jpg
2023-04-06,Fast & Furious 10,The tenth installment in the Fast Saga.,181.216,0,0.0,en,"Action, Crime",https://image.tmdb.org/t/p/original/2DyEk84XnbJEdPlGF43crxfdtHH.jpg
2012-07-16,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",179.587,19126,7.8,en,"Action, Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/85cWkCVftiVs0BVey6pxX8uNmLt.jpg
2021-11-26,Trolls Holiday in Harmony,"Queen Poppy plans the first annual Trolls Kingdom Secret Holiday Gift Swap, but things don't go quite as expected.",179.019,102,7.6,en,"Animation, Fantasy, Family",https://image.tmdb.org/t/p/original/z5ge6Cr8lnElNIYU7fn2WoMg7SD.jpg
2016-03-23,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",178.212,15596,5.9,en,"Action, Adventure, Fantasy",https://image.tmdb.org/t/p/original/5UsK3grJvtQrtzEgqNlDljJW96w.jpg
2021-09-01,Motherly,"Kate and her daughter Beth live alone in an isolated farmhouse in the woods, but when Kate slowly begins to suspect that something sinister is happening, her motherly instincts are put to the test.",176.378,95,7.2,en,"Thriller, Horror",https://image.tmdb.org/t/p/original/wmh1likQEetSLIUs5MAvfWjEayY.jpg
2021-03-18,Nobody,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",175.065,4292,8.2,en,"Action, Crime, Thriller",https://image.tmdb.org/t/p/original/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg
2018-08-03,My Hero Academia: Two Heroes,"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",174.756,743,8.0,ja,"Animation, Action, Adventure, Fantasy",https://image.tmdb.org/t/p/original/hC4nTxdhXqFWzgqynGvvXVMiMNp.jpg
2009-07-07,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",174.697,15861,7.7,en,"Adventure, Fantasy",https://image.tmdb.org/t/p/original/o2j49x3HYJC2VH689rYxmswtSgS.jpg
2022-01-06,Book of Love,"Young, uptight English writer Henry creates a novel that ends up being a resolute failure. He is delighted to find out his book is a surprise hit in Mexico but when he is invited there to promote it, he soon discovers why: his Spanish translator Maria has rewritten his dull book as an erotic novel. Henry is furious, and even more so when his publisher insists he and Maria conduct a book tour across Mexico together. Opposites attract and the chemistry between the couple ensures sparks fly.",174.481,20,5.3,en,"Comedy, Romance",https://image.tmdb.org/t/p/original/aU4cUkmn8CqnBYlYgE2sHlZ2AGy.jpg
2021-08-26,Jurassic Hunt,"Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park – but the hunters quickly become the hunted. Even worse, the park’s manager suspects Parker of being a spy and sends a hit squad after her. This battle’s about to become primitive!",174.421,180,5.0,en,"Action, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/bZnOioDq1ldaxKfUoj3DenHU7mp.jpg
2021-12-25,American Underdog,"The true story of Kurt Warner, who went from a stockboy at a grocery store to a two-time NFL MVP, Super Bowl champion, and Hall of Fame quarterback.",173.962,54,7.2,en,Drama,https://image.tmdb.org/t/p/original/u3iXpvLPG4DbmuNY9yPjn1Ei54.jpg
2008-07-14,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",173.923,26994,8.5,en,"Drama, Action, Crime, Thriller",https://image.tmdb.org/t/p/original/qJ2tW6WMUDux911r6m7haRef0WH.jpg
2021-02-24,Jujutsu Kaisen 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",173.575,21,7.8,ja,"Animation, Action, Adventure, Mystery",https://image.tmdb.org/t/p/original/3pTwMUEavTzVOh6yLN0aEwR7uSy.jpg
2020-07-02,Ava,A black ops assassin is forced to fight for her own survival after a job goes dangerously wrong.,173.205,1917,5.7,en,"Action, Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/qzA87Wf4jo1h8JMk9GilyIYvwsA.jpg
2010-12-03,Three Steps Above Heaven,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",172.85,2394,7.8,es,"Romance, Drama",https://image.tmdb.org/t/p/original/fcFz2xEZodKOxHDn9DazxPYHDSc.jpg
2021-08-11,Sinkhole,"The average citizen Dong-won and his family move into a house bought after years of hard work. Filled with happiness, he invites his colleagues for a housewarming party, but the heavy rain during the night before creates a gigantic sinkhole, and in a mere minute, it swallows up the whole house and the people inside. Hundreds of meters down the hole, Dong-won, his neighbor Man-su, and the unfortunate guests must find their way out. Rain starts to pour down, filling the sinkhole with water, and they’re running out of time.",172.571,36,7.1,ko,"Comedy, Drama",https://image.tmdb.org/t/p/original/alBxLvZ5LkDRJPw4TX1PgkWLE8a.jpg
2010-05-22,Undisputed III: Redemption,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",172.362,604,7.5,en,"Action, Thriller",https://image.tmdb.org/t/p/original/g8KB77SPA7SyU8eid6TAEpt9skU.jpg
1995-10-30,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",171.714,15127,8.0,en,"Animation, Adventure, Family, Comedy",https://image.tmdb.org/t/p/original/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
2020-10-25,Roald Dahl's The Witches,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",171.361,2092,6.5,en,"Family, Fantasy, Adventure, Comedy, Horror",https://image.tmdb.org/t/p/original/ht6EfsM5hrsUPSR4ReJQFDVU71F.jpg
2021-12-25,El Paseo 6,"The last year High School excursion is the walk where anything can happen, but the last year High School excursion with the parents, that is the last straw. And since Álvaro Castaño knows that security is better than the police, he decides to travel with his family to watch over his daughter Sarita, however, his mother-in-law, Raquel, is not willing to allow it and also embarks in the plan . On the paradisiacal beaches of San Andrés, Álvaro Castaño will become Sara's nightmare and the sensation for the excursion, while his sexy mother-in-law of him will be the one to steal the show. El Paseo 6, the last yeat High School excursion, because the luck of the grandmother, the High School girls wish it.",170.869,5,3.5,es,Comedy,https://image.tmdb.org/t/p/original/f1nHNgR6tQFw2aGe2FXKCOffLjI.jpg
2021-04-30,Separation,A young girl finds solace in her artist father and the ghost of her dead mother.,170.565,127,5.7,en,"Horror, Drama",https://image.tmdb.org/t/p/original/lHbSC2Np17CRsRXIbaE0YY1Hora.jpg
2022-04-22,Dragon Ball Super: Super Hero,"The Red Ribbon Army, an evil organization that was once destroyed by Goku in the past, has been reformed by a group of people who have created new and mightier Androids, Gamma 1 and Gamma 2, and seek vengeance against Goku and his family.",170.551,0,0.0,ja,"Animation, Science Fiction, Action",https://image.tmdb.org/t/p/original/wFYXVMKWLAoazjWTBNQ4IiQSKJg.jpg
2022-08-25,After Ever Happy,"The fourth installment in The After Universe. As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",169.964,0,0.0,en,Romance,https://image.tmdb.org/t/p/original/vWLyXOFm1C3gnS8ksfqi7gwkijn.jpg
2009-01-22,Brothers,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",169.495,2085,7.1,en,"Drama, Thriller, War",https://image.tmdb.org/t/p/original/ySXRgHCdelVtvUyHcKGpiQKb052.jpg
2001-05-18,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",169.438,13610,7.7,en,"Animation, Comedy, Fantasy, Adventure, Family",https://image.tmdb.org/t/p/original/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg
2022-02-01,Jackass Forever,"Celebrate the joy of a perfectly executed shot to the groin as Johnny Knoxville, Steve-O and the rest of the gang return alongside some newcomers for one final round of hilarious, wildly absurd and often dangerous displays of stunts and comedy.",169.376,49,7.1,en,"Action, Comedy, Documentary",https://image.tmdb.org/t/p/original/ruHDFumJfW7F2vEqTZEQQ9xT7CA.jpg
2014-10-24,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",169.209,13447,7.8,en,"Adventure, Family, Animation, Action, Comedy",https://image.tmdb.org/t/p/original/2mxS4wUimwlLmI1xp6QW6NSU361.jpg
2021-04-02,Monster Pets: A Hotel Transylvania Short,Drac tries out some new monster pets to help occupy Tinkles for playtime.,169.005,295,7.5,en,"Animation, Comedy, Fantasy",https://image.tmdb.org/t/p/original/tuzkEyCPwf5O56fDjGNerIA8hxT.jpg
2015-03-03,Off Course,"Two young Spanish men, with a university education, are tired of unemployment and decide to move to Germany. But soon they will find out that finding a better living is not as easy as they expected.",168.353,254,6.2,es,"Romance, Comedy",https://image.tmdb.org/t/p/original/mhZWzcIvU5ind2q56qDDoDwKZv1.jpg
2014-12-10,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",168.034,11790,7.3,en,"Action, Adventure, Fantasy",https://image.tmdb.org/t/p/original/xT98tLqatZPQApyRmlPL12LtiWp.jpg
2021-04-01,Major Grom: Plague Doctor,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",168.017,405,6.8,ru,"Action, Adventure",https://image.tmdb.org/t/p/original/wnesEmcq7xdw1Rm1Bn6XEFTkenR.jpg
