model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 T-Roc,2019,26250,Semi-Auto,1400,Petrol,145,51.4,1.5
 T-Roc,2019,22450,Automatic,5000,Petrol,145,39.8,1.5
 T-Roc,2019,19450,Manual,1689,Diesel,145,50.4,1.6
 T-Roc,2019,21291,Manual,3000,Diesel,145,50.4,2.0
 T-Roc,2019,19950,Manual,5000,Diesel,145,50.4,1.6
 T-Roc,2019,18998,Manual,13697,Petrol,150,44.1,1.0
 T-Roc,2019,22950,Semi-Auto,5000,Petrol,150,39.8,1.5
 T-Roc,2018,17491,Manual,20150,Petrol,145,55.4,1.0
 T-Roc,2018,18250,Manual,8800,Petrol,145,44.1,1.0
 T-Roc,2019,21750,Manual,8325,Diesel,145,50.4,1.6
 T-Roc,2019,21995,Manual,49,Diesel,145,50.4,1.6
 T-Roc,2019,22250,Manual,5876,Diesel,145,50.4,1.6
 T-Roc,2019,22995,Manual,2966,Diesel,145,50.4,2.0
 T-Roc,2019,28495,Automatic,2150,Petrol,145,34.5,2.0
 T-Roc,2018,16975,Manual,18151,Petrol,145,55.4,1.0
 T-Roc,2019,21495,Manual,461,Diesel,145,50.4,1.6
 T-Roc,2018,19495,Manual,8350,Petrol,145,55.4,1.0
 T-Roc,2019,23070,Manual,9999,Diesel,145,50.4,1.6
 T-Roc,2019,22691,Manual,5511,Diesel,145,46.3,2.0
 T-Roc,2018,18591,Manual,7512,Petrol,145,55.4,1.0
 T-Roc,2019,22495,Manual,2974,Diesel,145,50.4,2.0
 T-Roc,2019,22995,Automatic,6362,Diesel,145,49.6,2.0
 T-Roc,2019,21495,Manual,3014,Diesel,145,50.4,1.6
 T-Roc,2019,21495,Manual,4417,Diesel,145,50.4,1.6
 T-Roc,2019,23995,Semi-Auto,4112,Diesel,150,49.6,2.0
 T-Roc,2018,21495,Manual,13750,Diesel,150,50.4,1.6
 T-Roc,2017,13995,Manual,20706,Petrol,0,65.7,1.0
 T-Roc,2020,26995,Semi-Auto,2964,Petrol,150,39.8,1.5
 T-Roc,2018,17995,Manual,20961,Petrol,145,55.4,1.0
 T-Roc,2018,21995,Manual,9898,Petrol,145,53.3,1.5
 T-Roc,2018,20500,Manual,14505,Diesel,145,56.5,2.0
 T-Roc,2019,23499,Manual,1647,Petrol,145,42.2,1.5
 T-Roc,2019,20995,Manual,4000,Diesel,145,50.4,2.0
 T-Roc,2018,16999,Manual,11657,Petrol,145,55.4,1.0
 T-Roc,2018,21495,Manual,5215,Petrol,145,53.3,1.5
 T-Roc,2020,20995,Manual,4000,Petrol,145,42.2,1.5
 T-Roc,2018,19995,Semi-Auto,20709,Petrol,150,52.3,1.5
 T-Roc,2018,17999,Manual,6400,Petrol,150,55.4,1.0
 T-Roc,2020,21999,Manual,5000,Petrol,145,42.2,1.5
 T-Roc,2018,19995,Manual,23975,Petrol,145,53.3,1.5
 T-Roc,2018,18990,Manual,15220,Diesel,150,56.5,2.0
 T-Roc,2018,22995,Semi-Auto,18023,Petrol,150,41.5,2.0
 T-Roc,2018,17995,Manual,18080,Petrol,145,55.4,1.0
 T-Roc,2019,20995,Manual,5102,Diesel,145,50.4,2.0
 T-Roc,2020,21995,Manual,5120,Diesel,145,50.4,1.6
 T-Roc,2019,17999,Manual,8000,Petrol,145,44.1,1.0
 T-Roc,2020,25999,Manual,5000,Petrol,145,44.1,1.5
 T-Roc,2019,21799,Manual,4693,Diesel,145,46.3,2.0
 T-Roc,2018,19999,Manual,20645,Petrol,145,53.3,1.5
 T-Roc,2018,19999,Manual,6108,Petrol,145,53.3,1.5
 T-Roc,2020,20499,Manual,501,Petrol,145,44.1,1.0
 T-Roc,2018,19499,Manual,25380,Diesel,150,56.5,2.0
 T-Roc,2018,20499,Manual,10202,Petrol,145,53.3,1.5
 T-Roc,2018,17999,Manual,23374,Petrol,145,53.3,1.5
 T-Roc,2019,22995,Automatic,5000,Petrol,145,39.8,1.5
 T-Roc,2019,22495,Semi-Auto,2860,Petrol,145,39.8,1.5
 T-Roc,2018,21995,Manual,19476,Petrol,150,42.2,1.5
 T-Roc,2018,17899,Manual,11398,Petrol,145,53.3,1.5
 T-Roc,2018,16999,Manual,8074,Petrol,145,55.4,1.0
 T-Roc,2018,16999,Manual,11877,Petrol,145,55.4,1.0
 T-Roc,2018,16999,Manual,17506,Petrol,145,55.4,1.0
 T-Roc,2020,27499,Semi-Auto,3000,Petrol,145,39.8,1.5
 T-Roc,2018,22798,Semi-Auto,8690,Petrol,145,41.5,2.0
 T-Roc,2018,18999,Manual,21800,Petrol,145,53.3,1.5
 T-Roc,2019,19995,Manual,4407,Diesel,145,50.4,1.6
 T-Roc,2018,16799,Manual,16817,Petrol,145,55.4,1.0
 T-Roc,2019,27499,Automatic,6000,Diesel,145,49.6,2.0
 T-Roc,2018,21495,Manual,9287,Petrol,145,53.3,1.5
 T-Roc,2018,19995,Manual,9600,Petrol,150,53.3,1.5
 T-Roc,2019,21495,Manual,5032,Diesel,145,50.4,2.0
 T-Roc,2018,16999,Manual,14058,Petrol,145,44.1,1.0
 T-Roc,2018,23799,Semi-Auto,6532,Petrol,145,41.5,2.0
 T-Roc,2019,21290,Manual,1780,Diesel,145,50.4,1.6
 T-Roc,2018,19290,Manual,2750,Petrol,145,53.3,1.5
 T-Roc,2020,26000,Manual,10,Petrol,145,44.1,1.5
 T-Roc,2019,19445,Manual,11372,Diesel,150,50.4,1.6
 T-Roc,2018,16899,Manual,20010,Petrol,145,44.1,1.0
 T-Roc,2018,19800,Manual,24093,Petrol,145,53.3,1.5
 T-Roc,2018,17499,Manual,14944,Petrol,145,53.3,1.5
 T-Roc,2018,20199,Manual,12506,Petrol,145,53.3,1.5
 T-Roc,2020,35099,Semi-Auto,1376,Petrol,145,32.5,2.0
 T-Roc,2018,19299,Manual,16077,Petrol,145,53.3,1.5
 T-Roc,2018,17299,Manual,18533,Petrol,145,55.4,1.0
 T-Roc,2018,16499,Manual,19619,Petrol,145,44.1,1.0
 T-Roc,2019,29699,Automatic,8000,Petrol,145,32.5,2.0
 T-Roc,2018,17499,Manual,16453,Petrol,145,44.1,1.0
 T-Roc,2018,25995,Semi-Auto,5756,Petrol,150,41.5,2.0
 T-Roc,2019,18998,Manual,6067,Petrol,150,44.1,1.0
 T-Roc,2018,21490,Semi-Auto,20500,Petrol,145,53.3,1.5
 T-Roc,2020,29750,Semi-Auto,2000,Diesel,150,49.6,2.0
 T-Roc,2018,17250,Manual,7942,Petrol,150,55.4,1.0
 T-Roc,2019,19995,Manual,9739,Petrol,150,42.2,1.5
 T-Roc,2019,19495,Manual,5309,Petrol,150,44.1,1.0
 T-Roc,2019,19995,Manual,12828,Petrol,150,42.2,1.5
 T-Roc,2019,18995,Manual,13557,Diesel,145,50.4,1.6
 T-Roc,2019,22795,Manual,4852,Diesel,150,50.4,1.6
 T-Roc,2018,20295,Manual,10467,Petrol,145,53.3,1.5
 T-Roc,2019,24995,Semi-Auto,6588,Diesel,145,49.6,2.0
 T-Roc,2018,21495,Manual,9287,Petrol,145,53.3,1.5
 T-Roc,2018,18281,Manual,34414,Petrol,150,53.3,1.5
 T-Roc,2019,21095,Manual,3500,Petrol,145,42.2,1.5
 T-Roc,2018,19961,Manual,26736,Petrol,145,53.3,1.5
 T-Roc,2018,18232,Manual,17693,Petrol,145,55.4,1.0
 T-Roc,2019,29690,Automatic,7988,Petrol,145,32.5,2.0
 T-Roc,2020,24490,Manual,2243,Petrol,145,44.1,1.5
 T-Roc,2020,24250,Manual,2000,Diesel,145,50.4,1.6
 T-Roc,2020,26450,Semi-Auto,2000,Petrol,145,39.8,1.5
 T-Roc,2019,23995,Manual,4116,Petrol,145,42.2,1.5
 T-Roc,2018,17657,Manual,3579,Petrol,145,55.4,1.0
 T-Roc,2019,18500,Manual,7102,Diesel,145,50.4,1.6
 T-Roc,2020,26000,Manual,2000,Petrol,145,42.2,1.5
 T-Roc,2018,23995,Semi-Auto,11273,Petrol,145,51.4,1.5
 T-Roc,2020,22490,Manual,3555,Diesel,145,50.4,2.0
 T-Roc,2019,25196,Semi-Auto,5221,Diesel,145,49.6,2.0
 T-Roc,2020,27995,Semi-Auto,375,Petrol,145,39.8,1.5
 T-Roc,2019,20891,Manual,4489,Diesel,145,50.4,1.6
 T-Roc,2019,20995,Manual,21599,Diesel,145,50.4,1.6
 T-Roc,2018,17742,Manual,25311,Petrol,145,53.3,1.5
 T-Roc,2018,20492,Manual,19235,Petrol,145,53.3,1.5
 T-Roc,2019,22791,Automatic,4296,Diesel,145,50.4,2.0
 T-Roc,2019,32490,Automatic,9475,Petrol,145,32.5,2.0
 T-Roc,2019,22380,Manual,9868,Diesel,145,50.4,1.6
 T-Roc,2018,17941,Manual,17521,Petrol,150,55.4,1.0
 T-Roc,2020,21230,Manual,1897,Petrol,145,44.1,1.0
 T-Roc,2019,19690,Manual,8350,Diesel,145,50.4,1.6
 T-Roc,2019,32350,Automatic,100,Petrol,145,32.5,2.0
 T-Roc,2019,20500,Manual,100,Diesel,145,50.4,2.0
 T-Roc,2020,34995,Semi-Auto,2000,Petrol,150,32.5,2.0
 T-Roc,2019,20495,Manual,5829,Petrol,145,42.2,1.5
 T-Roc,2018,17000,Manual,12894,Petrol,150,44.1,1.0
 T-Roc,2018,17950,Manual,18200,Petrol,150,53.3,1.5
 T-Roc,2020,25680,Manual,295,Petrol,145,42.2,1.5
 T-Roc,2020,25500,Manual,3000,Petrol,145,44.1,1.5
 T-Roc,2018,19042,Manual,11713,Petrol,145,53.3,1.5
 T-Roc,2019,23740,Automatic,5157,Diesel,145,50.4,2.0
 T-Roc,2019,32290,Automatic,3146,Petrol,145,32.5,2.0
 T-Roc,2019,20991,Manual,2520,Diesel,145,50.4,1.6
 T-Roc,2019,22836,Manual,5224,Diesel,145,50.4,1.6
 T-Roc,2019,23995,Manual,2819,Petrol,145,42.2,1.5
 T-Roc,2020,25490,Manual,1713,Petrol,145,44.1,1.5
 T-Roc,2019,29236,Semi-Auto,2339,Petrol,145,34.5,2.0
 T-Roc,2019,19892,Manual,9500,Petrol,150,42.2,1.5
 T-Roc,2018,18952,Manual,10977,Petrol,145,44.1,1.0
 T-Roc,2018,21412,Manual,11721,Petrol,145,53.3,1.5
 T-Roc,2020,27207,Semi-Auto,796,Petrol,145,39.8,1.5
 T-Roc,2020,27507,Semi-Auto,2051,Petrol,145,39.8,1.5
 T-Roc,2019,22206,Manual,2344,Diesel,145,46.3,2.0
 T-Roc,2019,22026,Manual,6230,Diesel,145,46.3,2.0
 T-Roc,2019,18998,Manual,11833,Petrol,150,44.1,1.0
 T-Roc,2019,22262,Manual,2030,Diesel,145,46.3,2.0
 T-Roc,2019,29100,Automatic,12400,Petrol,145,34.5,2.0
 T-Roc,2019,20990,Manual,20124,Diesel,145,50.4,1.6
 T-Roc,2019,25990,Manual,10986,Diesel,145,50.4,2.0
 T-Roc,2018,15752,Manual,10800,Petrol,145,55.4,1.0
 T-Roc,2019,27291,Semi-Auto,3381,Diesel,150,49.6,2.0
 T-Roc,2019,23340,Manual,4530,Diesel,150,50.4,2.0
 T-Roc,2019,20790,Manual,25,Diesel,145,50.4,1.6
 T-Roc,2020,26995,Semi-Auto,6500,Petrol,145,39.8,1.5
 T-Roc,2018,20291,Manual,23195,Petrol,145,53.3,1.5
 T-Roc,2019,20491,Manual,10,Diesel,145,50.4,1.6
 T-Roc,2019,21490,Manual,110,Diesel,145,50.4,2.0
 T-Roc,2019,20490,Manual,10,Diesel,145,50.4,1.6
 T-Roc,2019,20990,Manual,111,Diesel,145,50.4,2.0
 T-Roc,2019,23990,Manual,110,Diesel,145,46.3,2.0
 T-Roc,2019,31991,Semi-Auto,9366,Petrol,145,32.5,2.0
 T-Roc,2019,20990,Manual,100,Diesel,145,50.4,2.0
 T-Roc,2019,22950,Manual,2694,Diesel,145,50.4,2.0
 T-Roc,2019,23490,Manual,6222,Diesel,145,50.4,2.0
 T-Roc,2019,34991,Automatic,10824,Petrol,145,32.5,2.0
 T-Roc,2019,32998,Automatic,3404,Petrol,145,32.5,2.0
 T-Roc,2020,25790,Semi-Auto,1208,Diesel,145,50.4,2.0
 T-Roc,2019,19090,Manual,6315,Diesel,145,50.4,2.0
 T-Roc,2019,23715,Semi-Auto,1867,Petrol,145,39.8,1.5
 T-Roc,2020,24590,Manual,22462,Diesel,145,50.4,2.0
 T-Roc,2020,24999,Semi-Auto,1165,Diesel,145,50.4,2.0
 T-Roc,2019,24549,Automatic,6737,Diesel,145,50.4,2.0
 T-Roc,2019,21229,Manual,50,Diesel,145,50.4,2.0
 T-Roc,2019,21229,Manual,50,Diesel,145,50.4,2.0
 T-Roc,2019,21229,Manual,50,Diesel,145,50.4,2.0
 T-Roc,2020,23590,Manual,2920,Diesel,145,50.4,2.0
 T-Roc,2019,22471,Manual,5794,Diesel,145,50.4,2.0
 T-Roc,2019,22410,Semi-Auto,5528,Petrol,145,39.8,1.5
 T-Roc,2019,24491,Semi-Auto,4121,Diesel,150,49.6,2.0
 T-Roc,2019,24291,Semi-Auto,6830,Diesel,150,49.6,2.0
 T-Roc,2019,25491,Semi-Auto,6770,Diesel,150,49.6,2.0
 T-Roc,2018,17499,Manual,13500,Petrol,150,44.1,1.0
 T-Roc,2019,31091,Semi-Auto,5987,Petrol,145,32.5,2.0
 T-Roc,2019,24491,Semi-Auto,7445,Diesel,145,50.4,2.0
 T-Roc,2019,23591,Semi-Auto,3497,Petrol,145,39.8,1.5
 T-Roc,2019,21191,Manual,2987,Diesel,145,46.3,2.0
 T-Roc,2019,21691,Manual,7054,Diesel,145,46.3,2.0
 T-Roc,2019,33000,Semi-Auto,2515,Petrol,145,32.5,2.0
 T-Roc,2020,32995,Semi-Auto,2000,Petrol,150,32.5,2.0
 T-Roc,2019,25995,Semi-Auto,5250,Petrol,150,39.8,1.5
 T-Roc,2019,25542,Semi-Auto,2507,Petrol,145,39.8,1.5
 T-Roc,2019,18995,Manual,15996,Petrol,150,44.1,1.0
 T-Roc,2018,19995,Manual,6165,Petrol,150,53.3,1.5
 T-Roc,2018,17995,Manual,12850,Petrol,145,55.4,1.0
 T-Roc,2019,20995,Manual,12000,Diesel,150,50.4,1.6
 T-Roc,2019,17495,Manual,5500,Diesel,150,50.4,1.6
 T-Roc,2018,17400,Manual,15239,Petrol,145,55.4,1.0
 T-Roc,2020,19541,Manual,4822,Diesel,145,51.4,1.6
 T-Roc,2019,21290,Manual,5599,Diesel,145,50.4,2.0
 T-Roc,2019,21990,Semi-Auto,6992,Diesel,150,49.6,2.0
 T-Roc,2019,22940,Manual,5211,Diesel,150,50.4,2.0
 T-Roc,2019,21991,Manual,3500,Petrol,145,53.3,1.5
 T-Roc,2019,22990,Manual,3254,Diesel,150,50.4,2.0
 T-Roc,2020,24990,Manual,2000,Petrol,145,44.1,1.5
 T-Roc,2018,23750,Automatic,12188,Petrol,145,41.5,2.0
 T-Roc,2018,19190,Manual,35100,Petrol,145,53.3,1.5
 T-Roc,2020,26790,Semi-Auto,3500,Diesel,145,49.6,2.0
 T-Roc,2019,32990,Automatic,5195,Petrol,145,32.5,2.0
 T-Roc,2018,18990,Manual,9922,Petrol,145,53.3,1.5
 T-Roc,2019,21676,Manual,3720,Diesel,145,46.3,2.0
 T-Roc,2018,18791,Manual,9000,Diesel,150,50.4,1.6
 T-Roc,2018,18491,Manual,15597,Petrol,150,53.3,1.5
 T-Roc,2020,24490,Manual,799,Petrol,145,44.1,1.5
 T-Roc,2018,21092,Manual,17588,Petrol,145,53.3,1.5
 T-Roc,2019,20490,Manual,73,Diesel,145,50.4,2.0
 T-Roc,2019,33074,Semi-Auto,1409,Petrol,145,32.5,2.0
 T-Roc,2019,27201,Semi-Auto,1293,Petrol,145,39.8,1.5
 T-Roc,2018,21401,Manual,8000,Petrol,150,53.3,1.5
 T-Roc,2019,22501,Manual,4045,Diesel,145,50.4,2.0
 T-Roc,2019,23390,Manual,3500,Petrol,145,42.2,1.5
 T-Roc,2019,24990,Automatic,187,Diesel,145,49.6,2.0
 T-Roc,2020,25990,Manual,3500,Petrol,145,42.2,1.5
 T-Roc,2019,23995,Semi-Auto,15134,Petrol,145,39.8,1.5
 T-Roc,2019,22065,Manual,3886,Diesel,145,50.4,2.0
 T-Roc,2019,24750,Semi-Auto,5497,Diesel,150,49.6,2.0
 T-Roc,2019,25000,Semi-Auto,5812,Diesel,150,49.6,2.0
 T-Roc,2019,26500,Semi-Auto,1986,Petrol,145,39.8,1.5
 T-Roc,2018,17250,Manual,12894,Petrol,145,44.1,1.0
 T-Roc,2020,35000,Semi-Auto,2000,Petrol,150,32.5,2.0
 T-Roc,2020,25500,Manual,2000,Petrol,145,42.2,1.5
 T-Roc,2019,20912,Manual,6608,Diesel,145,50.4,1.6
 T-Roc,2018,22500,Automatic,10424,Petrol,145,41.5,2.0
 T-Roc,2020,22495,Manual,4,Diesel,145,50.4,1.6
 T-Roc,2018,19998,Semi-Auto,11941,Petrol,145,52.3,1.5
 T-Roc,2019,20906,Manual,2681,Diesel,145,50.4,1.6
 T-Roc,2019,21995,Manual,14685,Diesel,150,50.4,1.6
 T-Roc,2019,30490,Automatic,1278,Petrol,145,34.5,2.0
 T-Roc,2019,32990,Automatic,8045,Petrol,145,32.5,2.0
 T-Roc,2019,22625,Manual,3744,Diesel,145,46.3,2.0
 T-Roc,2019,22791,Automatic,4064,Diesel,145,50.4,2.0
 T-Roc,2019,20500,Manual,8666,Diesel,145,50.4,1.6
 T-Roc,2019,23490,Automatic,5309,Petrol,145,39.8,1.5
 T-Roc,2019,20225,Manual,10375,Diesel,145,50.4,1.6
 T-Roc,2019,22150,Manual,50,Petrol,145,42.2,1.5
 T-Roc,2019,22390,Manual,3633,Diesel,145,50.4,1.6
 T-Roc,2018,20995,Manual,6389,Petrol,145,42.2,1.5
 T-Roc,2019,22990,Manual,4637,Diesel,145,50.4,1.6
 T-Roc,2018,16995,Manual,13996,Petrol,145,55.4,1.0
 T-Roc,2020,26490,Semi-Auto,12343,Petrol,150,39.8,1.5
 T-Roc,2018,16995,Manual,14276,Petrol,150,55.4,1.0
 T-Roc,2018,17995,Manual,16458,Diesel,150,50.4,1.6
 T-Roc,2019,24995,Manual,5552,Diesel,145,50.4,2.0
 T-Roc,2018,19995,Manual,7968,Diesel,145,50.4,1.6
 T-Roc,2019,30995,Automatic,1000,Petrol,145,32.5,2.0
 T-Roc,2018,18490,Manual,18490,Petrol,145,55.4,1.0
 T-Roc,2019,22495,Semi-Auto,2513,Diesel,145,49.6,2.0
 T-Roc,2018,22490,Semi-Auto,23123,Petrol,150,51.4,1.5
 T-Roc,2019,18495,Manual,9087,Diesel,145,50.4,1.6
 T-Roc,2020,25495,Manual,1000,Petrol,145,42.2,1.5
 T-Roc,2019,22900,Manual,5000,Diesel,145,50.4,2.0
 T-Roc,2018,19595,Manual,8554,Diesel,145,50.4,1.6
 T-Roc,2018,18900,Manual,22930,Petrol,145,53.3,1.5
 T-Roc,2019,22474,Semi-Auto,6687,Petrol,145,39.8,1.5
 T-Roc,2020,19644,Manual,13952,Petrol,150,44.1,1.0
 T-Roc,2018,18900,Manual,11877,Petrol,145,55.4,1.0
 T-Roc,2019,19987,Manual,4987,Diesel,145,50.4,1.6
 T-Roc,2019,19697,Manual,2000,Diesel,145,50.4,1.6
 T-Roc,2019,21128,Manual,2000,Diesel,145,50.4,2.0
 T-Roc,2018,17771,Manual,18849,Petrol,150,55.4,1.0
 T-Roc,2018,20995,Semi-Auto,35624,Petrol,145,51.4,1.5
 T-Roc,2018,22052,Automatic,6012,Petrol,145,39.8,1.5
 T-Roc,2019,22446,Semi-Auto,3387,Petrol,145,39.8,1.5
 T-Roc,2019,32990,Automatic,7671,Petrol,145,32.5,2.0
 T-Roc,2018,17551,Manual,13431,Petrol,150,55.4,1.0
 T-Roc,2019,21990,Manual,3244,Petrol,145,42.2,1.5
 T-Roc,2019,19490,Manual,5262,Petrol,145,44.1,1.0
 T-Roc,2019,20990,Manual,4360,Diesel,145,50.4,1.6
 T-Roc,2019,22990,Semi-Auto,2966,Petrol,145,39.8,1.5
 T-Roc,2019,21490,Manual,4532,Petrol,145,42.2,1.5
 T-Roc,2020,29990,Semi-Auto,2503,Petrol,145,34.5,2.0
 T-Roc,2019,26490,Semi-Auto,3037,Petrol,150,39.8,1.5
 T-Roc,2019,20990,Manual,10,Diesel,145,50.4,2.0
