model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Corsa,2017,7299,Manual,23462,Petrol,145,55.4,1.4
 Corsa,2017,10299,Manual,6178,Petrol,145,54.3,1.4
 Corsa,2016,7280,Manual,20589,Petrol,30,55.4,1.4
 Corsa,2019,9469,Manual,3402,Petrol,145,43.5,1.4
 Corsa,2019,9520,Manual,2287,Petrol,145,43.5,1.4
 Corsa,2016,8200,Manual,38240,Diesel,0,88.3,1.3
 Corsa,2017,6990,Manual,21287,Petrol,30,55.4,1.4
 Corsa,2016,6990,Manual,14600,Petrol,30,55.4,1.4
 Corsa,2016,8430,Automatic,21462,Petrol,150,47.9,1.4
 Corsa,2016,7498,Manual,14869,Petrol,30,55.4,1.4
 Corsa,2016,7310,Manual,29043,Petrol,30,54.3,1.4
 Corsa,2018,8260,Manual,18000,Petrol,145,55.4,1.4
 Corsa,2017,8498,Manual,7076,Petrol,145,55.4,1.4
 Corsa,2017,8495,Manual,9495,Petrol,145,55.4,1.4
 Corsa,2018,10009,Manual,2124,Petrol,145,43.5,1.4
 Corsa,2017,10998,Automatic,176,Petrol,145,47.9,1.4
 Corsa,2016,5998,Manual,30330,Petrol,30,55.4,1.4
 Corsa,2017,7798,Manual,36065,Petrol,30,55.4,1.4
 Corsa,2015,5998,Manual,55493,Petrol,125,53.3,1.2
 Corsa,2019,9998,Manual,10250,Petrol,145,43.5,1.4
 Corsa,2015,6698,Manual,42991,Petrol,125,54.3,1.4
 Corsa,2020,15998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2020,17998,Manual,10,Diesel,145,70.6,1.5
 Corsa,2020,16998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2020,13998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2020,13998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2020,17498,Manual,10,Petrol,150,52.3,1.2
 Corsa,2019,9555,Manual,3641,Petrol,145,43.5,1.4
 Corsa,2017,7795,Manual,7045,Petrol,145,55.4,1.4
 Corsa,2019,12995,Manual,27,Petrol,145,43.5,1.4
 Corsa,2016,6695,Manual,31996,Petrol,0,65.7,1.0
 Corsa,2019,10498,Manual,9260,Petrol,150,43.5,1.4
 Corsa,2019,8495,Manual,9976,Petrol,145,43.5,1.4
 Corsa,2019,10000,Manual,2245,Petrol,150,43.5,1.4
 Corsa,2019,8444,Manual,14507,Petrol,145,43.5,1.4
 Corsa,2018,8417,Manual,5000,Petrol,145,43.5,1.4
 Corsa,2019,11695,Manual,5,Petrol,145,43.5,1.4
 Corsa,2019,8865,Manual,4008,Petrol,145,43.5,1.4
 Corsa,2016,8351,Automatic,32643,Petrol,145,47.9,1.4
 Corsa,2019,11995,Manual,10,Petrol,145,43.5,1.4
 Corsa,2013,4498,Manual,47277,Petrol,125,51.4,1.2
 Corsa,2019,12495,Manual,15,Petrol,145,43.5,1.4
 Corsa,2019,10595,Manual,10033,Petrol,145,43.5,1.4
 Corsa,2016,7995,Manual,36250,Diesel,0,85.6,1.3
 Corsa,2017,8995,Manual,7243,Petrol,150,55.4,1.4
 Corsa,2019,12495,Manual,5,Petrol,145,43.5,1.4
 Corsa,2016,6995,Manual,23590,Petrol,125,53.3,1.2
 Corsa,2019,10995,Manual,10131,Petrol,145,43.5,1.4
 Corsa,2015,7995,Manual,34959,Petrol,125,54.3,1.4
 Corsa,2015,5298,Manual,68517,Petrol,30,55.4,1.4
 Corsa,2014,5498,Manual,22512,Petrol,125,51.4,1.4
 Corsa,2016,8298,Manual,10585,Petrol,30,55.4,1.4
 Corsa,2015,6795,Manual,28039,Petrol,125,52.3,1.2
 Corsa,2018,9495,Manual,6046,Petrol,145,55.4,1.4
 Corsa,2017,8795,Manual,10969,Petrol,145,55.4,1.4
 Corsa,2017,6895,Manual,19853,Petrol,30,55.4,1.4
 Corsa,2018,8995,Manual,7786,Petrol,145,55.4,1.4
 Corsa,2016,6995,Manual,26309,Petrol,125,53.3,1.2
 Corsa,2017,8495,Manual,26528,Petrol,30,55.4,1.4
 Corsa,2019,10595,Manual,5320,Petrol,145,43.5,1.4
 Corsa,2016,8495,Manual,33475,Petrol,30,55.4,1.4
 Corsa,2019,10595,Manual,5786,Petrol,145,43.5,1.4
 Corsa,2019,10595,Manual,7513,Petrol,145,43.5,1.4
 Corsa,2019,11595,Manual,10254,Petrol,145,43.5,1.4
 Corsa,2019,11595,Manual,12036,Petrol,145,43.5,1.4
 Corsa,2017,7698,Manual,13192,Petrol,145,55.4,1.4
 Corsa,2014,5998,Manual,28084,Petrol,125,51.4,1.2
 Corsa,2018,10495,Manual,10218,Petrol,145,55.4,1.4
 Corsa,2016,7495,Manual,45685,Diesel,0,85.6,1.3
 Corsa,2019,9498,Manual,17125,Petrol,150,43.5,1.4
 Corsa,2014,4698,Manual,49337,Petrol,125,51.4,1.4
 Corsa,2017,8498,Manual,12525,Petrol,30,54.3,1.4
 Corsa,2016,6895,Manual,22000,Petrol,30,55.4,1.4
 Corsa,2017,6695,Manual,47000,Petrol,145,55.4,1.4
 Corsa,2016,7498,Manual,89883,Petrol,240,37.7,1.6
 Corsa,2019,9000,Manual,22000,Petrol,145,43.5,1.4
 Corsa,2019,10498,Manual,4704,Petrol,150,43.5,1.4
 Corsa,2016,5698,Manual,55867,Petrol,30,55.4,1.4
 Corsa,2017,7998,Manual,10647,Petrol,150,55.4,1.4
 Corsa,2015,6698,Manual,9832,Petrol,30,55.4,1.4
 Corsa,2015,6998,Manual,41385,Petrol,30,55.4,1.4
 Corsa,2016,7298,Manual,16007,Petrol,30,55.4,1.4
 Corsa,2015,6298,Manual,29116,Petrol,125,53.3,1.2
 Corsa,2017,7698,Manual,35688,Petrol,150,54.3,1.4
 Corsa,2017,9698,Manual,2712,Petrol,30,55.4,1.4
 Corsa,2020,16998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2020,17998,Manual,10,Diesel,145,70.6,1.5
 Corsa,2016,7198,Manual,26245,Petrol,30,55.4,1.4
 Corsa,2014,4998,Manual,35711,Petrol,30,55.4,1.0
 Corsa,2015,4998,Manual,49003,Petrol,125,53.3,1.2
 Corsa,2016,9450,Automatic,14977,Petrol,145,47.9,1.4
 Corsa,2015,9298,Automatic,9382,Petrol,145,47.9,1.4
 Corsa,2017,8998,Manual,15171,Petrol,30,55.4,1.4
 Corsa,2015,8498,Automatic,6388,Petrol,145,47.1,1.4
 Corsa,2016,7998,Manual,18654,Petrol,30,55.4,1.4
 Corsa,2015,5698,Manual,32024,Petrol,125,52.3,1.2
 Corsa,2016,10495,Automatic,10825,Petrol,145,47.9,1.4
 Corsa,2020,13998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2020,15998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2016,5492,Manual,62518,Petrol,30,55.4,1.4
 Corsa,2016,5890,Manual,32563,Petrol,125,53.3,1.2
 Corsa,2015,6498,Manual,31664,Petrol,30,55.4,1.4
 Corsa,2014,4998,Manual,57210,Petrol,125,51.4,1.2
 Corsa,2020,16998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2017,7095,Manual,21500,Petrol,30,55.4,1.4
 Corsa,2015,7298,Manual,15701,Petrol,30,55.4,1.4
 Corsa,2013,5998,Manual,16154,Petrol,125,51.4,1.2
 Corsa,2020,13498,Manual,10,Petrol,150,53.3,1.2
 Corsa,2020,17998,Manual,10,Petrol,150,52.3,1.2
 Corsa,2020,14298,Manual,10,Petrol,150,53.3,1.2
 Corsa,2020,13998,Manual,10,Petrol,150,52.3,1.2
 Corsa,2016,7698,Manual,23979,Petrol,30,55.4,1.4
 Corsa,2016,5998,Manual,28312,Petrol,30,55.4,1.4
 Corsa,2016,7498,Manual,23487,Petrol,30,55.4,1.4
 Corsa,2015,4998,Manual,60147,Petrol,30,55.4,1.4
 Corsa,2016,7998,Manual,25191,Petrol,30,55.4,1.4
 Corsa,2016,10498,Automatic,1326,Petrol,145,47.9,1.4
 Corsa,2015,6450,Manual,38279,Petrol,125,54.3,1.4
 Corsa,2018,8295,Manual,12103,Petrol,150,54.3,1.4
 Corsa,2017,8498,Manual,20194,Petrol,30,54.3,1.4
 Corsa,2016,6998,Manual,20269,Petrol,30,55.4,1.4
 Corsa,2015,6498,Manual,23854,Petrol,30,55.4,1.4
 Corsa,2017,10798,Automatic,17285,Petrol,145,47.9,1.4
 Corsa,2015,6498,Manual,29510,Petrol,125,54.3,1.4
 Corsa,2018,8298,Manual,17472,Petrol,150,55.4,1.4
 Corsa,2015,6398,Manual,36189,Petrol,125,53.3,1.2
 Corsa,2015,7698,Manual,7503,Petrol,30,55.4,1.4
 Corsa,2014,5998,Manual,30496,Petrol,125,51.4,1.2
 Corsa,2020,17598,Manual,10,Petrol,150,52.3,1.2
 Corsa,2020,18598,Manual,10,Diesel,150,70.6,1.5
 Corsa,2020,16998,Manual,10,Petrol,150,52.3,1.2
 Corsa,2020,15998,Manual,10,Petrol,150,52.3,1.2
 Corsa,2020,13498,Manual,10,Petrol,150,53.3,1.2
 Corsa,2020,17998,Manual,10,Diesel,150,70.6,1.5
 Corsa,2020,16998,Manual,10,Petrol,150,52.3,1.2
 Corsa,2020,15998,Manual,10,Petrol,150,52.3,1.2
 Corsa,2015,6298,Manual,49977,Petrol,30,55.4,1.4
 Corsa,2016,7498,Manual,23216,Petrol,30,55.4,1.4
 Corsa,2018,9498,Manual,9992,Petrol,145,54.3,1.4
 Corsa,2020,14498,Manual,10,Petrol,150,52.3,1.2
 Corsa,2016,7498,Manual,26369,Petrol,125,54.3,1.4
 Corsa,2017,7998,Manual,21183,Petrol,30,54.3,1.4
 Corsa,2018,8998,Manual,19561,Petrol,150,55.4,1.4
 Corsa,2015,6498,Manual,29652,Diesel,0,83.1,1.3
 Corsa,2016,7140,Manual,14406,Petrol,30,55.4,1.4
 Corsa,2015,6298,Manual,43558,Petrol,30,55.4,1.4
 Corsa,2013,3998,Manual,54498,Petrol,125,51.4,1.4
 Corsa,2018,8798,Manual,18840,Petrol,145,54.3,1.4
 Corsa,2013,4998,Manual,23000,Petrol,125,51.4,1.2
 Corsa,2014,5498,Manual,52302,Petrol,125,51.4,1.2
 Corsa,2015,6998,Manual,18009,Petrol,30,55.4,1.4
 Corsa,2017,7998,Manual,18364,Petrol,30,55.4,1.4
 Corsa,2015,5898,Manual,65349,Petrol,125,54.3,1.4
 Corsa,2018,9498,Manual,19301,Petrol,150,43.5,1.4
 Corsa,2013,4998,Manual,45701,Petrol,125,51.4,1.4
 Corsa,2016,5998,Manual,32957,Petrol,30,55.4,1.4
 Corsa,2016,6798,Manual,37452,Petrol,30,54.3,1.4
 Corsa,2015,7298,Manual,19713,Petrol,125,53.3,1.2
 Corsa,2015,6998,Manual,21340,Petrol,125,54.3,1.4
 Corsa,2018,8798,Manual,18674,Petrol,145,55.4,1.4
 Corsa,2016,7298,Manual,40385,Petrol,30,54.3,1.4
 Corsa,2016,7298,Manual,19500,Petrol,30,55.4,1.4
 Corsa,2016,8498,Manual,24914,Petrol,30,55.4,1.4
 Corsa,2015,7698,Manual,20066,Petrol,30,55.4,1.4
 Corsa,2016,7498,Manual,14663,Petrol,30,55.4,1.4
 Corsa,2016,6998,Manual,26937,Petrol,30,55.4,1.4
 Corsa,2018,9998,Manual,4309,Petrol,145,43.5,1.4
 Corsa,2016,7998,Manual,27504,Petrol,30,54.3,1.4
 Corsa,2015,6998,Manual,27042,Petrol,125,53.3,1.2
 Corsa,2016,7998,Manual,23113,Petrol,30,54.3,1.4
 Corsa,2016,6998,Manual,24213,Petrol,30,55.4,1.4
 Corsa,2017,7798,Manual,24733,Petrol,145,54.3,1.4
 Corsa,2020,17998,Manual,18,Diesel,150,70.6,1.5
 Corsa,2020,16998,Manual,10,Petrol,150,52.3,1.2
 Corsa,2020,13998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2020,15998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2017,7998,Manual,21815,Petrol,30,54.3,1.4
 Corsa,2017,7998,Manual,24189,Petrol,30,55.4,1.4
 Corsa,2020,16998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2016,7698,Manual,11345,Petrol,30,55.4,1.4
 Corsa,2017,7998,Manual,20522,Petrol,145,55.4,1.4
 Corsa,2015,8998,Automatic,16476,Petrol,145,47.9,1.4
 Corsa,2017,6280,Manual,50246,Petrol,145,55.4,1.4
 Corsa,2017,7695,Manual,11551,Petrol,145,55.4,1.4
 Corsa,2016,7600,Manual,15900,Petrol,125,54.3,1.4
 Corsa,2016,6575,Manual,23023,Petrol,30,55.4,1.4
 Corsa,2017,7491,Manual,11331,Petrol,145,55.4,1.4
 Corsa,2016,7898,Manual,7312,Petrol,30,55.4,1.4
 Corsa,2015,6998,Manual,19598,Petrol,30,55.4,1.4
 Corsa,2019,8990,Manual,8948,Petrol,145,43.5,1.4
 Corsa,2016,7190,Manual,29176,Petrol,125,54.3,1.4
 Corsa,2017,6991,Manual,25056,Petrol,30,55.4,1.4
 Corsa,2015,4491,Manual,71029,Petrol,125,53.3,1.2
 Corsa,2017,7960,Manual,12040,Petrol,30,55.4,1.4
 Corsa,2018,5991,Manual,62451,Petrol,150,55.4,1.4
 Corsa,2016,7080,Manual,26352,Petrol,30,55.4,1.4
 Corsa,2017,7380,Manual,29683,Petrol,30,55.4,1.4
 Corsa,2015,6498,Manual,11486,Petrol,125,52.3,1.2
 Corsa,2015,6998,Manual,32450,Petrol,125,54.3,1.4
 Corsa,2016,7998,Manual,19401,Petrol,30,55.4,1.4
 Corsa,2016,7998,Manual,6885,Petrol,30,55.4,1.4
 Corsa,2013,3498,Manual,45640,Petrol,30,55.4,1.0
 Corsa,2018,8298,Manual,30659,Petrol,145,55.4,1.4
 Corsa,2019,10498,Manual,5161,Petrol,150,43.5,1.4
 Corsa,2019,10698,Automatic,6183,Petrol,150,39.8,1.4
 Corsa,2017,7998,Manual,16525,Petrol,30,54.3,1.4
 Corsa,2017,7465,Manual,20050,Petrol,150,55.4,1.4
 Corsa,2017,7298,Manual,34670,Petrol,145,54.3,1.4
 Corsa,2019,10490,Manual,3000,Petrol,145,43.5,1.4
 Corsa,2016,5891,Manual,27619,Petrol,30,55.4,1.4
 Corsa,2019,10490,Manual,2650,Petrol,145,43.5,1.4
 Corsa,2016,8297,Manual,10295,Petrol,30,55.4,1.4
 Corsa,2016,6650,Manual,20976,Petrol,30,55.4,1.4
 Corsa,2016,7310,Manual,41741,Petrol,30,57.6,1.0
 Corsa,2019,8330,Manual,8233,Petrol,145,43.5,1.4
 Corsa,2019,8350,Manual,7441,Petrol,145,43.5,1.4
 Corsa,2018,10498,Manual,14826,Petrol,150,48.7,1.4
 Corsa,2013,4698,Manual,34273,Petrol,125,51.4,1.4
 Corsa,2016,7698,Manual,25886,Petrol,30,55.4,1.4
 Corsa,2016,7568,Manual,39021,Petrol,30,55.4,1.4
 Corsa,2015,4591,Manual,54593,Petrol,125,51.4,1.2
 Corsa,2020,17598,Manual,10,Petrol,150,52.3,1.2
 Corsa,2019,10998,Manual,9643,Petrol,145,44.8,1.4
 Corsa,2015,7298,Manual,16125,Petrol,125,54.3,1.4
 Corsa,2016,6598,Manual,32871,Petrol,30,55.4,1.4
 Corsa,2016,7160,Manual,46636,Petrol,30,57.6,1.0
 Corsa,2019,9798,Manual,9626,Petrol,145,43.5,1.4
 Corsa,2016,7998,Manual,19881,Petrol,30,55.4,1.4
 Corsa,2017,7998,Manual,18144,Petrol,30,54.3,1.4
 Corsa,2015,6498,Manual,30657,Petrol,125,54.3,1.4
 Corsa,2019,9798,Manual,5197,Petrol,145,43.5,1.4
 Corsa,2013,4660,Manual,39968,Petrol,125,51.4,1.2
 Corsa,2016,8020,Automatic,54422,Petrol,145,47.9,1.4
 Corsa,2016,6360,Manual,20928,Petrol,30,55.4,1.4
 Corsa,2016,6750,Manual,39031,Petrol,30,55.4,1.4
 Corsa,2016,7998,Manual,23868,Diesel,0,85.6,1.3
 Corsa,2016,8310,Manual,8682,Petrol,30,55.4,1.4
 Corsa,2016,7640,Manual,24077,Petrol,30,55.4,1.4
 Corsa,2016,9703,Automatic,15325,Petrol,145,47.9,1.4
 Corsa,2015,5998,Manual,46527,Petrol,30,55.4,1.4
 Corsa,2016,7995,Manual,12211,Petrol,30,55.4,1.4
 Corsa,2020,16598,Manual,10,Petrol,150,52.3,1.2
 Corsa,2016,6498,Manual,37101,Petrol,30,54.3,1.4
 Corsa,2016,7711,Manual,22923,Petrol,30,55.4,1.4
 Corsa,2017,7630,Manual,16668,Petrol,30,55.4,1.4
 Corsa,2015,5601,Manual,44200,Petrol,125,51.4,1.4
 Corsa,2015,6998,Manual,24074,Petrol,30,55.4,1.4
 Corsa,2015,5498,Manual,64726,Petrol,125,54.3,1.4
 Corsa,2014,4998,Manual,36801,Petrol,125,51.4,1.4
 Corsa,2018,8998,Manual,14157,Petrol,150,43.5,1.4
 Corsa,2020,17598,Manual,10,Petrol,150,52.3,1.2
 Corsa,2017,8698,Manual,11698,Petrol,30,54.3,1.4
 Corsa,2018,9500,Manual,6862,Petrol,145,43.5,1.4
 Corsa,2016,8498,Automatic,6347,Petrol,30,55.4,1.4
 Corsa,2015,7298,Manual,12202,Petrol,30,55.4,1.4
 Corsa,2020,16698,Manual,10,Petrol,150,52.3,1.2
 Corsa,2020,18498,Manual,10,Diesel,150,70.6,1.5
 Corsa,2016,7998,Manual,18886,Petrol,30,55.4,1.4
 Corsa,2016,7498,Manual,16191,Petrol,30,55.4,1.4
 Corsa,2017,7998,Manual,20023,Petrol,30,55.4,1.4
 Corsa,2017,8498,Manual,30203,Petrol,30,54.3,1.4
 Corsa,2017,7998,Manual,13600,Petrol,30,54.3,1.4
 Corsa,2017,9498,Manual,12887,Petrol,150,55.4,1.4
 Corsa,2013,4291,Manual,43201,Petrol,30,55.4,1.0
 Corsa,2015,7498,Manual,15353,Petrol,125,53.3,1.2
 Corsa,2017,8798,Manual,17622,Petrol,145,55.4,1.4
 Corsa,2015,8998,Automatic,24812,Petrol,145,47.9,1.4
 Corsa,2013,4998,Manual,48047,Petrol,125,51.4,1.2
 Corsa,2017,7698,Manual,24595,Petrol,150,55.4,1.4
 Corsa,2019,10498,Manual,10981,Petrol,150,43.5,1.4
 Corsa,2019,10698,Automatic,10109,Petrol,150,39.8,1.4
 Corsa,2019,10698,Automatic,8718,Petrol,150,39.8,1.4
 Corsa,2013,5298,Manual,55259,Petrol,125,51.4,1.2
 Corsa,2020,16998,Manual,398,Petrol,150,52.3,1.2
 Corsa,2020,18598,Manual,10,Diesel,150,70.6,1.5
 Corsa,2020,17598,Manual,10,Petrol,150,52.3,1.2
 Corsa,2020,16798,Manual,10,Petrol,150,52.3,1.2
 Corsa,2016,6498,Manual,10213,Petrol,30,55.4,1.4
 Corsa,2017,10998,Automatic,10792,Petrol,145,47.9,1.4
 Corsa,2016,7998,Manual,15697,Petrol,30,55.4,1.4
 Corsa,2016,6998,Manual,24332,Petrol,30,55.4,1.4
 Corsa,2017,7798,Manual,21226,Petrol,145,55.4,1.4
 Corsa,2017,8598,Manual,15659,Petrol,145,54.3,1.4
 Corsa,2014,5601,Manual,32528,Petrol,125,51.4,1.4
 Corsa,2015,6732,Manual,24033,Petrol,125,54.3,1.4
 Corsa,2015,6450,Manual,58000,Diesel,0,85.6,1.3
 Corsa,2016,7471,Manual,30544,Petrol,30,55.4,1.4
 Corsa,2017,8171,Manual,21316,Petrol,30,54.3,1.4
 Corsa,2015,6991,Manual,12158,Petrol,125,53.3,1.2
 Corsa,2015,7520,Manual,6004,Petrol,125,52.3,1.2
 Corsa,2015,6860,Manual,30217,Petrol,125,54.3,1.4
 Corsa,2016,7450,Manual,32156,Petrol,30,55.4,1.4
 Corsa,2017,8298,Manual,11434,Petrol,30,54.3,1.4
 Corsa,2014,5498,Manual,14730,Petrol,125,51.4,1.4
 Corsa,2016,6798,Manual,34115,Petrol,30,55.4,1.4
 Corsa,2016,7998,Manual,15730,Petrol,30,55.4,1.4
 Corsa,2016,7498,Manual,18985,Petrol,30,55.4,1.4
 Corsa,2016,5998,Manual,20149,Petrol,30,55.4,1.4
 Corsa,2016,8298,Manual,23002,Petrol,30,55.4,1.4
 Corsa,2019,9990,Manual,18474,Petrol,145,43.5,1.4
 Corsa,2015,6498,Manual,34810,Petrol,30,55.4,1.4
 Corsa,2017,7798,Manual,26776,Petrol,30,54.3,1.4
 Corsa,2020,16998,Manual,5,Petrol,145,52.3,1.2
 Corsa,2016,7298,Manual,34631,Petrol,30,54.3,1.4
 Corsa,2020,13998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2016,6298,Manual,19150,Petrol,30,55.4,1.4
 Corsa,2016,6798,Manual,33286,Petrol,30,55.4,1.4
 Corsa,2020,17998,Manual,10,Diesel,145,70.6,1.5
 Corsa,2020,17998,Manual,65,Diesel,145,70.6,1.5
 Corsa,2015,6998,Manual,44797,Petrol,30,55.4,1.4
 Corsa,2020,18598,Manual,10,Diesel,150,70.6,1.5
 Corsa,2015,5789,Manual,28873,Petrol,125,51.4,1.4
 Corsa,2017,7490,Manual,19642,Petrol,30,55.4,1.4
 Corsa,2016,10795,Automatic,2518,Petrol,145,47.9,1.4
 Corsa,2017,7495,Manual,24981,Petrol,150,54.3,1.4
 Corsa,2016,9998,Manual,7199,Diesel,0,85.6,1.3
 Corsa,2018,9070,Manual,16403,Petrol,145,43.5,1.4
 Corsa,2018,9250,Manual,5361,Petrol,145,43.5,1.4
 Corsa,2015,7250,Manual,27678,Petrol,30,55.4,1.4
 Corsa,2019,9798,Manual,6674,Petrol,145,43.5,1.4
 Corsa,2019,9798,Manual,5839,Petrol,145,43.5,1.4
 Corsa,2014,5090,Manual,55767,Petrol,125,51.4,1.4
 Corsa,2016,5998,Manual,43600,Petrol,30,55.4,1.4
 Corsa,2016,8998,Manual,11842,Diesel,0,88.3,1.3
 Corsa,2015,8298,Manual,55451,Petrol,235,37.7,1.6
 Corsa,2016,5998,Manual,19311,Petrol,30,55.4,1.4
 Corsa,2016,6350,Manual,43000,Petrol,30,54.3,1.4
 Corsa,2016,7500,Manual,9930,Petrol,125,54.3,1.4
 Corsa,2018,8151,Manual,25138,Petrol,145,55.4,1.4
 Corsa,2017,8340,Manual,5762,Petrol,145,54.3,1.4
 Corsa,2014,5390,Manual,31936,Petrol,30,55.4,1.4
 Corsa,2018,9998,Automatic,10548,Petrol,145,39.8,1.4
 Corsa,2017,8298,Manual,20528,Petrol,145,54.3,1.4
 Corsa,2019,9490,Manual,3162,Petrol,150,43.5,1.4
 Corsa,2016,5985,Manual,33160,Petrol,30,55.4,1.4
 Corsa,2019,9945,Manual,7,Petrol,150,43.5,1.4
 Corsa,2018,9598,Manual,12184,Petrol,150,43.5,1.4
 Corsa,2017,7698,Manual,22750,Petrol,30,55.4,1.4
 Corsa,2017,7291,Manual,20014,Petrol,30,55.4,1.4
 Corsa,2018,8100,Manual,9390,Petrol,145,55.4,1.4
 Corsa,2017,9300,Automatic,13258,Petrol,145,47.9,1.4
 Corsa,2020,15998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2020,18598,Manual,10,Diesel,150,70.6,1.5
 Corsa,2019,10498,Manual,3204,Petrol,150,44.8,1.4
 Corsa,2016,7000,Manual,29302,Petrol,30,55.4,1.4
 Corsa,2019,8460,Manual,4288,Petrol,145,43.5,1.4
 Corsa,2019,10990,Manual,908,Petrol,145,43.5,1.4
 Corsa,2019,10130,Manual,1632,Petrol,145,43.5,1.4
 Corsa,2019,9470,Manual,4498,Petrol,145,43.5,1.4
 Corsa,2016,7298,Manual,27538,Petrol,30,55.4,1.4
 Corsa,2016,5998,Manual,19078,Petrol,30,55.4,1.4
 Corsa,2015,6798,Manual,28891,Petrol,30,55.4,1.4
 Corsa,2020,16998,Manual,10,Petrol,145,52.3,1.2
 Corsa,2019,10798,Manual,9741,Petrol,150,44.8,1.4
 Corsa,2017,7995,Manual,13049,Petrol,30,54.3,1.4
 Corsa,2019,10990,Manual,1932,Petrol,145,43.5,1.4
 Corsa,2014,4991,Manual,28552,Petrol,125,51.4,1.2
 Corsa,2015,6498,Manual,36249,Petrol,30,55.4,1.4
 Corsa,2013,5698,Manual,32596,Petrol,125,51.4,1.2
 Corsa,2018,9340,Manual,20487,Petrol,145,43.5,1.4
 Corsa,2017,6991,Manual,18756,Petrol,145,55.4,1.4
 Corsa,2013,3991,Manual,47083,Petrol,30,55.4,1.0
 Corsa,2017,6391,Manual,29481,Petrol,30,55.4,1.4
 Corsa,2017,8491,Manual,19137,Petrol,30,57.6,1.0
 Corsa,2015,6091,Manual,28804,Petrol,30,54.3,1.4
 Corsa,2019,10798,Manual,7971,Petrol,145,44.8,1.4
 Corsa,2016,7791,Manual,32029,Petrol,125,54.3,1.4
 Corsa,2017,7721,Manual,23341,Petrol,145,55.4,1.4
 Corsa,2016,6310,Manual,41142,Petrol,30,55.4,1.4
