model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A Class,2015,12498,Manual,27680,Diesel,30,64.2,2.1
 V Class,2018,24998,Manual,23275,Diesel,145,46.3,2.1
 A Class,2014,12468,Semi-Auto,33211,Diesel,30,65.7,1.8
 A Class,2014,10991,Manual,53828,Diesel,20,70.6,1.5
 GLA Class,2016,17221,Semi-Auto,40308,Diesel,125,56.5,2.1
 C Class,2017,20091,Semi-Auto,24991,Diesel,150,61.4,2.1
 B Class,2013,8450,Manual,46831,Diesel,125,61.4,1.8
 A Class,2017,16490,Semi-Auto,41445,Diesel,20,74.3,1.5
 A Class,2018,18750,Semi-Auto,8759,Petrol,145,52.3,1.6
 GLA Class,2018,20911,Semi-Auto,19004,Diesel,150,56.5,2.1
 GLA Class,2017,21291,Semi-Auto,15830,Diesel,150,56.5,2.1
 B Class,2017,12730,Manual,14882,Diesel,150,68.9,1.5
 E Class,2018,21331,Semi-Auto,41530,Diesel,145,65.7,2.0
 E Class,2018,28990,Semi-Auto,13590,Diesel,145,51.4,3.0
 A Class,2018,30881,Semi-Auto,9840,Petrol,145,40.9,2.0
 GLS Class,2019,46931,Semi-Auto,7650,Diesel,150,37.2,3.0
 CL Class,2017,17565,Semi-Auto,43658,Diesel,20,70.6,2.1
 C Class,2015,15790,Semi-Auto,19830,Petrol,125,50.4,2.0
 C Class,2020,36990,Semi-Auto,3953,Petrol,145,42.2,2.0
 A Class,2017,15943,Semi-Auto,19130,Diesel,145,70.6,2.1
 GLE Class,2016,25491,Semi-Auto,35138,Diesel,200,47.9,2.1
 C Class,2015,14984,Semi-Auto,68647,Diesel,30,64.2,2.1
 B Class,2020,20850,Manual,3955,Petrol,145,45.6,1.3
 GLA Class,2017,17016,Manual,24464,Diesel,145,67.3,2.1
 A Class,2017,16015,Manual,25428,Petrol,145,51.4,1.6
 SL CLASS,2017,22495,Semi-Auto,15092,Petrol,150,47.9,2.0
 CLS Class,2019,69995,Semi-Auto,992,Petrol,150,31.7,3.0
 S Class,2018,72995,Semi-Auto,9740,Petrol,145,34.0,4.0
 A Class,2018,19491,Semi-Auto,4265,Diesel,145,65.7,1.5
 GLC Class,2016,27050,Semi-Auto,38438,Diesel,145,56.5,2.1
 E Class,2017,19450,Semi-Auto,15834,Diesel,20,72.4,2.0
 A Class,2020,23970,Semi-Auto,1500,Diesel,145,65.7,1.5
 A Class,2018,18691,Semi-Auto,12043,Diesel,145,65.7,1.5
 GLC Class,2016,22650,Automatic,52567,Diesel,125,56.5,2.1
 GLA Class,2016,19297,Automatic,21761,Petrol,200,43.5,2.0
 B Class,2018,17991,Semi-Auto,6132,Petrol,150,50.4,1.6
 A Class,2017,15695,Manual,24866,Petrol,150,49.6,1.6
 GLA Class,2018,20991,Semi-Auto,18777,Diesel,150,56.5,2.1
 A Class,2019,20080,Semi-Auto,12291,Petrol,145,53.3,1.3
 A Class,2019,19592,Manual,11245,Petrol,145,28.5,1.3
 C Class,2019,27810,Automatic,6621,Diesel,145,61.4,2.0
 E Class,2019,36247,Automatic,2459,Diesel,145,48.7,3.0
 E Class,2016,19700,Semi-Auto,24874,Diesel,30,65.7,2.0
 C Class,2018,28750,Automatic,7140,Diesel,145,54.3,2.0
 A Class,2018,19470,Semi-Auto,8970,Petrol,145,53.3,1.3
 E Class,2017,20997,Automatic,20730,Diesel,145,65.7,2.0
 E Class,2016,19370,Semi-Auto,12824,Diesel,20,72.4,2.0
 C Class,2017,26790,Automatic,4910,Petrol,145,40.9,2.0
 E Class,2017,19751,Semi-Auto,36056,Diesel,30,65.7,2.0
 E Class,2017,20795,Semi-Auto,28348,Diesel,145,65.7,2.0
 SL CLASS,2016,18991,Semi-Auto,11813,Diesel,30,70.6,2.1
 GLA Class,2017,30500,Semi-Auto,18791,Petrol,145,38.2,2.0
 GLE Class,2017,28795,Semi-Auto,17713,Diesel,145,47.9,2.1
 E Class,2017,22740,Automatic,25567,Diesel,145,51.4,3.0
 CL Class,2018,31850,Semi-Auto,10500,Petrol,145,40.9,2.0
 GLE Class,2019,44500,Automatic,8489,Diesel,145,36.7,3.0
 V Class,2018,21996,Manual,34483,Diesel,145,46.3,2.1
 X-CLASS,2018,18991,Manual,14243,Diesel,260,37.2,2.3
 C Class,2017,15280,Manual,27832,Diesel,145,72.4,1.6
 E Class,2017,19150,Semi-Auto,32844,Diesel,150,56.5,2.1
 E Class,2017,19070,Semi-Auto,39224,Diesel,150,65.7,2.0
 A Class,2017,15490,Manual,40014,Diesel,30,62.8,2.1
 C Class,2017,35420,Semi-Auto,24057,Petrol,150,34.5,4.0
 E Class,2014,13000,Semi-Auto,60500,Diesel,125,57.7,2.1
 GLC Class,2017,29500,Semi-Auto,25782,Diesel,150,56.5,2.1
 C Class,2017,33000,Semi-Auto,10439,Petrol,145,35.3,3.0
 A Class,2018,28350,Semi-Auto,29724,Petrol,145,40.9,2.0
 M Class,2015,32250,Semi-Auto,43910,Petrol,570,23.9,5.5
 GLC Class,2018,53750,Automatic,5444,Petrol,145,27.4,4.0
 CLS Class,2014,16500,Semi-Auto,53931,Diesel,200,46.3,3.0
 A Class,2016,13995,Semi-Auto,64168,Diesel,20,67.3,2.1
 GLC Class,2017,26998,Semi-Auto,21554,Diesel,145,56.5,2.1
 GLC Class,2017,28998,Semi-Auto,21263,Diesel,145,56.5,2.1
 S Class,2017,31055,Semi-Auto,13763,Diesel,160,50.4,3.0
 C Class,2017,18115,Semi-Auto,20846,Petrol,145,50.4,2.0
 A Class,2016,14541,Manual,17474,Diesel,20,72.4,1.5
 E Class,2017,20000,Semi-Auto,28552,Diesel,145,67.3,2.0
 C Class,2016,14750,Automatic,28612,Diesel,20,65.7,2.1
 A Class,2018,18551,Semi-Auto,14444,Diesel,145,65.7,1.5
 E Class,2017,20150,Semi-Auto,25899,Diesel,30,65.7,2.0
 A Class,2018,17689,Automatic,11791,Diesel,145,68.9,2.1
 CL Class,2018,19005,Manual,13515,Diesel,145,65.7,2.1
 GLA Class,2015,14241,Manual,40402,Diesel,20,64.2,2.1
 CL Class,2015,14340,Automatic,51168,Diesel,20,68.9,2.1
 E Class,2013,12013,Semi-Auto,59338,Diesel,125,57.7,2.1
 GLE Class,2017,27645,Automatic,17022,Diesel,200,47.9,2.1
 C Class,2019,28887,Automatic,9985,Diesel,145,57.7,2.0
 C Class,2018,23247,Automatic,10137,Diesel,145,61.4,2.1
 E Class,2017,20737,Automatic,22122,Diesel,145,65.7,2.0
 C Class,2017,22720,Automatic,14161,Diesel,145,67.3,2.1
 GLC Class,2017,23615,Semi-Auto,41243,Diesel,145,56.5,2.1
 E Class,2018,25498,Semi-Auto,10267,Diesel,150,58.9,2.0
 V Class,2018,20998,Manual,14453,Diesel,145,46.3,2.1
 C Class,2016,17498,Semi-Auto,63507,Hybrid,0,76.4,2.1
 C Class,2015,10998,Manual,92589,Diesel,20,68.9,2.1
 C Class,2016,15798,Semi-Auto,41279,Diesel,20,64.2,2.1
 C Class,2017,16495,Semi-Auto,25656,Diesel,30,65.7,1.6
 GLA Class,2014,16650,Semi-Auto,34200,Diesel,145,55.4,2.1
 GLC Class,2017,27498,Automatic,29933,Diesel,145,56.5,2.1
 C Class,2018,25298,Semi-Auto,8702,Petrol,145,47.1,2.0
 GLC Class,2016,28798,Semi-Auto,18773,Diesel,145,56.5,2.1
 CL Class,2020,26850,Automatic,3956,Petrol,145,44.8,1.3
 GLS Class,2019,44890,Automatic,18082,Diesel,145,37.2,3.0
 X-CLASS,2019,23996,Automatic,9160,Diesel,260,35.8,2.3
 V Class,2018,18691,Automatic,20074,Diesel,150,48.7,2.1
 V Class,2019,25991,Automatic,3442,Diesel,150,39.8,2.1
 X-CLASS,2019,25491,Automatic,10485,Diesel,265,35.8,2.3
 C Class,2019,27998,Semi-Auto,10134,Diesel,145,61.4,2.0
 GLE Class,2017,34998,Semi-Auto,33127,Diesel,145,39.2,3.0
 A Class,2013,12362,Automatic,45166,Diesel,30,64.2,2.1
 C Class,2017,18240,Semi-Auto,44118,Hybrid,0,134.5,2.0
 C Class,2017,18231,Semi-Auto,20185,Petrol,145,50.4,2.0
 C Class,2014,14601,Semi-Auto,60000,Diesel,125,60.1,2.1
 C Class,2016,20365,Semi-Auto,21430,Petrol,145,49.6,2.0
 M Class,2014,19194,Semi-Auto,57573,Diesel,200,46.3,2.1
 E Class,2019,30350,Semi-Auto,3607,Diesel,145,57.7,2.0
 A Class,2016,13480,Manual,58150,Diesel,30,62.8,2.1
 C Class,2016,21505,Automatic,16703,Diesel,125,61.4,2.1
 GLS Class,2016,41750,Automatic,30448,Diesel,300,37.2,3.0
 SL CLASS,2017,19621,Semi-Auto,13764,Diesel,145,70.6,2.1
 GLE Class,2016,27880,Automatic,11513,Diesel,200,47.9,2.1
 A Class,2020,25980,Manual,385,Petrol,145,44.1,1.3
 A Class,2020,25980,Manual,347,Petrol,145,47.1,1.3
 E Class,2017,22780,Semi-Auto,20774,Diesel,145,65.7,2.0
 A Class,2020,22480,Manual,526,Petrol,145,45.6,1.3
 E Class,2020,56980,Semi-Auto,3999,Petrol,145,32.1,3.0
 GLC Class,2020,49980,Semi-Auto,3999,Petrol,145,26.4,3.0
 CL Class,2019,28980,Semi-Auto,1434,Petrol,145,44.1,1.3
 SL CLASS,2016,17391,Semi-Auto,14224,Diesel,30,70.6,2.1
 A Class,2018,18590,Automatic,8297,Diesel,145,68.9,1.5
 GLE Class,2017,27357,Automatic,39110,Diesel,145,42.8,3.0
 A Class,2018,19403,Automatic,8657,Diesel,145,67.3,1.5
 C Class,2018,24791,Semi-Auto,16052,Petrol,145,44.1,2.0
 GLC Class,2019,27100,Automatic,9196,Diesel,145,41.5,2.1
 GLA Class,2018,23635,Automatic,10466,Diesel,145,56.5,2.1
 C Class,2015,16581,Semi-Auto,23985,Diesel,20,64.2,2.1
 GLE Class,2016,27685,Automatic,13656,Diesel,200,47.9,2.1
 GLA Class,2017,20150,Semi-Auto,16639,Diesel,145,56.5,2.1
 E Class,2016,19431,Semi-Auto,36790,Diesel,145,54.3,3.0
 GLA Class,2017,19891,Semi-Auto,30063,Diesel,125,56.5,2.1
 C Class,2019,41500,Semi-Auto,3805,Petrol,145,30.4,3.0
 GLC Class,2019,35980,Semi-Auto,4115,Diesel,145,43.5,2.0
 CLS Class,2018,33000,Semi-Auto,5673,Diesel,145,48.7,2.9
 GLC Class,2016,24480,Semi-Auto,31730,Diesel,125,56.5,2.1
 C Class,2016,20480,Semi-Auto,20169,Diesel,30,64.2,2.1
 GLE Class,2017,27000,Semi-Auto,29054,Diesel,200,47.9,2.1
 C Class,2016,21000,Semi-Auto,22156,Diesel,30,64.2,2.1
 GLA Class,2018,21980,Semi-Auto,15728,Diesel,145,56.5,2.1
 GLE Class,2019,50480,Semi-Auto,3999,Diesel,145,36.7,2.0
 A Class,2019,26999,Automatic,4105,Diesel,145,56.5,2.0
 E Class,2017,20555,Semi-Auto,23656,Diesel,30,65.7,2.0
 C Class,2016,20995,Automatic,19805,Diesel,20,67.3,2.1
 C Class,2015,17790,Automatic,8726,Diesel,20,64.2,2.1
 CL Class,2016,22661,Semi-Auto,14776,Petrol,200,42.8,2.0
 A Class,2013,10664,Semi-Auto,43292,Diesel,30,65.7,1.8
 E Class,2014,13890,Semi-Auto,43067,Diesel,145,54.3,2.1
 GLC Class,2016,22510,Semi-Auto,36672,Diesel,125,56.5,2.1
 C Class,2018,22991,Semi-Auto,7615,Diesel,145,67.3,2.1
 GLA Class,2016,17995,Semi-Auto,16919,Diesel,125,56.5,2.1
 S Class,2020,64980,Semi-Auto,3999,Diesel,145,40.4,3.0
 C Class,2019,20980,Semi-Auto,4908,Petrol,145,44.1,1.5
 C Class,2019,28429,Semi-Auto,5866,Diesel,145,54.3,1.6
 B Class,2019,23980,Semi-Auto,4012,Diesel,145,55.4,2.0
 GLE Class,2019,49980,Semi-Auto,52,Diesel,145,36.7,2.0
 GLE Class,2019,49980,Semi-Auto,4089,Diesel,145,36.7,2.0
 GLC Class,2019,38000,Semi-Auto,3180,Diesel,145,40.9,2.0
 GLA Class,2020,25480,Semi-Auto,16,Petrol,145,37.2,1.6
 C Class,2020,32480,Semi-Auto,16,Diesel,145,64.2,2.0
 A Class,2020,24480,Manual,16,Petrol,145,28.5,1.3
 V Class,2019,39980,Semi-Auto,3257,Diesel,145,44.8,2.2
 V Class,2019,46980,Semi-Auto,2888,Diesel,145,36.7,2.0
 A Class,2017,19480,Semi-Auto,22000,Diesel,145,68.9,2.1
 GLC Class,2016,34980,Semi-Auto,31499,Petrol,300,34.0,3.0
 E Class,2016,17680,Semi-Auto,46512,Diesel,145,56.5,2.1
 E Class,2019,24780,Semi-Auto,6631,Diesel,145,72.4,2.0
 V Class,2017,34980,Semi-Auto,6316,Diesel,145,45.6,2.2
 C Class,2019,45980,Semi-Auto,3830,Petrol,145,29.7,3.0
 CL Class,2016,16480,Manual,46228,Petrol,125,51.4,1.6
 GLC Class,2020,41980,Semi-Auto,3774,Diesel,145,40.9,2.0
 GLC Class,2019,31980,Semi-Auto,3999,Petrol,145,34.0,2.0
 A Class,2020,25980,Manual,385,Petrol,145,47.1,1.3
 E Class,2019,52000,Semi-Auto,4130,Petrol,145,31.7,3.0
 C Class,2016,19750,Semi-Auto,25000,Diesel,30,64.2,2.1
 GLC Class,2017,28498,Semi-Auto,26299,Diesel,145,56.5,2.1
 E Class,2015,14998,Semi-Auto,27512,Diesel,125,57.7,2.1
 A Class,2016,21498,Semi-Auto,14913,Petrol,205,42.8,2.0
 B Class,2017,15298,Semi-Auto,18656,Diesel,20,68.9,1.5
 B Class,2017,15490,Semi-Auto,28000,Petrol,145,51.4,1.6
 A Class,2017,18000,Semi-Auto,10227,Diesel,20,67.3,2.1
 A Class,2017,15000,Manual,27842,Diesel,150,68.9,1.5
 B Class,2017,13500,Manual,34396,Diesel,20,68.9,1.5
 V Class,2018,18450,Manual,23075,Diesel,145,46.3,2.1
 V Class,2019,17950,Manual,22538,Diesel,145,46.3,2.1
 V Class,2019,20750,Automatic,18603,Diesel,145,48.7,2.1
 V Class,2019,20950,Automatic,20500,Diesel,145,48.7,2.1
 C Class,2017,16299,Automatic,30612,Diesel,145,64.2,2.1
 X-CLASS,2017,31994,Automatic,24800,Diesel,260,35.8,2.3
 X-CLASS,2020,31991,Automatic,303,Diesel,260,35.8,2.3
 X-CLASS,2019,34491,Automatic,8798,Diesel,260,31.4,3.0
 X-CLASS,2019,24991,Automatic,8974,Diesel,260,35.8,2.3
 X-CLASS,2019,25926,Automatic,9772,Diesel,260,35.8,2.3
 X-CLASS,2019,22995,Automatic,11479,Diesel,260,35.8,2.3
 GLE Class,2017,27380,Semi-Auto,37060,Diesel,200,47.9,2.1
 GLC Class,2016,24741,Semi-Auto,42300,Diesel,125,56.5,2.1
 C Class,2016,16657,Semi-Auto,24247,Diesel,20,65.7,2.1
 E Class,2016,18304,Semi-Auto,45905,Diesel,30,61.4,2.0
 GLC Class,2016,21980,Semi-Auto,23000,Diesel,125,56.5,2.1
 A Class,2016,14740,Manual,37600,Diesel,30,62.8,2.1
 A Class,2018,19385,Automatic,9122,Diesel,145,65.7,1.5
 C Class,2019,34980,Semi-Auto,16169,Petrol,150,30.4,3.0
 GLC Class,2016,24340,Semi-Auto,36320,Diesel,125,56.5,2.1
 E Class,2016,17940,Semi-Auto,35012,Diesel,30,65.7,2.0
 GLC Class,2019,32480,Semi-Auto,10217,Diesel,145,56.5,2.1
 GLE Class,2019,54500,Semi-Auto,2870,Diesel,145,32.8,3.0
 GLE Class,2017,40980,Semi-Auto,17763,Diesel,145,39.2,3.0
 GLE Class,2016,28980,Semi-Auto,22442,Diesel,260,42.8,3.0
 E Class,2019,28480,Semi-Auto,12667,Diesel,145,58.9,2.0
 E Class,2018,30000,Semi-Auto,8010,Diesel,145,51.4,3.0
 C Class,2019,25980,Semi-Auto,13624,Petrol,145,45.6,1.5
 GLC Class,2019,30480,Semi-Auto,15224,Diesel,145,56.5,2.1
 E Class,2019,28480,Semi-Auto,9876,Diesel,145,58.9,2.0
 C Class,2019,24980,Semi-Auto,2072,Petrol,145,47.9,2.0
 C Class,2017,19250,Semi-Auto,30796,Hybrid,0,134.5,2.0
 A Class,2014,9480,Manual,67569,Diesel,20,72.4,1.5
 E Class,2016,16480,Semi-Auto,21441,Diesel,125,61.4,2.1
 E Class,2015,15490,Semi-Auto,28002,Diesel,125,61.4,2.1
 CL Class,2014,19980,Semi-Auto,55206,Petrol,555,29.4,4.7
 GLA Class,2017,18990,Semi-Auto,46857,Diesel,145,56.5,2.1
 A Class,2019,20480,Semi-Auto,3551,Petrol,145,28.5,1.3
 CL Class,2017,17833,Semi-Auto,43837,Diesel,150,67.3,2.1
 A Class,2017,15178,Semi-Auto,21470,Diesel,20,74.3,1.5
 E Class,2018,21790,Semi-Auto,20837,Diesel,150,61.4,2.0
 E Class,2019,34640,Semi-Auto,2824,Diesel,150,42.8,3.0
 C Class,2017,13980,Manual,21300,Petrol,150,53.3,2.0
 A Class,2016,17624,Automatic,16479,Diesel,20,68.9,2.1
 CL Class,2016,16249,Manual,33976,Petrol,125,51.4,1.6
 A Class,2016,13290,Manual,36892,Diesel,20,72.4,1.5
 GLC Class,2018,27980,Semi-Auto,7830,Diesel,150,56.5,2.1
 GLC Class,2018,28480,Semi-Auto,6945,Diesel,150,56.5,2.1
 A Class,2016,15740,Manual,25036,Diesel,30,62.8,2.1
 GLE Class,2015,29955,Semi-Auto,54229,Diesel,305,39.2,3.0
 C Class,2017,14980,Manual,45034,Diesel,20,68.9,2.1
 C Class,2017,18830,Semi-Auto,42437,Hybrid,0,134.5,2.0
 CL Class,2014,14980,Semi-Auto,32675,Diesel,30,62.8,1.8
 A Class,2020,26480,Semi-Auto,3000,Petrol,145,47.9,1.3
 C Class,2020,29880,Semi-Auto,3000,Diesel,145,64.2,2.0
 GLC Class,2017,23990,Semi-Auto,34000,Diesel,125,56.5,2.1
 C Class,2016,22790,Semi-Auto,9600,Petrol,145,49.6,2.0
 C Class,2019,27480,Automatic,10100,Diesel,145,64.2,2.0
 GLA Class,2017,19480,Semi-Auto,26850,Diesel,150,58.9,2.1
 GLA Class,2017,13980,Semi-Auto,24309,Diesel,150,64.2,2.1
 C Class,2016,16329,Automatic,39924,Diesel,30,64.2,1.6
 C Class,2016,18341,Semi-Auto,10581,Diesel,30,64.2,1.6
 A Class,2017,14485,Manual,15993,Petrol,145,52.3,1.6
 A Class,2014,11915,Manual,12522,Diesel,0,78.5,1.5
 A Class,2017,12563,Manual,43043,Diesel,145,80.7,1.5
 A Class,2017,16065,Semi-Auto,12272,Diesel,145,74.3,1.5
 A Class,2017,15896,Automatic,11072,Diesel,145,74.3,1.5
 A Class,2017,15281,Manual,13943,Petrol,145,51.4,1.6
 A Class,2017,16633,Automatic,23979,Diesel,145,68.9,2.1
 M Class,2013,17481,Semi-Auto,58457,Diesel,200,44.8,2.1
 A Class,2018,17938,Semi-Auto,13994,Diesel,145,68.9,1.5
 C Class,2015,19990,Semi-Auto,12469,Diesel,30,64.2,2.1
 E Class,2017,19891,Semi-Auto,39851,Diesel,145,61.4,2.0
 C Class,2017,21630,Automatic,21994,Diesel,145,67.3,2.1
 GLA Class,2017,20560,Manual,11300,Petrol,145,47.1,1.6
 A Class,2018,16492,Manual,21232,Diesel,145,68.9,1.5
 A Class,2018,16780,Manual,14675,Diesel,145,68.9,1.5
 CL Class,2016,19024,Automatic,48387,Petrol,200,42.8,2.0
 CL Class,2017,18800,Semi-Auto,25581,Diesel,20,67.3,2.1
 A Class,2018,16396,Manual,16321,Petrol,145,51.4,1.6
 A Class,2017,16868,Semi-Auto,18254,Diesel,150,74.3,1.5
 A Class,2013,11480,Semi-Auto,19640,Diesel,30,65.7,1.8
 CL Class,2017,18500,Manual,25672,Diesel,20,67.3,2.1
 C Class,2019,24980,Automatic,15000,Diesel,145,60.1,1.6
 A Class,2019,18381,Semi-Auto,15228,Diesel,145,65.7,1.5
 A Class,2019,18429,Semi-Auto,12010,Diesel,145,68.9,1.5
 GLC Class,2019,27227,Semi-Auto,13387,Diesel,145,56.5,2.1
 A Class,2019,17895,Automatic,14757,Diesel,145,68.9,1.5
 E Class,2017,22470,Automatic,19954,Diesel,145,61.4,2.0
 A Class,2018,17894,Semi-Auto,11578,Diesel,145,68.9,1.5
 CL Class,2018,20150,Manual,5249,Petrol,145,51.4,1.6
 A Class,2018,17702,Automatic,15905,Diesel,145,68.9,1.5
 GLE Class,2017,27480,Semi-Auto,39110,Diesel,145,42.8,3.0
 A Class,2019,18490,Semi-Auto,14146,Diesel,145,65.7,1.5
 A Class,2019,17702,Automatic,17843,Diesel,145,68.9,1.5
 C Class,2019,29890,Automatic,1646,Petrol,145,44.1,2.0
 A Class,2019,17728,Automatic,15025,Diesel,145,65.7,1.5
 GLA Class,2017,18480,Semi-Auto,43375,Diesel,145,56.5,2.1
 A Class,2013,10980,Semi-Auto,33876,Diesel,30,65.7,1.8
 GLE Class,2016,25775,Semi-Auto,18406,Diesel,205,47.9,2.1
 E Class,2019,28480,Semi-Auto,14827,Diesel,145,58.9,2.0
 C Class,2019,20980,Semi-Auto,12794,Diesel,145,61.4,2.0
 C Class,2016,18280,Semi-Auto,36946,Diesel,30,64.2,2.1
 E Class,2017,23250,Semi-Auto,7521,Diesel,145,61.4,2.0
 A Class,2019,22980,Semi-Auto,11464,Diesel,145,67.3,1.5
 C Class,2019,26480,Semi-Auto,11487,Diesel,145,61.4,2.0
 A Class,2019,19980,Semi-Auto,14976,Diesel,145,65.7,1.5
 A Class,2019,22980,Semi-Auto,13854,Diesel,145,67.3,1.5
 C Class,2018,21000,Semi-Auto,16424,Diesel,145,64.2,2.1
 A Class,2018,18500,Semi-Auto,13402,Diesel,145,68.9,2.1
 GLC Class,2016,24898,Semi-Auto,30488,Diesel,125,56.5,2.1
 C Class,2015,13898,Manual,17426,Petrol,125,53.3,2.0
 E Class,2015,11698,Semi-Auto,67066,Diesel,30,64.2,2.1
 C Class,2017,18498,Semi-Auto,42100,Hybrid,0,134.5,2.0
 B Class,2019,22498,Semi-Auto,664,Petrol,145,44.8,1.3
 C Class,2019,24998,Semi-Auto,12999,Diesel,145,58.9,2.0
 A Class,2017,16998,Manual,17196,Diesel,145,62.8,2.1
 GLC Class,2016,22498,Semi-Auto,26210,Diesel,125,56.5,2.1
 A Class,2018,16898,Semi-Auto,16787,Petrol,150,52.3,1.6
 GLA Class,2017,19498,Manual,5422,Diesel,30,64.2,2.1
 X-CLASS,2019,28000,Automatic,16500,Diesel,260,35.8,2.3
 X-CLASS,2019,31000,Automatic,7500,Diesel,260,35.8,2.3
 X-CLASS,2019,34500,Automatic,3800,Diesel,260,35.8,2.3
 X-CLASS,2019,26000,Automatic,8100,Diesel,260,35.8,2.3
 X-CLASS,2017,31000,Automatic,11447,Diesel,260,35.8,2.3
 V Class,2019,27000,Automatic,500,Diesel,145,38.2,2.1
 V Class,2019,27000,Automatic,500,Diesel,145,38.2,2.1
 X-CLASS,2020,46000,Automatic,2950,Diesel,260,31.4,3.0
 A Class,2016,15498,Semi-Auto,63402,Diesel,20,68.9,2.1
 A Class,2020,24298,Semi-Auto,590,Petrol,150,53.3,1.3
 A Class,2018,17980,Semi-Auto,15135,Diesel,145,68.9,2.1
 C Class,2019,27980,Semi-Auto,9731,Diesel,145,64.2,2.0
 C Class,2019,28480,Semi-Auto,13435,Diesel,145,56.5,2.0
 C Class,2018,24480,Semi-Auto,10859,Diesel,145,58.9,2.1
 E Class,2019,25780,Semi-Auto,14136,Diesel,145,72.4,2.0
 E Class,2019,25780,Semi-Auto,15426,Diesel,145,72.4,2.0
 E Class,2018,30480,Semi-Auto,7081,Diesel,145,57.7,2.0
 E Class,2018,30000,Semi-Auto,11574,Diesel,145,57.7,2.0
 B Class,2018,19480,Semi-Auto,6178,Diesel,145,68.9,2.1
 GLS Class,2019,47980,Semi-Auto,10514,Diesel,145,37.2,3.0
 GLC Class,2016,30752,Semi-Auto,15385,Diesel,145,56.5,2.1
 C Class,2018,27622,Semi-Auto,8984,Petrol,145,44.1,1.5
 C Class,2015,12672,Manual,44121,Diesel,20,70.6,2.1
 GLE Class,2018,32991,Semi-Auto,23451,Diesel,150,47.9,2.1
 C Class,2017,22852,Semi-Auto,21750,Diesel,145,67.3,2.1
 C Class,2015,15212,Semi-Auto,36120,Diesel,20,64.2,2.1
 SLK,2016,18991,Semi-Auto,12178,Diesel,30,70.6,2.0
 A Class,2016,18362,Semi-Auto,19000,Diesel,20,74.3,1.5
 C Class,2014,15802,Semi-Auto,31000,Petrol,125,50.4,2.0
 SL CLASS,2018,23012,Semi-Auto,7724,Diesel,150,70.6,2.1
 E Class,2016,18116,Automatic,27784,Diesel,125,58.9,2.1
 A Class,2014,10532,Manual,40207,Petrol,125,51.4,1.6
 A Class,2017,17880,Semi-Auto,7615,Diesel,145,68.9,2.1
 C Class,2019,30572,Automatic,5524,Petrol,145,44.1,1.5
 C Class,2019,29782,Automatic,7859,Petrol,145,44.1,2.0
 C Class,2019,27066,Automatic,6655,Petrol,145,44.1,2.0
 SL CLASS,2019,29886,Semi-Auto,9086,Petrol,145,47.1,2.0
 C Class,2016,20092,Semi-Auto,25803,Diesel,30,61.4,2.1
 E Class,2018,30982,Semi-Auto,2114,Petrol,145,39.2,2.0
 GLC Class,2016,18366,Automatic,65012,Diesel,125,56.5,2.1
 SL CLASS,2016,36491,Semi-Auto,19971,Petrol,235,36.7,3.0
 S Class,2017,57752,Semi-Auto,12376,Petrol,145,32.5,4.7
 C Class,2017,33202,Automatic,21524,Petrol,145,34.0,3.0
 GLA Class,2018,32224,Automatic,6889,Petrol,145,37.7,2.0
 A Class,2019,22998,Semi-Auto,4459,Petrol,150,53.3,1.3
 GLA Class,2017,16498,Manual,35421,Diesel,150,67.3,2.1
 A Class,2013,9480,Manual,74114,Diesel,20,72.4,1.5
 CL Class,2017,18500,Manual,33348,Diesel,20,67.3,2.1
 GLC Class,2018,49891,Semi-Auto,11744,Petrol,145,27.4,4.0
 GLC Class,2017,20175,Automatic,56386,Diesel,125,56.5,2.1
 A Class,2018,18411,Semi-Auto,12158,Diesel,145,65.7,1.5
 CL Class,2017,20395,Automatic,9666,Petrol,145,53.3,1.6
 GLA Class,2018,22525,Automatic,12014,Petrol,145,48.7,1.6
 A Class,2017,18740,Semi-Auto,8461,Petrol,125,52.3,1.6
 E Class,2018,27242,Semi-Auto,11397,Diesel,145,51.4,3.0
 C Class,2019,20676,Automatic,14163,Diesel,145,61.4,2.0
 GLC Class,2019,31946,Automatic,11622,Diesel,145,42.2,2.1
 E Class,2019,23816,Semi-Auto,7651,Petrol,145,39.8,2.0
 C Class,2019,24306,Semi-Auto,15253,Diesel,145,61.4,2.0
 C Class,2015,17682,Semi-Auto,27852,Diesel,30,64.2,2.1
 C Class,2019,66990,Automatic,9625,Petrol,145,28.0,4.0
 E Class,2019,53122,Automatic,5588,Petrol,145,32.1,3.0
 C Class,2017,25172,Automatic,30525,Petrol,145,44.1,2.0
 CLS Class,2017,20886,Automatic,72383,Diesel,160,51.4,3.0
 E Class,2017,23372,Semi-Auto,53203,Diesel,160,51.4,3.0
 GLA Class,2017,30586,Automatic,22782,Petrol,145,38.2,2.0
 GLC Class,2020,25991,Semi-Auto,14000,Diesel,145,40.9,2.0
 GLC Class,2017,29991,Semi-Auto,18607,Diesel,145,56.5,2.1
 SL CLASS,2018,26254,Semi-Auto,1670,Petrol,145,47.1,2.0
 C Class,2019,28466,Automatic,3074,Petrol,145,44.1,1.5
 B Class,2017,14286,Automatic,16280,Diesel,145,68.9,2.1
 SL CLASS,2018,27482,Semi-Auto,1095,Petrol,145,47.1,2.0
